province,district,province_district,year,turnout_rate,akp,chp,mhp,hdp,sp,gen_altered
adana,aladag,adana_aladag,2002,75.85,26.68,12.76,10.36,0.63,0.94,0
adana,aladag,adana_aladag,2003,75.85,26.68,12.76,10.36,0.63,0.94,0
adana,aladag,adana_aladag,2004,75.85,26.68,12.76,10.36,0.63,0.94,0
adana,aladag,adana_aladag,2005,75.85,26.68,12.76,10.36,0.63,0.94,0
adana,aladag,adana_aladag,2006,75.85,26.68,12.76,10.36,0.63,0.94,0
adana,aladag,adana_aladag,2007,86.45,39.44,11.73,18.77,0,1.45,0
adana,aladag,adana_aladag,2008,86.45,39.44,11.73,18.77,0,1.45,0
adana,aladag,adana_aladag,2009,86.45,39.44,11.73,18.77,0,1.45,0
adana,aladag,adana_aladag,2010,86.45,39.44,11.73,18.77,0,1.45,0
adana,aladag,adana_aladag,2011,88.9,53.3,15.8,24.2,0,1.3,0
adana,aladag,adana_aladag,2012,88.9,53.3,15.8,24.2,0,1.3,0
adana,aladag,adana_aladag,2013,88.9,53.3,15.8,24.2,0,1.3,0
adana,aladag,adana_aladag,2014,88.9,53.3,15.8,24.2,0,1.3,0
adana,aladag,adana_aladag,2015,88.4,50.1,11.5,33.5,0.5,1.7,0
adana,aladag,adana_aladag,2016,89.2,57,11.9,27.7,0.3,1,0
adana,aladag,adana_aladag,2017,89.2,57,11.9,27.7,0.3,1,0
adana,aladag,adana_aladag,2018,90.1,48.5,14.8,17.7,0.6,1.3,0
adana,aladag,adana_aladag,2019,90.1,48.5,14.8,17.7,0.6,1.3,0
adana,aladag,adana_aladag,2020,90.1,48.5,14.8,17.7,0.6,1.3,0
adana,ceyhan,adana_ceyhan,2002,73.1,17.53,18.09,14.67,11.23,1.07,0
adana,ceyhan,adana_ceyhan,2003,73.1,17.53,18.09,14.67,11.23,1.07,0
adana,ceyhan,adana_ceyhan,2004,73.1,17.53,18.09,14.67,11.23,1.07,0
adana,ceyhan,adana_ceyhan,2005,73.1,17.53,18.09,14.67,11.23,1.07,0
adana,ceyhan,adana_ceyhan,2006,73.1,17.53,18.09,14.67,11.23,1.07,0
adana,ceyhan,adana_ceyhan,2007,80.7,33,17.18,30.31,0,0.9,0
adana,ceyhan,adana_ceyhan,2008,80.7,33,17.18,30.31,0,0.9,0
adana,ceyhan,adana_ceyhan,2009,80.7,33,17.18,30.31,0,0.9,0
adana,ceyhan,adana_ceyhan,2010,80.7,33,17.18,30.31,0,0.9,0
adana,ceyhan,adana_ceyhan,2011,86.8,35.1,27.9,23.1,0,0.7,0
adana,ceyhan,adana_ceyhan,2012,86.8,35.1,27.9,23.1,0,0.7,0
adana,ceyhan,adana_ceyhan,2013,86.8,35.1,27.9,23.1,0,0.7,0
adana,ceyhan,adana_ceyhan,2014,86.8,35.1,27.9,23.1,0,0.7,0
adana,ceyhan,adana_ceyhan,2015,85.3,25.8,25.8,27.2,18.3,1.2,0
adana,ceyhan,adana_ceyhan,2016,85.8,33.1,27.7,21.8,15.4,0.5,0
adana,ceyhan,adana_ceyhan,2017,85.8,33.1,27.7,21.8,15.4,0.5,0
adana,ceyhan,adana_ceyhan,2018,85.9,30.5,23,14.2,16.6,0.8,0
adana,ceyhan,adana_ceyhan,2019,85.9,30.5,23,14.2,16.6,0.8,0
adana,ceyhan,adana_ceyhan,2020,85.9,30.5,23,14.2,16.6,0.8,0
adana,cukurova,adana_cukurova,2008,77.18,32.01,29.28,19.93,0,1.7,1
adana,cukurova,adana_cukurova,2009,77.18,32.01,29.28,19.93,0,1.7,1
adana,cukurova,adana_cukurova,2010,77.18,32.01,29.28,19.93,0,1.7,1
adana,cukurova,adana_cukurova,2011,86.6,29.3,42.8,22.9,0,0.7,0
adana,cukurova,adana_cukurova,2012,86.6,29.3,42.8,22.9,0,0.7,0
adana,cukurova,adana_cukurova,2013,86.6,29.3,42.8,22.9,0,0.7,0
adana,cukurova,adana_cukurova,2014,86.6,29.3,42.8,22.9,0,0.7,0
adana,cukurova,adana_cukurova,2015,86.7,23.1,40.8,25.8,7.3,1.5,0
adana,cukurova,adana_cukurova,2016,87.5,28.1,43.2,21.5,5.4,0.6,0
adana,cukurova,adana_cukurova,2017,87.5,28.1,43.2,21.5,5.4,0.6,0
adana,cukurova,adana_cukurova,2018,88.9,24,38,10,8.2,1.2,0
adana,cukurova,adana_cukurova,2019,88.9,24,38,10,8.2,1.2,0
adana,cukurova,adana_cukurova,2020,88.9,24,38,10,8.2,1.2,0
adana,feke,adana_feke,2002,83.62,37.6,12.84,13.48,0.78,2.79,0
adana,feke,adana_feke,2003,83.62,37.6,12.84,13.48,0.78,2.79,0
adana,feke,adana_feke,2004,83.62,37.6,12.84,13.48,0.78,2.79,0
adana,feke,adana_feke,2005,83.62,37.6,12.84,13.48,0.78,2.79,0
adana,feke,adana_feke,2006,83.62,37.6,12.84,13.48,0.78,2.79,0
adana,feke,adana_feke,2007,86.39,50.52,12.26,21.88,0,2.56,0
adana,feke,adana_feke,2008,86.39,50.52,12.26,21.88,0,2.56,0
adana,feke,adana_feke,2009,86.39,50.52,12.26,21.88,0,2.56,0
adana,feke,adana_feke,2010,86.39,50.52,12.26,21.88,0,2.56,0
adana,feke,adana_feke,2011,84.2,54.1,17,22.2,0,2.1,0
adana,feke,adana_feke,2012,84.2,54.1,17,22.2,0,2.1,0
adana,feke,adana_feke,2013,84.2,54.1,17,22.2,0,2.1,0
adana,feke,adana_feke,2014,84.2,54.1,17,22.2,0,2.1,0
adana,feke,adana_feke,2015,80.4,47.0,15.3,31.5,0.7,2.1,0
adana,feke,adana_feke,2016,82.6,54.7,15.1,25.6,0.3,1,0
adana,feke,adana_feke,2017,82.6,54.7,15.1,25.6,0.3,1,0
adana,feke,adana_feke,2018,87.4,54.7,12.5,15.3,0.4,1.2,0
adana,feke,adana_feke,2019,87.4,54.7,12.5,15.3,0.4,1.2,0
adana,feke,adana_feke,2020,87.4,54.7,12.5,15.3,0.4,1.2,0
adana,imamoglu,adana_imamoglu,2002,78.49,34.23,11.48,15.35,1.25,1.16,0
adana,imamoglu,adana_imamoglu,2003,78.49,34.23,11.48,15.35,1.25,1.16,0
adana,imamoglu,adana_imamoglu,2004,78.49,34.23,11.48,15.35,1.25,1.16,0
adana,imamoglu,adana_imamoglu,2005,78.49,34.23,11.48,15.35,1.25,1.16,0
adana,imamoglu,adana_imamoglu,2006,78.49,34.23,11.48,15.35,1.25,1.16,0
adana,imamoglu,adana_imamoglu,2007,81.44,38.95,11.37,32.47,0,1.69,0
adana,imamoglu,adana_imamoglu,2008,81.44,38.95,11.37,32.47,0,1.69,0
adana,imamoglu,adana_imamoglu,2009,81.44,38.95,11.37,32.47,0,1.69,0
adana,imamoglu,adana_imamoglu,2010,81.44,38.95,11.37,32.47,0,1.69,0
adana,imamoglu,adana_imamoglu,2011,86.6,45.4,19.3,30,0,1.4,0
adana,imamoglu,adana_imamoglu,2012,86.6,45.4,19.3,30,0,1.4,0
adana,imamoglu,adana_imamoglu,2013,86.6,45.4,19.3,30,0,1.4,0
adana,imamoglu,adana_imamoglu,2014,86.6,45.4,19.3,30,0,1.4,0
adana,imamoglu,adana_imamoglu,2015,83.9,45.9,22.2,25.5,2.4,2.2,0
adana,imamoglu,adana_imamoglu,2016,86.2,53.1,18.2,24.4,1.7,1,0
adana,imamoglu,adana_imamoglu,2017,86.2,53.1,18.2,24.4,1.7,1,0
adana,imamoglu,adana_imamoglu,2018,83.7,48.6,16.5,14.8,2.4,1.4,0
adana,imamoglu,adana_imamoglu,2019,83.7,48.6,16.5,14.8,2.4,1.4,0
adana,imamoglu,adana_imamoglu,2020,83.7,48.6,16.5,14.8,2.4,1.4,0
adana,karaisali,adana_karaisali,2002,81.69,43.2,8.47,12.9,0.79,1.73,0
adana,karaisali,adana_karaisali,2003,81.69,43.2,8.47,12.9,0.79,1.73,0
adana,karaisali,adana_karaisali,2004,81.69,43.2,8.47,12.9,0.79,1.73,0
adana,karaisali,adana_karaisali,2005,81.69,43.2,8.47,12.9,0.79,1.73,0
adana,karaisali,adana_karaisali,2006,81.69,43.2,8.47,12.9,0.79,1.73,0
adana,karaisali,adana_karaisali,2007,86.41,51.89,7.62,25.43,0,2.25,0
adana,karaisali,adana_karaisali,2008,86.41,51.89,7.62,25.43,0,2.25,0
adana,karaisali,adana_karaisali,2009,86.41,51.89,7.62,25.43,0,2.25,0
adana,karaisali,adana_karaisali,2010,86.41,51.89,7.62,25.43,0,2.25,0
adana,karaisali,adana_karaisali,2011,88.8,56,12.3,25.6,0,1.8,0
adana,karaisali,adana_karaisali,2012,88.8,56,12.3,25.6,0,1.8,0
adana,karaisali,adana_karaisali,2013,88.8,56,12.3,25.6,0,1.8,0
adana,karaisali,adana_karaisali,2014,88.8,56,12.3,25.6,0,1.8,0
adana,karaisali,adana_karaisali,2015,90.2,55.3,9.4,30.9,0.6,1.6,0
adana,karaisali,adana_karaisali,2016,91.1,59.7,9.5,27.8,0.4,0.8,0
adana,karaisali,adana_karaisali,2017,91.1,59.7,9.5,27.8,0.4,0.8,0
adana,karaisali,adana_karaisali,2018,90.6,55.7,9.1,17.2,0.6,1.3,0
adana,karaisali,adana_karaisali,2019,90.6,55.7,9.1,17.2,0.6,1.3,0
adana,karaisali,adana_karaisali,2020,90.6,55.7,9.1,17.2,0.6,1.3,0
adana,karatas,adana_karatas,2002,71.46,13.37,21.31,16.39,1.68,1.43,0
adana,karatas,adana_karatas,2003,71.46,13.37,21.31,16.39,1.68,1.43,0
adana,karatas,adana_karatas,2004,71.46,13.37,21.31,16.39,1.68,1.43,0
adana,karatas,adana_karatas,2005,71.46,13.37,21.31,16.39,1.68,1.43,0
adana,karatas,adana_karatas,2006,71.46,13.37,21.31,16.39,1.68,1.43,0
adana,karatas,adana_karatas,2007,82.94,20.69,31.89,34.94,0,1.45,0
adana,karatas,adana_karatas,2008,82.94,20.69,31.89,34.94,0,1.45,0
adana,karatas,adana_karatas,2009,82.94,20.69,31.89,34.94,0,1.45,0
adana,karatas,adana_karatas,2010,82.94,20.69,31.89,34.94,0,1.45,0
adana,karatas,adana_karatas,2011,87.8,30.2,48.1,18.2,0,0.4,0
adana,karatas,adana_karatas,2012,87.8,30.2,48.1,18.2,0,0.4,0
adana,karatas,adana_karatas,2013,87.8,30.2,48.1,18.2,0,0.4,0
adana,karatas,adana_karatas,2014,87.8,30.2,48.1,18.2,0,0.4,0
adana,karatas,adana_karatas,2015,87.4,23.2,41.7,26.4,6.7,0.8,0
adana,karatas,adana_karatas,2016,86.9,27.2,40.1,26.2,4.9,0.3,0
adana,karatas,adana_karatas,2017,86.9,27.2,40.1,26.2,4.9,0.3,0
adana,karatas,adana_karatas,2018,87.8,24.8,37.5,13.6,11.2,0.7,0
adana,karatas,adana_karatas,2019,87.8,24.8,37.5,13.6,11.2,0.7,0
adana,karatas,adana_karatas,2020,87.8,24.8,37.5,13.6,11.2,0.7,0
adana,kozan,adana_kozan,2002,79.28,33.01,11.35,16.12,0.81,1.47,0
adana,kozan,adana_kozan,2003,79.28,33.01,11.35,16.12,0.81,1.47,0
adana,kozan,adana_kozan,2004,79.28,33.01,11.35,16.12,0.81,1.47,0
adana,kozan,adana_kozan,2005,79.28,33.01,11.35,16.12,0.81,1.47,0
adana,kozan,adana_kozan,2006,79.28,33.01,11.35,16.12,0.81,1.47,0
adana,kozan,adana_kozan,2007,85.17,44.4,12.05,31.76,0,2,0
adana,kozan,adana_kozan,2008,85.17,44.4,12.05,31.76,0,2,0
adana,kozan,adana_kozan,2009,85.17,44.4,12.05,31.76,0,2,0
adana,kozan,adana_kozan,2010,85.17,44.4,12.05,31.76,0,2,0
adana,kozan,adana_kozan,2011,85.9,46.7,16.6,32.2,0,1.4,0
adana,kozan,adana_kozan,2012,85.9,46.7,16.6,32.2,0,1.4,0
adana,kozan,adana_kozan,2013,85.9,46.7,16.6,32.2,0,1.4,0
adana,kozan,adana_kozan,2014,85.9,46.7,16.6,32.2,0,1.4,0
adana,kozan,adana_kozan,2015,82.3,42.9,20.7,30.7,1.3,2.4,0
adana,kozan,adana_kozan,2016,84.7,50.1,18.3,28.1,0.6,1,0
adana,kozan,adana_kozan,2017,84.7,50.1,18.3,28.1,0.6,1,0
adana,kozan,adana_kozan,2018,85.3,47,14.6,15.6,1.1,1.4,0
adana,kozan,adana_kozan,2019,85.3,47,14.6,15.6,1.1,1.4,0
adana,kozan,adana_kozan,2020,85.3,47,14.6,15.6,1.1,1.4,0
adana,pozanti,adana_pozanti,2002,75.36,42.19,18.56,10.5,0.91,2.16,0
adana,pozanti,adana_pozanti,2003,75.36,42.19,18.56,10.5,0.91,2.16,0
adana,pozanti,adana_pozanti,2004,75.36,42.19,18.56,10.5,0.91,2.16,0
adana,pozanti,adana_pozanti,2005,75.36,42.19,18.56,10.5,0.91,2.16,0
adana,pozanti,adana_pozanti,2006,75.36,42.19,18.56,10.5,0.91,2.16,0
adana,pozanti,adana_pozanti,2007,84.51,43,21.03,23.78,0,1.89,0
adana,pozanti,adana_pozanti,2008,84.51,43,21.03,23.78,0,1.89,0
adana,pozanti,adana_pozanti,2009,84.51,43,21.03,23.78,0,1.89,0
adana,pozanti,adana_pozanti,2010,84.51,43,21.03,23.78,0,1.89,0
adana,pozanti,adana_pozanti,2011,89,48.5,21.2,25.4,0,1.8,0
adana,pozanti,adana_pozanti,2012,89,48.5,21.2,25.4,0,1.8,0
adana,pozanti,adana_pozanti,2013,89,48.5,21.2,25.4,0,1.8,0
adana,pozanti,adana_pozanti,2014,89,48.5,21.2,25.4,0,1.8,0
adana,pozanti,adana_pozanti,2015,87.8,45.4,21.2,27.1,1.8,2.4,0
adana,pozanti,adana_pozanti,2016,88.2,52.7,20.4,22.9,1,1,0
adana,pozanti,adana_pozanti,2017,88.2,52.7,20.4,22.9,1,1,0
adana,pozanti,adana_pozanti,2018,90.9,45.1,20.8,15.6,1.8,1.6,0
adana,pozanti,adana_pozanti,2019,90.9,45.1,20.8,15.6,1.8,1.6,0
adana,pozanti,adana_pozanti,2020,90.9,45.1,20.8,15.6,1.8,1.6,0
adana,saimbeyli,adana_saimbeyli,2002,77,43.57,12.26,12.44,0.79,0.94,0
adana,saimbeyli,adana_saimbeyli,2003,77,43.57,12.26,12.44,0.79,0.94,0
adana,saimbeyli,adana_saimbeyli,2004,77,43.57,12.26,12.44,0.79,0.94,0
adana,saimbeyli,adana_saimbeyli,2005,77,43.57,12.26,12.44,0.79,0.94,0
adana,saimbeyli,adana_saimbeyli,2006,77,43.57,12.26,12.44,0.79,0.94,0
adana,saimbeyli,adana_saimbeyli,2007,80.97,52.47,12.16,22.43,0,1.38,0
adana,saimbeyli,adana_saimbeyli,2008,80.97,52.47,12.16,22.43,0,1.38,0
adana,saimbeyli,adana_saimbeyli,2009,80.97,52.47,12.16,22.43,0,1.38,0
adana,saimbeyli,adana_saimbeyli,2010,80.97,52.47,12.16,22.43,0,1.38,0
adana,saimbeyli,adana_saimbeyli,2011,79.6,57.9,11.2,25.9,0,1.1,0
adana,saimbeyli,adana_saimbeyli,2012,79.6,57.9,11.2,25.9,0,1.1,0
adana,saimbeyli,adana_saimbeyli,2013,79.6,57.9,11.2,25.9,0,1.1,0
adana,saimbeyli,adana_saimbeyli,2014,79.6,57.9,11.2,25.9,0,1.1,0
adana,saimbeyli,adana_saimbeyli,2015,78.3,48.4,11.9,34.8,0.6,1.4,0
adana,saimbeyli,adana_saimbeyli,2016,80.4,54.6,11.1,30.8,0.3,0.5,0
adana,saimbeyli,adana_saimbeyli,2017,80.4,54.6,11.1,30.8,0.3,0.5,0
adana,saimbeyli,adana_saimbeyli,2018,82.2,51,10.6,24.3,0.8,0.9,0
adana,saimbeyli,adana_saimbeyli,2019,82.2,51,10.6,24.3,0.8,0.9,0
adana,saimbeyli,adana_saimbeyli,2020,82.2,51,10.6,24.3,0.8,0.9,0
adana,saricam,adana_saricam,2008,76.38,43.32,18.94,21.23,0,1.32,1
adana,saricam,adana_saricam,2009,76.38,43.32,18.94,21.23,0,1.32,1
adana,saricam,adana_saricam,2010,76.38,43.32,18.94,21.23,0,1.32,1
adana,saricam,adana_saricam,2011,87.6,44.4,17.8,32.2,0,0.9,0
adana,saricam,adana_saricam,2012,87.6,44.4,17.8,32.2,0,0.9,0
adana,saricam,adana_saricam,2013,87.6,44.4,17.8,32.2,0,0.9,0
adana,saricam,adana_saricam,2014,87.6,44.4,17.8,32.2,0,0.9,0
adana,saricam,adana_saricam,2015,87.0,36.6,16.3,38.8,5.0,1.8,0
adana,saricam,adana_saricam,2016,88.9,44.8,16.2,33,3.9,0.7,0
adana,saricam,adana_saricam,2017,88.9,44.8,16.2,33,3.9,0.7,0
adana,saricam,adana_saricam,2018,87.6,40.6,15.3,21.6,4.5,0.9,0
adana,saricam,adana_saricam,2019,87.6,40.6,15.3,21.6,4.5,0.9,0
adana,saricam,adana_saricam,2020,87.6,40.6,15.3,21.6,4.5,0.9,0
adana,seyhan,adana_seyhan,2002,73.32,23.43,26.28,9.9,11.89,1.91,0
adana,seyhan,adana_seyhan,2003,73.32,23.43,26.28,9.9,11.89,1.91,0
adana,seyhan,adana_seyhan,2004,73.32,23.43,26.28,9.9,11.89,1.91,0
adana,seyhan,adana_seyhan,2005,73.32,23.43,26.28,9.9,11.89,1.91,0
adana,seyhan,adana_seyhan,2006,73.32,23.43,26.28,9.9,11.89,1.91,0
adana,seyhan,adana_seyhan,2007,77.18,32.01,29.28,19.93,0,1.7,0
adana,seyhan,adana_seyhan,2008,77.18,32.01,29.28,19.93,0,1.7,0
adana,seyhan,adana_seyhan,2009,77.18,32.01,29.28,19.93,0,1.7,0
adana,seyhan,adana_seyhan,2010,77.18,32.01,29.28,19.93,0,1.7,0
adana,seyhan,adana_seyhan,2011,84.6,32.9,34.6,15.2,0,1.1,0
adana,seyhan,adana_seyhan,2012,84.6,32.9,34.6,15.2,0,1.1,0
adana,seyhan,adana_seyhan,2013,84.6,32.9,34.6,15.2,0,1.1,0
adana,seyhan,adana_seyhan,2014,84.6,32.9,34.6,15.2,0,1.1,0
adana,seyhan,adana_seyhan,2015,84.9,25.8,31.4,18.1,21.5,1.5,0
adana,seyhan,adana_seyhan,2016,85.3,32.3,32.9,14.6,18.4,0.6,0
adana,seyhan,adana_seyhan,2017,85.3,32.3,32.9,14.6,18.4,0.6,0
adana,seyhan,adana_seyhan,2018,85.6,29.8,28.7,8.9,20.3,1,0
adana,seyhan,adana_seyhan,2019,85.6,29.8,28.7,8.9,20.3,1,0
adana,seyhan,adana_seyhan,2020,85.6,29.8,28.7,8.9,20.3,1,0
adana,tufanbeyli,adana_tufanbeyli,2002,73.64,26.61,25.17,12.92,0.52,1.53,0
adana,tufanbeyli,adana_tufanbeyli,2003,73.64,26.61,25.17,12.92,0.52,1.53,0
adana,tufanbeyli,adana_tufanbeyli,2004,73.64,26.61,25.17,12.92,0.52,1.53,0
adana,tufanbeyli,adana_tufanbeyli,2005,73.64,26.61,25.17,12.92,0.52,1.53,0
adana,tufanbeyli,adana_tufanbeyli,2006,73.64,26.61,25.17,12.92,0.52,1.53,0
adana,tufanbeyli,adana_tufanbeyli,2007,79.3,40.84,19.7,24.54,0,1.36,0
adana,tufanbeyli,adana_tufanbeyli,2008,79.3,40.84,19.7,24.54,0,1.36,0
adana,tufanbeyli,adana_tufanbeyli,2009,79.3,40.84,19.7,24.54,0,1.36,0
adana,tufanbeyli,adana_tufanbeyli,2010,79.3,40.84,19.7,24.54,0,1.36,0
adana,tufanbeyli,adana_tufanbeyli,2011,81,49.2,20,25.3,0,0.6,0
adana,tufanbeyli,adana_tufanbeyli,2012,81,49.2,20,25.3,0,0.6,0
adana,tufanbeyli,adana_tufanbeyli,2013,81,49.2,20,25.3,0,0.6,0
adana,tufanbeyli,adana_tufanbeyli,2014,81,49.2,20,25.3,0,0.6,0
adana,tufanbeyli,adana_tufanbeyli,2015,81.8,35.4,19.0,39.0,1.0,2.6,0
adana,tufanbeyli,adana_tufanbeyli,2016,81.4,47.3,19.7,28.9,0.6,0.8,0
adana,tufanbeyli,adana_tufanbeyli,2017,81.4,47.3,19.7,28.9,0.6,0.8,0
adana,tufanbeyli,adana_tufanbeyli,2018,87.4,42.8,19.3,23.2,1.4,1.5,0
adana,tufanbeyli,adana_tufanbeyli,2019,87.4,42.8,19.3,23.2,1.4,1.5,0
adana,tufanbeyli,adana_tufanbeyli,2020,87.4,42.8,19.3,23.2,1.4,1.5,0
adana,yumurtalik,adana_yumurtalik,2002,77.76,17.94,19.38,16.46,0.66,0.76,0
adana,yumurtalik,adana_yumurtalik,2003,77.76,17.94,19.38,16.46,0.66,0.76,0
adana,yumurtalik,adana_yumurtalik,2004,77.76,17.94,19.38,16.46,0.66,0.76,0
adana,yumurtalik,adana_yumurtalik,2005,77.76,17.94,19.38,16.46,0.66,0.76,0
adana,yumurtalik,adana_yumurtalik,2006,77.76,17.94,19.38,16.46,0.66,0.76,0
adana,yumurtalik,adana_yumurtalik,2007,81.47,28.8,20.98,35.2,0,0.81,0
adana,yumurtalik,adana_yumurtalik,2008,81.47,28.8,20.98,35.2,0,0.81,0
adana,yumurtalik,adana_yumurtalik,2009,81.47,28.8,20.98,35.2,0,0.81,0
adana,yumurtalik,adana_yumurtalik,2010,81.47,28.8,20.98,35.2,0,0.81,0
adana,yumurtalik,adana_yumurtalik,2011,87.9,38.6,28.6,29,0,0.3,0
adana,yumurtalik,adana_yumurtalik,2012,87.9,38.6,28.6,29,0,0.3,0
adana,yumurtalik,adana_yumurtalik,2013,87.9,38.6,28.6,29,0,0.3,0
adana,yumurtalik,adana_yumurtalik,2014,87.9,38.6,28.6,29,0,0.3,0
adana,yumurtalik,adana_yumurtalik,2015,84.9,33.0,26.0,35.7,2.5,1.0,0
adana,yumurtalik,adana_yumurtalik,2016,86.1,37.6,26.6,31.6,1.5,0.3,0
adana,yumurtalik,adana_yumurtalik,2017,86.1,37.6,26.6,31.6,1.5,0.3,0
adana,yumurtalik,adana_yumurtalik,2018,86,34.6,24.3,16.3,3.6,0.9,0
adana,yumurtalik,adana_yumurtalik,2019,86,34.6,24.3,16.3,3.6,0.9,0
adana,yumurtalik,adana_yumurtalik,2020,86,34.6,24.3,16.3,3.6,0.9,0
adana,yuregir,adana_yuregir,2002,73.67,32.28,19.13,10.37,10.84,1.51,0
adana,yuregir,adana_yuregir,2003,73.67,32.28,19.13,10.37,10.84,1.51,0
adana,yuregir,adana_yuregir,2004,73.67,32.28,19.13,10.37,10.84,1.51,0
adana,yuregir,adana_yuregir,2005,73.67,32.28,19.13,10.37,10.84,1.51,0
adana,yuregir,adana_yuregir,2006,73.67,32.28,19.13,10.37,10.84,1.51,0
adana,yuregir,adana_yuregir,2007,76.38,43.32,18.94,21.23,0,1.32,0
adana,yuregir,adana_yuregir,2008,76.38,43.32,18.94,21.23,0,1.32,0
adana,yuregir,adana_yuregir,2009,76.38,43.32,18.94,21.23,0,1.32,0
adana,yuregir,adana_yuregir,2010,76.38,43.32,18.94,21.23,0,1.32,0
adana,yuregir,adana_yuregir,2011,83.6,43.9,26.9,16,0,0.8,0
adana,yuregir,adana_yuregir,2012,83.6,43.9,26.9,16,0,0.8,0
adana,yuregir,adana_yuregir,2013,83.6,43.9,26.9,16,0,0.8,0
adana,yuregir,adana_yuregir,2014,83.6,43.9,26.9,16,0,0.8,0
adana,yuregir,adana_yuregir,2015,83.1,33.8,24.1,18.6,19.6,1.4,0
adana,yuregir,adana_yuregir,2016,84.1,42.8,24.7,15.5,15.1,0.6,0
adana,yuregir,adana_yuregir,2017,84.1,42.8,24.7,15.5,15.1,0.6,0
adana,yuregir,adana_yuregir,2018,83.7,39.2,22,9.8,16.6,1,0
adana,yuregir,adana_yuregir,2019,83.7,39.2,22,9.8,16.6,1,0
adana,yuregir,adana_yuregir,2020,83.7,39.2,22,9.8,16.6,1,0
adiyaman,besni,adiyaman_besni,2002,69.27,34.2,18.8,7.09,8.93,1.58,0
adiyaman,besni,adiyaman_besni,2003,69.27,34.2,18.8,7.09,8.93,1.58,0
adiyaman,besni,adiyaman_besni,2004,69.27,34.2,18.8,7.09,8.93,1.58,0
adiyaman,besni,adiyaman_besni,2005,69.27,34.2,18.8,7.09,8.93,1.58,0
adiyaman,besni,adiyaman_besni,2006,69.27,34.2,18.8,7.09,8.93,1.58,0
adiyaman,besni,adiyaman_besni,2007,80.33,57.96,20.03,6.3,0,0.9,0
adiyaman,besni,adiyaman_besni,2008,80.33,57.96,20.03,6.3,0,0.9,0
adiyaman,besni,adiyaman_besni,2009,80.33,57.96,20.03,6.3,0,0.9,0
adiyaman,besni,adiyaman_besni,2010,80.33,57.96,20.03,6.3,0,0.9,0
adiyaman,besni,adiyaman_besni,2011,81.7,61,19.8,11,0,0.6,0
adiyaman,besni,adiyaman_besni,2012,81.7,61,19.8,11,0,0.6,0
adiyaman,besni,adiyaman_besni,2013,81.7,61,19.8,11,0,0.6,0
adiyaman,besni,adiyaman_besni,2014,81.7,61,19.8,11,0,0.6,0
adiyaman,besni,adiyaman_besni,2015,79.3,52.4,24.0,4.7,15.2,1.4,0
adiyaman,besni,adiyaman_besni,2016,81.6,67.7,16.5,4.2,8.8,0.5,0
adiyaman,besni,adiyaman_besni,2017,81.6,67.7,16.5,4.2,8.8,0.5,0
adiyaman,besni,adiyaman_besni,2018,83.3,53.9,17,9.1,9.9,1.2,0
adiyaman,besni,adiyaman_besni,2019,83.3,53.9,17,9.1,9.9,1.2,0
adiyaman,besni,adiyaman_besni,2020,83.3,53.9,17,9.1,9.9,1.2,0
adiyaman,celikhan,adiyaman_celikhan,2002,86.19,43.84,9.12,4.28,16.7,6.01,0
adiyaman,celikhan,adiyaman_celikhan,2003,86.19,43.84,9.12,4.28,16.7,6.01,0
adiyaman,celikhan,adiyaman_celikhan,2004,86.19,43.84,9.12,4.28,16.7,6.01,0
adiyaman,celikhan,adiyaman_celikhan,2005,86.19,43.84,9.12,4.28,16.7,6.01,0
adiyaman,celikhan,adiyaman_celikhan,2006,86.19,43.84,9.12,4.28,16.7,6.01,0
adiyaman,celikhan,adiyaman_celikhan,2007,87.57,57.62,12.86,3.56,0,3.1,0
adiyaman,celikhan,adiyaman_celikhan,2008,87.57,57.62,12.86,3.56,0,3.1,0
adiyaman,celikhan,adiyaman_celikhan,2009,87.57,57.62,12.86,3.56,0,3.1,0
adiyaman,celikhan,adiyaman_celikhan,2010,87.57,57.62,12.86,3.56,0,3.1,0
adiyaman,celikhan,adiyaman_celikhan,2011,93.5,64.9,19.4,1.4,0,0.3,0
adiyaman,celikhan,adiyaman_celikhan,2012,93.5,64.9,19.4,1.4,0,0.3,0
adiyaman,celikhan,adiyaman_celikhan,2013,93.5,64.9,19.4,1.4,0,0.3,0
adiyaman,celikhan,adiyaman_celikhan,2014,93.5,64.9,19.4,1.4,0,0.3,0
adiyaman,celikhan,adiyaman_celikhan,2015,88.1,57.6,9.2,2.0,27.1,2.7,0
adiyaman,celikhan,adiyaman_celikhan,2016,91.7,65.6,9.4,1.5,20.8,1.2,0
adiyaman,celikhan,adiyaman_celikhan,2017,91.7,65.6,9.4,1.5,20.8,1.2,0
adiyaman,celikhan,adiyaman_celikhan,2018,92.7,55.5,13.5,5.3,19.8,2.5,0
adiyaman,celikhan,adiyaman_celikhan,2019,92.7,55.5,13.5,5.3,19.8,2.5,0
adiyaman,celikhan,adiyaman_celikhan,2020,92.7,55.5,13.5,5.3,19.8,2.5,0
adiyaman,gerger,adiyaman_gerger,2002,68.16,37.72,8.32,3.46,6.89,6.51,0
adiyaman,gerger,adiyaman_gerger,2003,68.16,37.72,8.32,3.46,6.89,6.51,0
adiyaman,gerger,adiyaman_gerger,2004,68.16,37.72,8.32,3.46,6.89,6.51,0
