province,district,province_district,year,turnout_rate,akp,chp,mhp,hdp,sp,gen_altered
diyarbakir,cinar,diyarbakir_cinar,2004,80.37,13.29,7.67,2.94,41.06,3.55,0
diyarbakir,cinar,diyarbakir_cinar,2005,80.37,13.29,7.67,2.94,41.06,3.55,0
diyarbakir,cinar,diyarbakir_cinar,2006,80.37,13.29,7.67,2.94,41.06,3.55,0
diyarbakir,cinar,diyarbakir_cinar,2007,78.6,53.87,2.62,1.72,39.3,0.61,0
diyarbakir,cinar,diyarbakir_cinar,2008,78.6,53.87,2.62,1.72,39.3,0.61,0
diyarbakir,cinar,diyarbakir_cinar,2009,78.6,53.87,2.62,1.72,39.3,0.61,0
diyarbakir,cinar,diyarbakir_cinar,2010,78.6,53.87,2.62,1.72,39.3,0.61,0
diyarbakir,cinar,diyarbakir_cinar,2011,79,33.9,1.1,0.3,61.8,0.6,0
diyarbakir,cinar,diyarbakir_cinar,2012,79,33.9,1.1,0.3,61.8,0.6,0
diyarbakir,cinar,diyarbakir_cinar,2013,79,33.9,1.1,0.3,61.8,0.6,0
diyarbakir,cinar,diyarbakir_cinar,2014,79,33.9,1.1,0.3,61.8,0.6,0
diyarbakir,cinar,diyarbakir_cinar,2015,87.0,10.0,0.2,0.5,78.9,0.3,0
diyarbakir,cinar,diyarbakir_cinar,2016,88,24,0.4,0.2,73.6,0.2,0
diyarbakir,cinar,diyarbakir_cinar,2017,88,24,0.4,0.2,73.6,0.2,0
diyarbakir,cinar,diyarbakir_cinar,2018,83.6,20.6,0.9,0.5,64.6,0.7,0
diyarbakir,cinar,diyarbakir_cinar,2019,83.6,20.6,0.9,0.5,64.6,0.7,0
diyarbakir,cinar,diyarbakir_cinar,2020,83.6,20.6,0.9,0.5,64.6,0.7,0
diyarbakir,cungus,diyarbakir_cungus,2002,76.88,36.07,16.33,1.45,15.01,3.25,0
diyarbakir,cungus,diyarbakir_cungus,2003,76.88,36.07,16.33,1.45,15.01,3.25,0
diyarbakir,cungus,diyarbakir_cungus,2004,76.88,36.07,16.33,1.45,15.01,3.25,0
diyarbakir,cungus,diyarbakir_cungus,2005,76.88,36.07,16.33,1.45,15.01,3.25,0
diyarbakir,cungus,diyarbakir_cungus,2006,76.88,36.07,16.33,1.45,15.01,3.25,0
diyarbakir,cungus,diyarbakir_cungus,2007,78.06,52.13,12.25,11.42,0,2.37,0
diyarbakir,cungus,diyarbakir_cungus,2008,78.06,52.13,12.25,11.42,0,2.37,0
diyarbakir,cungus,diyarbakir_cungus,2009,78.06,52.13,12.25,11.42,0,2.37,0
diyarbakir,cungus,diyarbakir_cungus,2010,78.06,52.13,12.25,11.42,0,2.37,0
diyarbakir,cungus,diyarbakir_cungus,2011,74.1,61.4,8.5,4.4,0,1.2,0
diyarbakir,cungus,diyarbakir_cungus,2012,74.1,61.4,8.5,4.4,0,1.2,0
diyarbakir,cungus,diyarbakir_cungus,2013,74.1,61.4,8.5,4.4,0,1.2,0
diyarbakir,cungus,diyarbakir_cungus,2014,74.1,61.4,8.5,4.4,0,1.2,0
diyarbakir,cungus,diyarbakir_cungus,2015,74.4,40.3,4.4,3.5,41.5,1.6,0
diyarbakir,cungus,diyarbakir_cungus,2016,73.5,56.7,7.4,1.3,29.5,1,0
diyarbakir,cungus,diyarbakir_cungus,2017,73.5,56.7,7.4,1.3,29.5,1,0
diyarbakir,cungus,diyarbakir_cungus,2018,76.3,47.7,9.4,3.5,26.5,2.1,0
diyarbakir,cungus,diyarbakir_cungus,2019,76.3,47.7,9.4,3.5,26.5,2.1,0
diyarbakir,cungus,diyarbakir_cungus,2020,76.3,47.7,9.4,3.5,26.5,2.1,0
diyarbakir,dicle,diyarbakir_dicle,2002,70.52,9.41,1.62,1.18,39.06,2.16,0
diyarbakir,dicle,diyarbakir_dicle,2003,70.52,9.41,1.62,1.18,39.06,2.16,0
diyarbakir,dicle,diyarbakir_dicle,2004,70.52,9.41,1.62,1.18,39.06,2.16,0
diyarbakir,dicle,diyarbakir_dicle,2005,70.52,9.41,1.62,1.18,39.06,2.16,0
diyarbakir,dicle,diyarbakir_dicle,2006,70.52,9.41,1.62,1.18,39.06,2.16,0
diyarbakir,dicle,diyarbakir_dicle,2007,73.92,36.19,0.63,1.63,34.82,0.72,0
diyarbakir,dicle,diyarbakir_dicle,2008,73.92,36.19,0.63,1.63,34.82,0.72,0
diyarbakir,dicle,diyarbakir_dicle,2009,73.92,36.19,0.63,1.63,34.82,0.72,0
diyarbakir,dicle,diyarbakir_dicle,2010,73.92,36.19,0.63,1.63,34.82,0.72,0
diyarbakir,dicle,diyarbakir_dicle,2011,77.9,30.5,0.9,0.5,63.1,0.6,0
diyarbakir,dicle,diyarbakir_dicle,2012,77.9,30.5,0.9,0.5,63.1,0.6,0
diyarbakir,dicle,diyarbakir_dicle,2013,77.9,30.5,0.9,0.5,63.1,0.6,0
diyarbakir,dicle,diyarbakir_dicle,2014,77.9,30.5,0.9,0.5,63.1,0.6,0
diyarbakir,dicle,diyarbakir_dicle,2015,82.3,23.8,0.5,0.9,70.4,0.5,0
diyarbakir,dicle,diyarbakir_dicle,2016,79.2,18.2,0.7,0.3,59.9,0.3,0
diyarbakir,dicle,diyarbakir_dicle,2017,79.2,18.2,0.7,0.3,59.9,0.3,0
diyarbakir,dicle,diyarbakir_dicle,2018,78.2,16.3,1.1,0.8,55.6,5.8,0
diyarbakir,dicle,diyarbakir_dicle,2019,78.2,16.3,1.1,0.8,55.6,5.8,0
diyarbakir,dicle,diyarbakir_dicle,2020,78.2,16.3,1.1,0.8,55.6,5.8,0
diyarbakir,egil,diyarbakir_egil,2002,81.68,18.97,6.62,1.66,28.92,1.42,0
diyarbakir,egil,diyarbakir_egil,2003,81.68,18.97,6.62,1.66,28.92,1.42,0
diyarbakir,egil,diyarbakir_egil,2004,81.68,18.97,6.62,1.66,28.92,1.42,0
diyarbakir,egil,diyarbakir_egil,2005,81.68,18.97,6.62,1.66,28.92,1.42,0
diyarbakir,egil,diyarbakir_egil,2006,81.68,18.97,6.62,1.66,28.92,1.42,0
diyarbakir,egil,diyarbakir_egil,2007,80.21,45.99,1.13,3.69,31.14,1.03,0
diyarbakir,egil,diyarbakir_egil,2008,80.21,45.99,1.13,3.69,31.14,1.03,0
diyarbakir,egil,diyarbakir_egil,2009,80.21,45.99,1.13,3.69,31.14,1.03,0
diyarbakir,egil,diyarbakir_egil,2010,80.21,45.99,1.13,3.69,31.14,1.03,0
diyarbakir,egil,diyarbakir_egil,2011,78.1,49.4,1.2,1.1,42.7,0.5,0
diyarbakir,egil,diyarbakir_egil,2012,78.1,49.4,1.2,1.1,42.7,0.5,0
diyarbakir,egil,diyarbakir_egil,2013,78.1,49.4,1.2,1.1,42.7,0.5,0
diyarbakir,egil,diyarbakir_egil,2014,78.1,49.4,1.2,1.1,42.7,0.5,0
diyarbakir,egil,diyarbakir_egil,2015,82.1,21.1,0.5,1.8,72.4,0.7,0
diyarbakir,egil,diyarbakir_egil,2016,78.9,26,1.2,0.7,58.8,0.8,0
diyarbakir,egil,diyarbakir_egil,2017,78.9,26,1.2,0.7,58.8,0.8,0
diyarbakir,egil,diyarbakir_egil,2018,76.9,27.9,1.8,1.2,54.1,2.6,0
diyarbakir,egil,diyarbakir_egil,2019,76.9,27.9,1.8,1.2,54.1,2.6,0
diyarbakir,egil,diyarbakir_egil,2020,76.9,27.9,1.8,1.2,54.1,2.6,0
diyarbakir,ergani,diyarbakir_ergani,2002,72.87,20,12.81,1.54,43.75,2.95,0
diyarbakir,ergani,diyarbakir_ergani,2003,72.87,20,12.81,1.54,43.75,2.95,0
diyarbakir,ergani,diyarbakir_ergani,2004,72.87,20,12.81,1.54,43.75,2.95,0
diyarbakir,ergani,diyarbakir_ergani,2005,72.87,20,12.81,1.54,43.75,2.95,0
diyarbakir,ergani,diyarbakir_ergani,2006,72.87,20,12.81,1.54,43.75,2.95,0
diyarbakir,ergani,diyarbakir_ergani,2007,77.08,50.65,2.45,4.21,30.64,0.96,0
diyarbakir,ergani,diyarbakir_ergani,2008,77.08,50.65,2.45,4.21,30.64,0.96,0
diyarbakir,ergani,diyarbakir_ergani,2009,77.08,50.65,2.45,4.21,30.64,0.96,0
diyarbakir,ergani,diyarbakir_ergani,2010,77.08,50.65,2.45,4.21,30.64,0.96,0
diyarbakir,ergani,diyarbakir_ergani,2011,79.2,42.5,2.9,1.4,48.5,1.1,0
diyarbakir,ergani,diyarbakir_ergani,2012,79.2,42.5,2.9,1.4,48.5,1.1,0
diyarbakir,ergani,diyarbakir_ergani,2013,79.2,42.5,2.9,1.4,48.5,1.1,0
diyarbakir,ergani,diyarbakir_ergani,2014,79.2,42.5,2.9,1.4,48.5,1.1,0
diyarbakir,ergani,diyarbakir_ergani,2015,83.5,17.1,1.9,0.7,73.4,0.5,0
diyarbakir,ergani,diyarbakir_ergani,2016,80.9,26.8,1.9,0.5,66.7,0.3,0
diyarbakir,ergani,diyarbakir_ergani,2017,80.9,26.8,1.9,0.5,66.7,0.3,0
diyarbakir,ergani,diyarbakir_ergani,2018,80.9,23.1,2.5,2,61.4,1.9,0
diyarbakir,ergani,diyarbakir_ergani,2019,80.9,23.1,2.5,2,61.4,1.9,0
diyarbakir,ergani,diyarbakir_ergani,2020,80.9,23.1,2.5,2,61.4,1.9,0
diyarbakir,hani,diyarbakir_hani,2002,72.86,19.27,1.77,1.27,44.67,5.67,0
diyarbakir,hani,diyarbakir_hani,2003,72.86,19.27,1.77,1.27,44.67,5.67,0
diyarbakir,hani,diyarbakir_hani,2004,72.86,19.27,1.77,1.27,44.67,5.67,0
diyarbakir,hani,diyarbakir_hani,2005,72.86,19.27,1.77,1.27,44.67,5.67,0
diyarbakir,hani,diyarbakir_hani,2006,72.86,19.27,1.77,1.27,44.67,5.67,0
diyarbakir,hani,diyarbakir_hani,2007,79.54,56.84,1.38,1.75,35.23,0.66,0
diyarbakir,hani,diyarbakir_hani,2008,79.54,56.84,1.38,1.75,35.23,0.66,0
diyarbakir,hani,diyarbakir_hani,2009,79.54,56.84,1.38,1.75,35.23,0.66,0
diyarbakir,hani,diyarbakir_hani,2010,79.54,56.84,1.38,1.75,35.23,0.66,0
diyarbakir,hani,diyarbakir_hani,2011,75.6,48.5,1.4,0.6,45.8,0.4,0
diyarbakir,hani,diyarbakir_hani,2012,75.6,48.5,1.4,0.6,45.8,0.4,0
diyarbakir,hani,diyarbakir_hani,2013,75.6,48.5,1.4,0.6,45.8,0.4,0
diyarbakir,hani,diyarbakir_hani,2014,75.6,48.5,1.4,0.6,45.8,0.4,0
diyarbakir,hani,diyarbakir_hani,2015,81.5,21.3,0.5,1.1,69.1,0.3,0
diyarbakir,hani,diyarbakir_hani,2016,76.3,35.9,0.8,0.6,56.4,0.2,0
diyarbakir,hani,diyarbakir_hani,2017,76.3,35.9,0.8,0.6,56.4,0.2,0
diyarbakir,hani,diyarbakir_hani,2018,74.5,27.8,1.3,1.8,48,5,0
diyarbakir,hani,diyarbakir_hani,2019,74.5,27.8,1.3,1.8,48,5,0
diyarbakir,hani,diyarbakir_hani,2020,74.5,27.8,1.3,1.8,48,5,0
diyarbakir,hazro,diyarbakir_hazro,2002,77.08,9.24,1.85,1.64,68.43,2.03,0
diyarbakir,hazro,diyarbakir_hazro,2003,77.08,9.24,1.85,1.64,68.43,2.03,0
diyarbakir,hazro,diyarbakir_hazro,2004,77.08,9.24,1.85,1.64,68.43,2.03,0
diyarbakir,hazro,diyarbakir_hazro,2005,77.08,9.24,1.85,1.64,68.43,2.03,0
diyarbakir,hazro,diyarbakir_hazro,2006,77.08,9.24,1.85,1.64,68.43,2.03,0
diyarbakir,hazro,diyarbakir_hazro,2007,75.55,26.93,1.06,8.4,58.15,0.95,0
diyarbakir,hazro,diyarbakir_hazro,2008,75.55,26.93,1.06,8.4,58.15,0.95,0
diyarbakir,hazro,diyarbakir_hazro,2009,75.55,26.93,1.06,8.4,58.15,0.95,0
diyarbakir,hazro,diyarbakir_hazro,2010,75.55,26.93,1.06,8.4,58.15,0.95,0
diyarbakir,hazro,diyarbakir_hazro,2011,81.4,13.7,1.3,1.6,80.4,0.2,0
diyarbakir,hazro,diyarbakir_hazro,2012,81.4,13.7,1.3,1.6,80.4,0.2,0
diyarbakir,hazro,diyarbakir_hazro,2013,81.4,13.7,1.3,1.6,80.4,0.2,0
diyarbakir,hazro,diyarbakir_hazro,2014,81.4,13.7,1.3,1.6,80.4,0.2,0
diyarbakir,hazro,diyarbakir_hazro,2015,87.5,4.7,0.7,1.9,89.7,0.3,0
diyarbakir,hazro,diyarbakir_hazro,2016,84.5,9.3,0.9,1.6,86.7,0.1,0
diyarbakir,hazro,diyarbakir_hazro,2017,84.5,9.3,0.9,1.6,86.7,0.1,0
diyarbakir,hazro,diyarbakir_hazro,2018,80.8,12.9,1,3.9,78.3,0.6,0
diyarbakir,hazro,diyarbakir_hazro,2019,80.8,12.9,1,3.9,78.3,0.6,0
diyarbakir,hazro,diyarbakir_hazro,2020,80.8,12.9,1,3.9,78.3,0.6,0
diyarbakir,kayapinar,diyarbakir_kayapinar,2008,66.23,37.99,1.94,1.84,51.97,0.66,1
diyarbakir,kayapinar,diyarbakir_kayapinar,2009,66.23,37.99,1.94,1.84,51.97,0.66,1
diyarbakir,kayapinar,diyarbakir_kayapinar,2010,66.23,37.99,1.94,1.84,51.97,0.66,1
diyarbakir,kayapinar,diyarbakir_kayapinar,2011,82.9,32.6,2.1,0.7,62.4,0.4,0
diyarbakir,kayapinar,diyarbakir_kayapinar,2012,82.9,32.6,2.1,0.7,62.4,0.4,0
diyarbakir,kayapinar,diyarbakir_kayapinar,2013,82.9,32.6,2.1,0.7,62.4,0.4,0
diyarbakir,kayapinar,diyarbakir_kayapinar,2014,82.9,32.6,2.1,0.7,62.4,0.4,0
diyarbakir,kayapinar,diyarbakir_kayapinar,2015,87.7,15.2,0.8,1.1,78.1,0.7,0
diyarbakir,kayapinar,diyarbakir_kayapinar,2016,85.7,22.6,1.8,0.7,70.8,0.3,0
diyarbakir,kayapinar,diyarbakir_kayapinar,2017,85.7,22.6,1.8,0.7,70.8,0.3,0
diyarbakir,kayapinar,diyarbakir_kayapinar,2018,85.9,20,2.1,1.1,67.2,2.2,0
diyarbakir,kayapinar,diyarbakir_kayapinar,2019,85.9,20,2.1,1.1,67.2,2.2,0
diyarbakir,kayapinar,diyarbakir_kayapinar,2020,85.9,20,2.1,1.1,67.2,2.2,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2002,80.15,10.44,4.96,1.93,64.61,4.6,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2003,80.15,10.44,4.96,1.93,64.61,4.6,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2004,80.15,10.44,4.96,1.93,64.61,4.6,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2005,80.15,10.44,4.96,1.93,64.61,4.6,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2006,80.15,10.44,4.96,1.93,64.61,4.6,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2007,82.05,27.65,1,1.75,63.56,0.44,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2008,82.05,27.65,1,1.75,63.56,0.44,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2009,82.05,27.65,1,1.75,63.56,0.44,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2010,82.05,27.65,1,1.75,63.56,0.44,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2011,88.1,15.1,1.1,0.4,80.9,0.2,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2012,88.1,15.1,1.1,0.4,80.9,0.2,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2013,88.1,15.1,1.1,0.4,80.9,0.2,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2014,88.1,15.1,1.1,0.4,80.9,0.2,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2015,98.8,3.2,0.3,0.5,95.6,0.2,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2016,98.4,5.1,0.6,0.3,93.5,0.1,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2017,98.4,5.1,0.6,0.3,93.5,0.1,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2018,88.2,13.4,1.4,1.1,81.3,0.8,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2019,88.2,13.4,1.4,1.1,81.3,0.8,0
diyarbakir,kocakoy,diyarbakir_kocakoy,2020,88.2,13.4,1.4,1.1,81.3,0.8,0
diyarbakir,kulp,diyarbakir_kulp,2002,66.26,27.11,8.15,2.03,38.86,4.52,0
diyarbakir,kulp,diyarbakir_kulp,2003,66.26,27.11,8.15,2.03,38.86,4.52,0
diyarbakir,kulp,diyarbakir_kulp,2004,66.26,27.11,8.15,2.03,38.86,4.52,0
diyarbakir,kulp,diyarbakir_kulp,2005,66.26,27.11,8.15,2.03,38.86,4.52,0
diyarbakir,kulp,diyarbakir_kulp,2006,66.26,27.11,8.15,2.03,38.86,4.52,0
diyarbakir,kulp,diyarbakir_kulp,2007,77.21,57.17,0.86,1.93,37.1,0.52,0
diyarbakir,kulp,diyarbakir_kulp,2008,77.21,57.17,0.86,1.93,37.1,0.52,0
diyarbakir,kulp,diyarbakir_kulp,2009,77.21,57.17,0.86,1.93,37.1,0.52,0
diyarbakir,kulp,diyarbakir_kulp,2010,77.21,57.17,0.86,1.93,37.1,0.52,0
diyarbakir,kulp,diyarbakir_kulp,2011,77.5,39.6,2.3,0.9,53.2,0.6,0
diyarbakir,kulp,diyarbakir_kulp,2012,77.5,39.6,2.3,0.9,53.2,0.6,0
diyarbakir,kulp,diyarbakir_kulp,2013,77.5,39.6,2.3,0.9,53.2,0.6,0
diyarbakir,kulp,diyarbakir_kulp,2014,77.5,39.6,2.3,0.9,53.2,0.6,0
diyarbakir,kulp,diyarbakir_kulp,2015,84.9,19.4,0.7,1.4,76.2,0.4,0
diyarbakir,kulp,diyarbakir_kulp,2016,82.4,23.3,0.9,1,73.2,0.2,0
diyarbakir,kulp,diyarbakir_kulp,2017,82.4,23.3,0.9,1,73.2,0.2,0
diyarbakir,kulp,diyarbakir_kulp,2018,79.8,31.4,1.7,1.3,62.2,0.6,0
diyarbakir,kulp,diyarbakir_kulp,2019,79.8,31.4,1.7,1.3,62.2,0.6,0
diyarbakir,kulp,diyarbakir_kulp,2020,79.8,31.4,1.7,1.3,62.2,0.6,0
diyarbakir,lice,diyarbakir_lice,2002,72.01,10.29,4.3,2.31,73.66,0.67,0
diyarbakir,lice,diyarbakir_lice,2003,72.01,10.29,4.3,2.31,73.66,0.67,0
diyarbakir,lice,diyarbakir_lice,2004,72.01,10.29,4.3,2.31,73.66,0.67,0
diyarbakir,lice,diyarbakir_lice,2005,72.01,10.29,4.3,2.31,73.66,0.67,0
diyarbakir,lice,diyarbakir_lice,2006,72.01,10.29,4.3,2.31,73.66,0.67,0
diyarbakir,lice,diyarbakir_lice,2007,81.76,21.49,1.25,2.28,73.39,0.14,0
diyarbakir,lice,diyarbakir_lice,2008,81.76,21.49,1.25,2.28,73.39,0.14,0
diyarbakir,lice,diyarbakir_lice,2009,81.76,21.49,1.25,2.28,73.39,0.14,0
diyarbakir,lice,diyarbakir_lice,2010,81.76,21.49,1.25,2.28,73.39,0.14,0
diyarbakir,lice,diyarbakir_lice,2011,88,7.9,0.8,0.8,89.3,0.2,0
diyarbakir,lice,diyarbakir_lice,2012,88,7.9,0.8,0.8,89.3,0.2,0
diyarbakir,lice,diyarbakir_lice,2013,88,7.9,0.8,0.8,89.3,0.2,0
diyarbakir,lice,diyarbakir_lice,2014,88,7.9,0.8,0.8,89.3,0.2,0
diyarbakir,lice,diyarbakir_lice,2015,93.9,2.4,0.4,0.6,96.0,0.1,0
diyarbakir,lice,diyarbakir_lice,2016,87.9,3,0.4,0.3,95.8,0.1,0
diyarbakir,lice,diyarbakir_lice,2017,87.9,3,0.4,0.3,95.8,0.1,0
diyarbakir,lice,diyarbakir_lice,2018,86,7.5,1.6,2.2,86.5,0.4,0
diyarbakir,lice,diyarbakir_lice,2019,86,7.5,1.6,2.2,86.5,0.4,0
diyarbakir,lice,diyarbakir_lice,2020,86,7.5,1.6,2.2,86.5,0.4,0
diyarbakir,merkez,diyarbakir_merkez,2002,69.32,16.14,5.08,1.16,60.98,1.71,0
diyarbakir,merkez,diyarbakir_merkez,2003,69.32,16.14,5.08,1.16,60.98,1.71,0
diyarbakir,merkez,diyarbakir_merkez,2004,69.32,16.14,5.08,1.16,60.98,1.71,0
diyarbakir,merkez,diyarbakir_merkez,2005,69.32,16.14,5.08,1.16,60.98,1.71,0
diyarbakir,merkez,diyarbakir_merkez,2006,69.32,16.14,5.08,1.16,60.98,1.71,0
diyarbakir,merkez,diyarbakir_merkez,2007,66.23,37.99,1.94,1.84,51.97,0.66,0
diyarbakir,silvan,diyarbakir_silvan,2002,77.77,7.01,2.1,1.48,77.37,1.59,0
diyarbakir,silvan,diyarbakir_silvan,2003,77.77,7.01,2.1,1.48,77.37,1.59,0
diyarbakir,silvan,diyarbakir_silvan,2004,77.77,7.01,2.1,1.48,77.37,1.59,0
diyarbakir,silvan,diyarbakir_silvan,2005,77.77,7.01,2.1,1.48,77.37,1.59,0
diyarbakir,silvan,diyarbakir_silvan,2006,77.77,7.01,2.1,1.48,77.37,1.59,0
diyarbakir,silvan,diyarbakir_silvan,2007,73.48,30.66,2.08,1.43,63.76,0.71,0
diyarbakir,silvan,diyarbakir_silvan,2008,73.48,30.66,2.08,1.43,63.76,0.71,0
diyarbakir,silvan,diyarbakir_silvan,2009,73.48,30.66,2.08,1.43,63.76,0.71,0
diyarbakir,silvan,diyarbakir_silvan,2010,73.48,30.66,2.08,1.43,63.76,0.71,0
diyarbakir,silvan,diyarbakir_silvan,2011,84.7,15,0.9,0.4,81.3,0.4,0
diyarbakir,silvan,diyarbakir_silvan,2012,84.7,15,0.9,0.4,81.3,0.4,0
diyarbakir,silvan,diyarbakir_silvan,2013,84.7,15,0.9,0.4,81.3,0.4,0
diyarbakir,silvan,diyarbakir_silvan,2014,84.7,15,0.9,0.4,81.3,0.4,0
diyarbakir,silvan,diyarbakir_silvan,2015,90.6,5.7,0.3,0.8,88.9,0.3,0
diyarbakir,silvan,diyarbakir_silvan,2016,87.4,10.5,0.5,0.3,87.9,0.2,0
diyarbakir,silvan,diyarbakir_silvan,2017,87.4,10.5,0.5,0.3,87.9,0.2,0
diyarbakir,silvan,diyarbakir_silvan,2018,86.3,11.8,1,0.8,80.9,0.5,0
diyarbakir,silvan,diyarbakir_silvan,2019,86.3,11.8,1,0.8,80.9,0.5,0
diyarbakir,silvan,diyarbakir_silvan,2020,86.3,11.8,1,0.8,80.9,0.5,0
diyarbakir,sur,diyarbakir_sur,2008,66.23,37.99,1.94,1.84,51.97,0.66,1
diyarbakir,sur,diyarbakir_sur,2009,66.23,37.99,1.94,1.84,51.97,0.66,1
diyarbakir,sur,diyarbakir_sur,2010,66.23,37.99,1.94,1.84,51.97,0.66,1
diyarbakir,sur,diyarbakir_sur,2011,84.2,32.8,1.1,0.5,62.5,0.4,0
diyarbakir,sur,diyarbakir_sur,2012,84.2,32.8,1.1,0.5,62.5,0.4,0
diyarbakir,sur,diyarbakir_sur,2013,84.2,32.8,1.1,0.5,62.5,0.4,0
diyarbakir,sur,diyarbakir_sur,2014,84.2,32.8,1.1,0.5,62.5,0.4,0
diyarbakir,sur,diyarbakir_sur,2015,89.6,12.0,0.5,0.5,81.6,0.3,0
diyarbakir,sur,diyarbakir_sur,2016,87.7,19.6,0.8,0.2,75.7,0.1,0
diyarbakir,sur,diyarbakir_sur,2017,87.7,19.6,0.8,0.2,75.7,0.1,0
diyarbakir,sur,diyarbakir_sur,2018,82.9,20.8,1.3,0.7,65.6,1.5,0
diyarbakir,sur,diyarbakir_sur,2019,82.9,20.8,1.3,0.7,65.6,1.5,0
diyarbakir,sur,diyarbakir_sur,2020,82.9,20.8,1.3,0.7,65.6,1.5,0
diyarbakir,yenisehir,diyarbakir_yenisehir,2008,66.23,37.99,1.94,1.84,51.97,0.66,1
diyarbakir,yenisehir,diyarbakir_yenisehir,2009,66.23,37.99,1.94,1.84,51.97,0.66,1
diyarbakir,yenisehir,diyarbakir_yenisehir,2010,66.23,37.99,1.94,1.84,51.97,0.66,1
diyarbakir,yenisehir,diyarbakir_yenisehir,2011,81,33.7,4.2,1.3,58.1,0.4,0
diyarbakir,yenisehir,diyarbakir_yenisehir,2012,81,33.7,4.2,1.3,58.1,0.4,0
diyarbakir,yenisehir,diyarbakir_yenisehir,2013,81,33.7,4.2,1.3,58.1,0.4,0
diyarbakir,yenisehir,diyarbakir_yenisehir,2014,81,33.7,4.2,1.3,58.1,0.4,0
diyarbakir,yenisehir,diyarbakir_yenisehir,2015,86.9,15.6,1.8,1.9,76.5,0.6,0
diyarbakir,yenisehir,diyarbakir_yenisehir,2016,84.5,22.6,2.9,1.2,69.4,0.3,0
diyarbakir,yenisehir,diyarbakir_yenisehir,2017,84.5,22.6,2.9,1.2,69.4,0.3,0
diyarbakir,yenisehir,diyarbakir_yenisehir,2018,83.6,21.2,2.9,1.6,64.5,1.9,0
diyarbakir,yenisehir,diyarbakir_yenisehir,2019,83.6,21.2,2.9,1.6,64.5,1.9,0
diyarbakir,yenisehir,diyarbakir_yenisehir,2020,83.6,21.2,2.9,1.6,64.5,1.9,0
duzce,akcakoca,duzce_akcakoca,2002,87.76,48.56,10.35,4.78,1.85,3.45,0
duzce,akcakoca,duzce_akcakoca,2003,87.76,48.56,10.35,4.78,1.85,3.45,0
duzce,akcakoca,duzce_akcakoca,2004,87.76,48.56,10.35,4.78,1.85,3.45,0
duzce,akcakoca,duzce_akcakoca,2005,87.76,48.56,10.35,4.78,1.85,3.45,0
duzce,akcakoca,duzce_akcakoca,2006,87.76,48.56,10.35,4.78,1.85,3.45,0
duzce,akcakoca,duzce_akcakoca,2007,89.79,45.34,15.51,18.69,0,6.14,0
duzce,akcakoca,duzce_akcakoca,2008,89.79,45.34,15.51,18.69,0,6.14,0
duzce,akcakoca,duzce_akcakoca,2009,89.79,45.34,15.51,18.69,0,6.14,0
duzce,akcakoca,duzce_akcakoca,2010,89.79,45.34,15.51,18.69,0,6.14,0
duzce,akcakoca,duzce_akcakoca,2011,89.8,54.1,24.9,14.6,0,2.2,0
duzce,akcakoca,duzce_akcakoca,2012,89.8,54.1,24.9,14.6,0,2.2,0
duzce,akcakoca,duzce_akcakoca,2013,89.8,54.1,24.9,14.6,0,2.2,0
duzce,akcakoca,duzce_akcakoca,2014,89.8,54.1,24.9,14.6,0,2.2,0
duzce,akcakoca,duzce_akcakoca,2015,88.0,50.9,20.0,19.9,2.7,3.9,0
duzce,akcakoca,duzce_akcakoca,2016,88.7,59.9,23.6,10.4,2,1.5,0
duzce,akcakoca,duzce_akcakoca,2017,88.7,59.9,23.6,10.4,2,1.5,0
duzce,akcakoca,duzce_akcakoca,2018,90.2,47.1,20.9,16.9,2.3,2.4,0
duzce,akcakoca,duzce_akcakoca,2019,90.2,47.1,20.9,16.9,2.3,2.4,0
duzce,akcakoca,duzce_akcakoca,2020,90.2,47.1,20.9,16.9,2.3,2.4,0
duzce,cilimli,duzce_cilimli,2002,89.64,57.89,3.26,5.74,1.05,3.73,0
duzce,cilimli,duzce_cilimli,2003,89.64,57.89,3.26,5.74,1.05,3.73,0
duzce,cilimli,duzce_cilimli,2004,89.64,57.89,3.26,5.74,1.05,3.73,0
duzce,cilimli,duzce_cilimli,2005,89.64,57.89,3.26,5.74,1.05,3.73,0
duzce,cilimli,duzce_cilimli,2006,89.64,57.89,3.26,5.74,1.05,3.73,0
duzce,cilimli,duzce_cilimli,2007,91.68,68.61,4.45,9.73,0,3.83,0
