year,province,district,old_district,new_district,cabinet_origin,cabinet_represents,gen_altered
2017,gumushane,siran,0,0,0,0,0
2018,gumushane,siran,0,0,0,0,0
2019,gumushane,siran,0,0,0,0,0
2020,gumushane,siran,0,0,0,0,0
2002,gumushane,torul,0,0,0,0,0
2003,gumushane,torul,0,0,0,0,0
2004,gumushane,torul,0,0,0,0,0
2005,gumushane,torul,0,0,0,0,0
2006,gumushane,torul,0,0,0,0,0
2007,gumushane,torul,0,0,0,0,0
2008,gumushane,torul,0,0,0,0,0
2009,gumushane,torul,0,0,0,0,0
2010,gumushane,torul,0,0,0,0,0
2011,gumushane,torul,0,0,0,0,0
2012,gumushane,torul,0,0,0,0,0
2013,gumushane,torul,0,0,0,0,0
2014,gumushane,torul,0,0,0,0,0
2015,gumushane,torul,0,0,0,0,0
2016,gumushane,torul,0,0,0,0,0
2017,gumushane,torul,0,0,0,0,0
2018,gumushane,torul,0,0,0,0,0
2019,gumushane,torul,0,0,0,0,0
2020,gumushane,torul,0,0,0,0,0
2002,hakkari,cukurca,0,0,0,0,0
2003,hakkari,cukurca,0,0,0,0,0
2004,hakkari,cukurca,0,0,0,0,0
2005,hakkari,cukurca,0,0,0,0,0
2006,hakkari,cukurca,0,0,0,0,0
2007,hakkari,cukurca,0,0,0,0,0
2008,hakkari,cukurca,0,0,0,0,0
2009,hakkari,cukurca,0,0,0,0,0
2010,hakkari,cukurca,0,0,0,0,0
2011,hakkari,cukurca,0,0,0,0,0
2012,hakkari,cukurca,0,0,0,0,0
2013,hakkari,cukurca,0,0,0,0,0
2014,hakkari,cukurca,0,0,0,0,0
2015,hakkari,cukurca,0,0,0,0,0
2016,hakkari,cukurca,0,0,0,0,0
2017,hakkari,cukurca,0,0,0,0,0
2018,hakkari,cukurca,0,0,0,0,0
2019,hakkari,cukurca,0,0,0,0,0
2020,hakkari,cukurca,0,0,0,0,0
2018,hakkari,derecik,0,1,0,0,0
2019,hakkari,derecik,0,1,0,0,0
2020,hakkari,derecik,0,1,0,0,0
2002,hakkari,merkez,0,0,0,0,0
2003,hakkari,merkez,0,0,0,0,0
2004,hakkari,merkez,0,0,0,0,0
2005,hakkari,merkez,0,0,0,0,0
2006,hakkari,merkez,0,0,0,0,0
2007,hakkari,merkez,0,0,0,0,0
2008,hakkari,merkez,0,0,0,0,0
2009,hakkari,merkez,0,0,0,0,0
2010,hakkari,merkez,0,0,0,0,0
2011,hakkari,merkez,0,0,0,0,0
2012,hakkari,merkez,0,0,0,0,0
2013,hakkari,merkez,0,0,0,0,0
2014,hakkari,merkez,0,0,0,0,0
2015,hakkari,merkez,0,0,0,0,0
2016,hakkari,merkez,0,0,0,0,0
2017,hakkari,merkez,0,0,0,0,0
2018,hakkari,merkez,0,0,0,0,0
2019,hakkari,merkez,0,0,0,0,0
2020,hakkari,merkez,0,0,0,0,0
2002,hakkari,semdinli,0,0,0,0,0
2003,hakkari,semdinli,0,0,0,0,0
2004,hakkari,semdinli,0,0,0,0,0
2005,hakkari,semdinli,0,0,0,0,0
2006,hakkari,semdinli,0,0,0,0,0
2007,hakkari,semdinli,0,0,0,0,0
2008,hakkari,semdinli,0,0,0,0,0
2009,hakkari,semdinli,0,0,0,0,0
2010,hakkari,semdinli,0,0,0,0,0
2011,hakkari,semdinli,0,0,0,0,0
2012,hakkari,semdinli,0,0,0,0,0
2013,hakkari,semdinli,0,0,0,0,0
2014,hakkari,semdinli,0,0,0,0,0
2015,hakkari,semdinli,0,0,0,0,0
2016,hakkari,semdinli,0,0,0,0,0
2017,hakkari,semdinli,0,0,0,0,0
2018,hakkari,semdinli,0,0,0,0,0
2019,hakkari,semdinli,0,0,0,0,0
2020,hakkari,semdinli,0,0,0,0,0
2002,hakkari,yuksekova,0,0,0,0,0
2003,hakkari,yuksekova,0,0,0,0,0
2004,hakkari,yuksekova,0,0,0,0,0
2005,hakkari,yuksekova,0,0,0,0,0
2006,hakkari,yuksekova,0,0,0,0,0
2007,hakkari,yuksekova,0,0,0,0,0
2008,hakkari,yuksekova,0,0,0,0,0
2009,hakkari,yuksekova,0,0,0,0,0
2010,hakkari,yuksekova,0,0,0,0,0
2011,hakkari,yuksekova,0,0,0,0,0
2012,hakkari,yuksekova,0,0,0,0,0
2013,hakkari,yuksekova,0,0,0,0,0
2014,hakkari,yuksekova,0,0,0,0,0
2015,hakkari,yuksekova,0,0,0,0,0
2016,hakkari,yuksekova,0,0,0,0,0
2017,hakkari,yuksekova,0,0,0,0,0
2018,hakkari,yuksekova,0,0,0,0,0
2019,hakkari,yuksekova,0,0,0,0,0
2020,hakkari,yuksekova,0,0,0,0,0
2002,hatay,altinozu,0,0,0,0,0
2003,hatay,altinozu,0,0,0,0,0
2004,hatay,altinozu,0,0,0,0,0
2005,hatay,altinozu,0,0,0,0,0
2006,hatay,altinozu,0,0,0,0,0
2007,hatay,altinozu,0,0,0,0,0
2008,hatay,altinozu,0,0,0,0,0
2009,hatay,altinozu,0,0,1,1,0
2010,hatay,altinozu,0,0,1,1,0
2011,hatay,altinozu,0,0,1,1,0
2012,hatay,altinozu,0,0,1,1,0
2013,hatay,altinozu,0,0,1,1,0
2014,hatay,altinozu,0,0,0,0,0
2015,hatay,altinozu,0,0,0,0,0
2016,hatay,altinozu,0,0,0,0,0
2017,hatay,altinozu,0,0,0,0,0
2018,hatay,altinozu,0,0,0,0,0
2019,hatay,altinozu,0,0,0,0,0
2020,hatay,altinozu,0,0,0,0,0
2013,hatay,antakya,0,1,1,1,0
2014,hatay,antakya,0,1,0,0,0
2015,hatay,antakya,0,1,0,0,0
2016,hatay,antakya,0,1,0,0,0
2017,hatay,antakya,0,1,0,0,0
2018,hatay,antakya,0,1,0,0,0
2019,hatay,antakya,0,1,0,0,0
2020,hatay,antakya,0,1,0,0,0
2013,hatay,arsuz,0,1,1,1,0
2014,hatay,arsuz,0,1,0,0,0
2015,hatay,arsuz,0,1,0,0,0
2016,hatay,arsuz,0,1,0,0,0
2017,hatay,arsuz,0,1,0,0,0
2018,hatay,arsuz,0,1,0,0,0
2019,hatay,arsuz,0,1,0,0,0
2020,hatay,arsuz,0,1,0,0,0
2002,hatay,belen,0,0,0,0,0
2003,hatay,belen,0,0,0,0,0
2004,hatay,belen,0,0,0,0,0
2005,hatay,belen,0,0,0,0,0
2006,hatay,belen,0,0,0,0,0
2007,hatay,belen,0,0,0,0,0
2008,hatay,belen,0,0,0,0,0
2009,hatay,belen,0,0,1,1,0
2010,hatay,belen,0,0,1,1,0
2011,hatay,belen,0,0,1,1,0
2012,hatay,belen,0,0,1,1,0
2013,hatay,belen,0,0,1,1,0
2014,hatay,belen,0,0,0,0,0
2015,hatay,belen,0,0,0,0,0
2016,hatay,belen,0,0,0,0,0
2017,hatay,belen,0,0,0,0,0
2018,hatay,belen,0,0,0,0,0
2019,hatay,belen,0,0,0,0,0
2020,hatay,belen,0,0,0,0,0
2013,hatay,defne,0,1,1,1,0
2014,hatay,defne,0,1,0,0,0
2015,hatay,defne,0,1,0,0,0
2016,hatay,defne,0,1,0,0,0
2017,hatay,defne,0,1,0,0,0
2018,hatay,defne,0,1,0,0,0
2019,hatay,defne,0,1,0,0,0
2020,hatay,defne,0,1,0,0,0
2002,hatay,dortyol,0,0,0,0,0
2003,hatay,dortyol,0,0,0,0,0
2004,hatay,dortyol,0,0,0,0,0
2005,hatay,dortyol,0,0,0,0,0
2006,hatay,dortyol,0,0,0,0,0
2007,hatay,dortyol,0,0,0,0,0
2008,hatay,dortyol,0,0,0,0,0
2009,hatay,dortyol,0,0,1,1,0
2010,hatay,dortyol,0,0,1,1,0
2011,hatay,dortyol,0,0,1,1,0
2012,hatay,dortyol,0,0,1,1,0
2013,hatay,dortyol,0,0,1,1,0
2014,hatay,dortyol,0,0,0,0,0
2015,hatay,dortyol,0,0,0,0,0
2016,hatay,dortyol,0,0,0,0,0
2017,hatay,dortyol,0,0,0,0,0
2018,hatay,dortyol,0,0,0,0,0
2019,hatay,dortyol,0,0,0,0,0
2020,hatay,dortyol,0,0,0,0,0
2002,hatay,erzin,0,0,0,0,0
2003,hatay,erzin,0,0,0,0,0
2004,hatay,erzin,0,0,0,0,0
2005,hatay,erzin,0,0,0,0,0
2006,hatay,erzin,0,0,0,0,0
2007,hatay,erzin,0,0,0,0,0
2008,hatay,erzin,0,0,0,0,0
2009,hatay,erzin,0,0,1,1,0
2010,hatay,erzin,0,0,1,1,0
2011,hatay,erzin,0,0,1,1,0
2012,hatay,erzin,0,0,1,1,0
2013,hatay,erzin,0,0,1,1,0
2014,hatay,erzin,0,0,0,0,0
2015,hatay,erzin,0,0,0,0,0
2016,hatay,erzin,0,0,0,0,0
2017,hatay,erzin,0,0,0,0,0
2018,hatay,erzin,0,0,0,0,0
2019,hatay,erzin,0,0,0,0,0
2020,hatay,erzin,0,0,0,0,0
2002,hatay,hassa,0,0,0,0,0
2003,hatay,hassa,0,0,0,0,0
2004,hatay,hassa,0,0,0,0,0
2005,hatay,hassa,0,0,0,0,0
2006,hatay,hassa,0,0,0,0,0
2007,hatay,hassa,0,0,0,0,0
2008,hatay,hassa,0,0,0,0,0
2009,hatay,hassa,0,0,1,1,0
2010,hatay,hassa,0,0,1,1,0
2011,hatay,hassa,0,0,1,1,0
2012,hatay,hassa,0,0,1,1,0
2013,hatay,hassa,0,0,1,1,0
2014,hatay,hassa,0,0,0,0,0
2015,hatay,hassa,0,0,0,0,0
2016,hatay,hassa,0,0,0,0,0
2017,hatay,hassa,0,0,0,0,0
2018,hatay,hassa,0,0,0,0,0
2019,hatay,hassa,0,0,0,0,0
2020,hatay,hassa,0,0,0,0,0
2002,hatay,iskenderun,0,0,0,0,0
2003,hatay,iskenderun,0,0,0,0,0
2004,hatay,iskenderun,0,0,0,0,0
2005,hatay,iskenderun,0,0,0,0,0
2006,hatay,iskenderun,0,0,0,0,0
2007,hatay,iskenderun,0,0,0,0,0
2008,hatay,iskenderun,0,0,0,0,0
2009,hatay,iskenderun,0,0,1,1,0
2010,hatay,iskenderun,0,0,1,1,0
2011,hatay,iskenderun,0,0,1,1,0
2012,hatay,iskenderun,0,0,1,1,0
2013,hatay,iskenderun,0,0,1,1,0
2014,hatay,iskenderun,0,0,0,0,0
2015,hatay,iskenderun,0,0,0,0,0
2016,hatay,iskenderun,0,0,0,0,0
2017,hatay,iskenderun,0,0,0,0,0
2018,hatay,iskenderun,0,0,0,0,0
2019,hatay,iskenderun,0,0,0,0,0
2020,hatay,iskenderun,0,0,0,0,0
2002,hatay,kirikhan,0,0,0,0,0
2003,hatay,kirikhan,0,0,0,0,0
2004,hatay,kirikhan,0,0,0,0,0
2005,hatay,kirikhan,0,0,0,0,0
2006,hatay,kirikhan,0,0,0,0,0
2007,hatay,kirikhan,0,0,0,0,0
2008,hatay,kirikhan,0,0,0,0,0
2009,hatay,kirikhan,0,0,1,1,0
2010,hatay,kirikhan,0,0,1,1,0
2011,hatay,kirikhan,0,0,1,1,0
2012,hatay,kirikhan,0,0,1,1,0
2013,hatay,kirikhan,0,0,1,1,0
2014,hatay,kirikhan,0,0,0,0,0
2015,hatay,kirikhan,0,0,0,0,0
2016,hatay,kirikhan,0,0,0,0,0
2017,hatay,kirikhan,0,0,0,0,0
2018,hatay,kirikhan,0,0,0,0,0
2019,hatay,kirikhan,0,0,0,0,0
2020,hatay,kirikhan,0,0,0,0,0
2002,hatay,kumlu,0,0,0,0,0
2003,hatay,kumlu,0,0,0,0,0
2004,hatay,kumlu,0,0,0,0,0
2005,hatay,kumlu,0,0,0,0,0
2006,hatay,kumlu,0,0,0,0,0
2007,hatay,kumlu,0,0,0,0,0
2008,hatay,kumlu,0,0,0,0,0
2009,hatay,kumlu,0,0,1,1,0
2010,hatay,kumlu,0,0,1,1,0
2011,hatay,kumlu,0,0,1,1,0
2012,hatay,kumlu,0,0,1,1,0
2013,hatay,kumlu,0,0,1,1,0
2014,hatay,kumlu,0,0,0,0,0
2015,hatay,kumlu,0,0,0,0,0
2016,hatay,kumlu,0,0,0,0,0
2017,hatay,kumlu,0,0,0,0,0
2018,hatay,kumlu,0,0,0,0,0
2019,hatay,kumlu,0,0,0,0,0
2020,hatay,kumlu,0,0,0,0,0
2002,hatay,merkez,1,0,0,0,0
2003,hatay,merkez,1,0,0,0,0
2004,hatay,merkez,1,0,0,0,0
2005,hatay,merkez,1,0,0,0,0
2006,hatay,merkez,1,0,0,0,0
2007,hatay,merkez,1,0,0,0,0
2008,hatay,merkez,1,0,0,0,0
2009,hatay,merkez,1,0,1,1,0
2010,hatay,merkez,1,0,1,1,0
2011,hatay,merkez,1,0,1,1,0
2012,hatay,merkez,1,0,1,1,0
2013,hatay,payas,0,1,1,1,0
2014,hatay,payas,0,1,0,0,0
2015,hatay,payas,0,1,0,0,0
2016,hatay,payas,0,1,0,0,0
2017,hatay,payas,0,1,0,0,0
2018,hatay,payas,0,1,0,0,0
2019,hatay,payas,0,1,0,0,0
2020,hatay,payas,0,1,0,0,0
2002,hatay,reyhanli,0,0,0,0,0
2003,hatay,reyhanli,0,0,0,0,0
2004,hatay,reyhanli,0,0,0,0,0
2005,hatay,reyhanli,0,0,0,0,0
2006,hatay,reyhanli,0,0,0,0,0
2007,hatay,reyhanli,0,0,0,0,0
2008,hatay,reyhanli,0,0,0,0,0
2009,hatay,reyhanli,0,0,1,1,0
2010,hatay,reyhanli,0,0,1,1,0
2011,hatay,reyhanli,0,0,1,1,0
2012,hatay,reyhanli,0,0,1,1,0
2013,hatay,reyhanli,0,0,1,1,0
2014,hatay,reyhanli,0,0,0,0,0
2015,hatay,reyhanli,0,0,0,0,0
2016,hatay,reyhanli,0,0,0,0,0
2017,hatay,reyhanli,0,0,0,0,0
2018,hatay,reyhanli,0,0,0,0,0
2019,hatay,reyhanli,0,0,0,0,0
2020,hatay,reyhanli,0,0,0,0,0
2002,hatay,samandag,0,0,0,0,0
2003,hatay,samandag,0,0,0,0,0
2004,hatay,samandag,0,0,0,0,0
2005,hatay,samandag,0,0,0,0,0
2006,hatay,samandag,0,0,0,0,0
2007,hatay,samandag,0,0,0,0,0
2008,hatay,samandag,0,0,0,0,0
2009,hatay,samandag,0,0,1,1,0
2010,hatay,samandag,0,0,1,1,0
2011,hatay,samandag,0,0,1,1,0
2012,hatay,samandag,0,0,1,1,0
2013,hatay,samandag,0,0,1,1,0
2014,hatay,samandag,0,0,0,0,0
2015,hatay,samandag,0,0,0,0,0
2016,hatay,samandag,0,0,0,0,0
2017,hatay,samandag,0,0,0,0,0
2018,hatay,samandag,0,0,0,0,0
2019,hatay,samandag,0,0,0,0,0
2020,hatay,samandag,0,0,0,0,0
2002,hatay,yayladagi,0,0,0,0,0
2003,hatay,yayladagi,0,0,0,0,0
2004,hatay,yayladagi,0,0,0,0,0
2005,hatay,yayladagi,0,0,0,0,0
2006,hatay,yayladagi,0,0,0,0,0
2007,hatay,yayladagi,0,0,0,0,0
2008,hatay,yayladagi,0,0,0,0,0
2009,hatay,yayladagi,0,0,1,1,0
2010,hatay,yayladagi,0,0,1,1,0
2011,hatay,yayladagi,0,0,1,1,0
2012,hatay,yayladagi,0,0,1,1,0
2013,hatay,yayladagi,0,0,1,1,0
2014,hatay,yayladagi,0,0,0,0,0
2015,hatay,yayladagi,0,0,0,0,0
2016,hatay,yayladagi,0,0,0,0,0
2017,hatay,yayladagi,0,0,0,0,0
2018,hatay,yayladagi,0,0,0,0,0
2019,hatay,yayladagi,0,0,0,0,0
2020,hatay,yayladagi,0,0,0,0,0
2002,igdir,aralik,0,0,0,0,0
2003,igdir,aralik,0,0,0,0,0
2004,igdir,aralik,0,0,0,0,0
2005,igdir,aralik,0,0,0,0,0
2006,igdir,aralik,0,0,0,0,0
2007,igdir,aralik,0,0,0,0,0
2008,igdir,aralik,0,0,0,0,0
2009,igdir,aralik,0,0,0,0,0
2010,igdir,aralik,0,0,0,0,0
2011,igdir,aralik,0,0,0,0,0
2012,igdir,aralik,0,0,0,0,0
2013,igdir,aralik,0,0,0,0,0
2014,igdir,aralik,0,0,0,0,0
2015,igdir,aralik,0,0,0,0,0
2016,igdir,aralik,0,0,0,0,0
2017,igdir,aralik,0,0,0,0,0
2018,igdir,aralik,0,0,0,0,0
2019,igdir,aralik,0,0,0,0,0
2020,igdir,aralik,0,0,0,0,0
2002,igdir,karakoyunlu,0,0,0,0,0
2003,igdir,karakoyunlu,0,0,0,0,0
2004,igdir,karakoyunlu,0,0,0,0,0
2005,igdir,karakoyunlu,0,0,0,0,0
2006,igdir,karakoyunlu,0,0,0,0,0
2007,igdir,karakoyunlu,0,0,0,0,0
2008,igdir,karakoyunlu,0,0,0,0,0
2009,igdir,karakoyunlu,0,0,0,0,0
2010,igdir,karakoyunlu,0,0,0,0,0
2011,igdir,karakoyunlu,0,0,0,0,0
2012,igdir,karakoyunlu,0,0,0,0,0
2013,igdir,karakoyunlu,0,0,0,0,0
2014,igdir,karakoyunlu,0,0,0,0,0
2015,igdir,karakoyunlu,0,0,0,0,0
2016,igdir,karakoyunlu,0,0,0,0,0
2017,igdir,karakoyunlu,0,0,0,0,0
2018,igdir,karakoyunlu,0,0,0,0,0
2019,igdir,karakoyunlu,0,0,0,0,0
2020,igdir,karakoyunlu,0,0,0,0,0
2002,igdir,merkez,0,0,0,0,0
2003,igdir,merkez,0,0,0,0,0
2004,igdir,merkez,0,0,0,0,0
2005,igdir,merkez,0,0,0,0,0
2006,igdir,merkez,0,0,0,0,0
2007,igdir,merkez,0,0,0,0,0
2008,igdir,merkez,0,0,0,0,0
2009,igdir,merkez,0,0,0,0,0
2010,igdir,merkez,0,0,0,0,0
2011,igdir,merkez,0,0,0,0,0
2012,igdir,merkez,0,0,0,0,0
2013,igdir,merkez,0,0,0,0,0
2014,igdir,merkez,0,0,0,0,0
2015,igdir,merkez,0,0,0,0,0
2016,igdir,merkez,0,0,0,0,0
2017,igdir,merkez,0,0,0,0,0
2018,igdir,merkez,0,0,0,0,0
2019,igdir,merkez,0,0,0,0,0
2020,igdir,merkez,0,0,0,0,0
2002,igdir,tuzluca,0,0,0,0,0
2003,igdir,tuzluca,0,0,0,0,0
2004,igdir,tuzluca,0,0,0,0,0
2005,igdir,tuzluca,0,0,0,0,0
2006,igdir,tuzluca,0,0,0,0,0
2007,igdir,tuzluca,0,0,0,0,0
2008,igdir,tuzluca,0,0,0,0,0
2009,igdir,tuzluca,0,0,0,0,0
2010,igdir,tuzluca,0,0,0,0,0
2011,igdir,tuzluca,0,0,0,0,0
2012,igdir,tuzluca,0,0,0,0,0
2013,igdir,tuzluca,0,0,0,0,0
2014,igdir,tuzluca,0,0,0,0,0
2015,igdir,tuzluca,0,0,0,0,0
2016,igdir,tuzluca,0,0,0,0,0
2017,igdir,tuzluca,0,0,0,0,0
2018,igdir,tuzluca,0,0,0,0,0
2019,igdir,tuzluca,0,0,0,0,0
2020,igdir,tuzluca,0,0,0,0,0
2002,isparta,aksu,0,0,1,1,0
2003,isparta,aksu,0,0,1,1,0
2004,isparta,aksu,0,0,1,1,0
2005,isparta,aksu,0,0,1,1,0
2006,isparta,aksu,0,0,0,0,0
2007,isparta,aksu,0,0,0,0,0
2008,isparta,aksu,0,0,0,0,0
2009,isparta,aksu,0,0,0,0,0
2010,isparta,aksu,0,0,0,0,0
2011,isparta,aksu,0,0,0,0,0
2012,isparta,aksu,0,0,0,0,0
2013,isparta,aksu,0,0,0,0,0
2014,isparta,aksu,0,0,0,0,0
2015,isparta,aksu,0,0,0,0,0
2016,isparta,aksu,0,0,0,0,0
2017,isparta,aksu,0,0,0,0,0
2018,isparta,aksu,0,0,0,0,0
2019,isparta,aksu,0,0,0,0,0
2020,isparta,aksu,0,0,0,0,0
2002,isparta,atabey,0,0,1,1,0
2003,isparta,atabey,0,0,1,1,0
2004,isparta,atabey,0,0,1,1,0
2005,isparta,atabey,0,0,1,1,0
2006,isparta,atabey,0,0,0,0,0
2007,isparta,atabey,0,0,0,0,0
2008,isparta,atabey,0,0,0,0,0
2009,isparta,atabey,0,0,0,0,0
2010,isparta,atabey,0,0,0,0,0
2011,isparta,atabey,0,0,0,0,0
2012,isparta,atabey,0,0,0,0,0
2013,isparta,atabey,0,0,0,0,0
2014,isparta,atabey,0,0,0,0,0
2015,isparta,atabey,0,0,0,0,0
2016,isparta,atabey,0,0,0,0,0
2017,isparta,atabey,0,0,0,0,0
2018,isparta,atabey,0,0,0,0,0
2019,isparta,atabey,0,0,0,0,0
2020,isparta,atabey,0,0,0,0,0
2002,isparta,egirdir,0,0,1,1,0
2003,isparta,egirdir,0,0,1,1,0
2004,isparta,egirdir,0,0,1,1,0
2005,isparta,egirdir,0,0,1,1,0
2006,isparta,egirdir,0,0,0,0,0
2007,isparta,egirdir,0,0,0,0,0
2008,isparta,egirdir,0,0,0,0,0
2009,isparta,egirdir,0,0,0,0,0
2010,isparta,egirdir,0,0,0,0,0
2011,isparta,egirdir,0,0,0,0,0
2012,isparta,egirdir,0,0,0,0,0
2013,isparta,egirdir,0,0,0,0,0
2014,isparta,egirdir,0,0,0,0,0
2015,isparta,egirdir,0,0,0,0,0
2016,isparta,egirdir,0,0,0,0,0
2017,isparta,egirdir,0,0,0,0,0
2018,isparta,egirdir,0,0,0,0,0
2019,isparta,egirdir,0,0,0,0,0
2020,isparta,egirdir,0,0,0,0,0
2002,isparta,gelendost,0,0,1,1,0
2003,isparta,gelendost,0,0,1,1,0
2004,isparta,gelendost,0,0,1,1,0
2005,isparta,gelendost,0,0,1,1,0
2006,isparta,gelendost,0,0,0,0,0
2007,isparta,gelendost,0,0,0,0,0
2008,isparta,gelendost,0,0,0,0,0
2009,isparta,gelendost,0,0,0,0,0
2010,isparta,gelendost,0,0,0,0,0
2011,isparta,gelendost,0,0,0,0,0
2012,isparta,gelendost,0,0,0,0,0
2013,isparta,gelendost,0,0,0,0,0
2014,isparta,gelendost,0,0,0,0,0
2015,isparta,gelendost,0,0,0,0,0
2016,isparta,gelendost,0,0,0,0,0
2017,isparta,gelendost,0,0,0,0,0
2018,isparta,gelendost,0,0,0,0,0
2019,isparta,gelendost,0,0,0,0,0
2020,isparta,gelendost,0,0,0,0,0
2002,isparta,gonen,0,0,1,1,0
2003,isparta,gonen,0,0,1,1,0
2004,isparta,gonen,0,0,1,1,0
2005,isparta,gonen,0,0,1,1,0
2006,isparta,gonen,0,0,0,0,0
2007,isparta,gonen,0,0,0,0,0
2008,isparta,gonen,0,0,0,0,0
2009,isparta,gonen,0,0,0,0,0
2010,isparta,gonen,0,0,0,0,0
2011,isparta,gonen,0,0,0,0,0
2012,isparta,gonen,0,0,0,0,0
2013,isparta,gonen,0,0,0,0,0
2014,isparta,gonen,0,0,0,0,0
2015,isparta,gonen,0,0,0,0,0
2016,isparta,gonen,0,0,0,0,0
2017,isparta,gonen,0,0,0,0,0
2018,isparta,gonen,0,0,0,0,0
2019,isparta,gonen,0,0,0,0,0
2020,isparta,gonen,0,0,0,0,0
2002,isparta,keciborlu,0,0,1,1,0
2003,isparta,keciborlu,0,0,1,1,0
2004,isparta,keciborlu,0,0,1,1,0
2005,isparta,keciborlu,0,0,1,1,0
2006,isparta,keciborlu,0,0,0,0,0
2007,isparta,keciborlu,0,0,0,0,0
2008,isparta,keciborlu,0,0,0,0,0
2009,isparta,keciborlu,0,0,0,0,0
2010,isparta,keciborlu,0,0,0,0,0
2011,isparta,keciborlu,0,0,0,0,0
2012,isparta,keciborlu,0,0,0,0,0
2013,isparta,keciborlu,0,0,0,0,0
2014,isparta,keciborlu,0,0,0,0,0
2015,isparta,keciborlu,0,0,0,0,0
2016,isparta,keciborlu,0,0,0,0,0
2017,isparta,keciborlu,0,0,0,0,0
2018,isparta,keciborlu,0,0,0,0,0
2019,isparta,keciborlu,0,0,0,0,0
2020,isparta,keciborlu,0,0,0,0,0
2002,isparta,merkez,0,0,1,1,0
2003,isparta,merkez,0,0,1,1,0
2004,isparta,merkez,0,0,1,1,0
2005,isparta,merkez,0,0,1,1,0
2006,isparta,merkez,0,0,0,0,0
2007,isparta,merkez,0,0,0,0,0
2008,isparta,merkez,0,0,0,0,0
2009,isparta,merkez,0,0,0,0,0
2010,isparta,merkez,0,0,0,0,0
2011,isparta,merkez,0,0,0,0,0
2012,isparta,merkez,0,0,0,0,0
2013,isparta,merkez,0,0,0,0,0
2014,isparta,merkez,0,0,0,0,0
2015,isparta,merkez,0,0,0,0,0
2016,isparta,merkez,0,0,0,0,0
2017,isparta,merkez,0,0,0,0,0
2018,isparta,merkez,0,0,0,0,0
2019,isparta,merkez,0,0,0,0,0
2020,isparta,merkez,0,0,0,0,0
2002,isparta,sarkikaraagac,0,0,1,1,0
2003,isparta,sarkikaraagac,0,0,1,1,0
2004,isparta,sarkikaraagac,0,0,1,1,0
2005,isparta,sarkikaraagac,0,0,1,1,0
2006,isparta,sarkikaraagac,0,0,0,0,0
2007,isparta,sarkikaraagac,0,0,0,0,0
2008,isparta,sarkikaraagac,0,0,0,0,0
2009,isparta,sarkikaraagac,0,0,0,0,0
2010,isparta,sarkikaraagac,0,0,0,0,0
2011,isparta,sarkikaraagac,0,0,0,0,0
2012,isparta,sarkikaraagac,0,0,0,0,0
2013,isparta,sarkikaraagac,0,0,0,0,0
2014,isparta,sarkikaraagac,0,0,0,0,0
2015,isparta,sarkikaraagac,0,0,0,0,0
2016,isparta,sarkikaraagac,0,0,0,0,0
2017,isparta,sarkikaraagac,0,0,0,0,0
2018,isparta,sarkikaraagac,0,0,0,0,0
2019,isparta,sarkikaraagac,0,0,0,0,0
2020,isparta,sarkikaraagac,0,0,0,0,0
2002,isparta,senirkent,0,0,1,1,0
2003,isparta,senirkent,0,0,1,1,0
2004,isparta,senirkent,0,0,1,1,0
2005,isparta,senirkent,0,0,1,1,0
2006,isparta,senirkent,0,0,0,0,0
2007,isparta,senirkent,0,0,0,0,0
2008,isparta,senirkent,0,0,0,0,0
2009,isparta,senirkent,0,0,0,0,0
2010,isparta,senirkent,0,0,0,0,0
2011,isparta,senirkent,0,0,0,0,0
2012,isparta,senirkent,0,0,0,0,0
2013,isparta,senirkent,0,0,0,0,0
2014,isparta,senirkent,0,0,0,0,0
2015,isparta,senirkent,0,0,0,0,0
2016,isparta,senirkent,0,0,0,0,0
2017,isparta,senirkent,0,0,0,0,0
2018,isparta,senirkent,0,0,0,0,0
2019,isparta,senirkent,0,0,0,0,0
2020,isparta,senirkent,0,0,0,0,0
2002,isparta,sutculer,0,0,1,1,0
2003,isparta,sutculer,0,0,1,1,0
2004,isparta,sutculer,0,0,1,1,0
2005,isparta,sutculer,0,0,1,1,0
2006,isparta,sutculer,0,0,0,0,0
2007,isparta,sutculer,0,0,0,0,0
2008,isparta,sutculer,0,0,0,0,0
2009,isparta,sutculer,0,0,0,0,0
2010,isparta,sutculer,0,0,0,0,0
2011,isparta,sutculer,0,0,0,0,0
2012,isparta,sutculer,0,0,0,0,0
2013,isparta,sutculer,0,0,0,0,0
2014,isparta,sutculer,0,0,0,0,0
2015,isparta,sutculer,0,0,0,0,0
2016,isparta,sutculer,0,0,0,0,0
2017,isparta,sutculer,0,0,0,0,0
2018,isparta,sutculer,0,0,0,0,0
2019,isparta,sutculer,0,0,0,0,0
2020,isparta,sutculer,0,0,0,0,0
2002,isparta,uluborlu,0,0,1,1,0
2003,isparta,uluborlu,0,0,1,1,0
2004,isparta,uluborlu,0,0,1,1,0
2005,isparta,uluborlu,0,0,1,1,0
2006,isparta,uluborlu,0,0,0,0,0
2007,isparta,uluborlu,0,0,0,0,0
2008,isparta,uluborlu,0,0,0,0,0
2009,isparta,uluborlu,0,0,0,0,0
2010,isparta,uluborlu,0,0,0,0,0
2011,isparta,uluborlu,0,0,0,0,0
2012,isparta,uluborlu,0,0,0,0,0
2013,isparta,uluborlu,0,0,0,0,0
