year,province,district,province_district,year_province_district,turnout_rate,akp,chp,mhp,hdp,sp
2012,konya,karatay,konya_karatay,2012_konya_karatay,89.9,81.7,3.7,7.5,0,2.8
2013,konya,karatay,konya_karatay,2013_konya_karatay,89.9,81.7,3.7,7.5,0,2.8
2014,konya,karatay,konya_karatay,2014_konya_karatay,89.9,81.7,3.7,7.5,0,2.8
2015,konya,karatay,konya_karatay,2015_konya_karatay,88.8,77.9,3.9,9.1,4.6,3.5
2016,konya,karatay,konya_karatay,2016_konya_karatay,91.2,85.7,3.4,6.1,2.8,1
2017,konya,karatay,konya_karatay,2017_konya_karatay,91.2,85.7,3.4,6.1,2.8,1
2018,konya,karatay,konya_karatay,2018_konya_karatay,91,69.4,3.9,14.5,3.2,2.6
2019,konya,karatay,konya_karatay,2019_konya_karatay,91,69.4,3.9,14.5,3.2,2.6
2020,konya,karatay,konya_karatay,2020_konya_karatay,91,69.4,3.9,14.5,3.2,2.6
2002,erzurum,karayazi,erzurum_karayazi,2002_erzurum_karayazi,83.48,14.62,0.6,1.59,71.15,0.68
2003,erzurum,karayazi,erzurum_karayazi,2003_erzurum_karayazi,83.48,14.62,0.6,1.59,71.15,0.68
2004,erzurum,karayazi,erzurum_karayazi,2004_erzurum_karayazi,83.48,14.62,0.6,1.59,71.15,0.68
2005,erzurum,karayazi,erzurum_karayazi,2005_erzurum_karayazi,83.48,14.62,0.6,1.59,71.15,0.68
2006,erzurum,karayazi,erzurum_karayazi,2006_erzurum_karayazi,83.48,14.62,0.6,1.59,71.15,0.68
2007,erzurum,karayazi,erzurum_karayazi,2007_erzurum_karayazi,83.5,47.65,0.48,0.84,47.2,0.4
2008,erzurum,karayazi,erzurum_karayazi,2008_erzurum_karayazi,83.5,47.65,0.48,0.84,47.2,0.4
2009,erzurum,karayazi,erzurum_karayazi,2009_erzurum_karayazi,83.5,47.65,0.48,0.84,47.2,0.4
2010,erzurum,karayazi,erzurum_karayazi,2010_erzurum_karayazi,83.5,47.65,0.48,0.84,47.2,0.4
2011,erzurum,karayazi,erzurum_karayazi,2011_erzurum_karayazi,81.2,21.4,0.9,1,73.5,0.2
2012,erzurum,karayazi,erzurum_karayazi,2012_erzurum_karayazi,81.2,21.4,0.9,1,73.5,0.2
2013,erzurum,karayazi,erzurum_karayazi,2013_erzurum_karayazi,81.2,21.4,0.9,1,73.5,0.2
2014,erzurum,karayazi,erzurum_karayazi,2014_erzurum_karayazi,81.2,21.4,0.9,1,73.5,0.2
2015,erzurum,karayazi,erzurum_karayazi,2015_erzurum_karayazi,87.8,1.8,0.3,0.9,96.3,0.4
2016,erzurum,karayazi,erzurum_karayazi,2016_erzurum_karayazi,81.5,10.3,0.4,0.6,86.8,0.2
2017,erzurum,karayazi,erzurum_karayazi,2017_erzurum_karayazi,81.5,10.3,0.4,0.6,86.8,0.2
2018,erzurum,karayazi,erzurum_karayazi,2018_erzurum_karayazi,83.4,21.1,1.1,1.5,74.3,0.5
2019,erzurum,karayazi,erzurum_karayazi,2019_erzurum_karayazi,83.4,21.1,1.1,1.5,74.3,0.5
2020,erzurum,karayazi,erzurum_karayazi,2020_erzurum_karayazi,83.4,21.1,1.1,1.5,74.3,0.5
2015,balikesir,karesi,balikesir_karesi,2015_balikesir_karesi,89.7,43.7,24.5,26.0,1.9,2.6
2016,balikesir,karesi,balikesir_karesi,2016_balikesir_karesi,90.1,52.3,26,17.9,1.1,1
2017,balikesir,karesi,balikesir_karesi,2017_balikesir_karesi,90.1,52.3,26,17.9,1.1,1
2018,balikesir,karesi,balikesir_karesi,2018_balikesir_karesi,91.4,45.7,22.8,9.3,1.9,1.5
2019,balikesir,karesi,balikesir_karesi,2019_balikesir_karesi,91.4,45.7,22.8,9.3,1.9,1.5
2020,balikesir,karesi,balikesir_karesi,2020_balikesir_karesi,91.4,45.7,22.8,9.3,1.9,1.5
2002,corum,kargi,corum_kargi,2002_corum_kargi,82.31,41.79,13.16,8.49,1.96,0.6
2003,corum,kargi,corum_kargi,2003_corum_kargi,82.31,41.79,13.16,8.49,1.96,0.6
2004,corum,kargi,corum_kargi,2004_corum_kargi,82.31,41.79,13.16,8.49,1.96,0.6
2005,corum,kargi,corum_kargi,2005_corum_kargi,82.31,41.79,13.16,8.49,1.96,0.6
2006,corum,kargi,corum_kargi,2006_corum_kargi,82.31,41.79,13.16,8.49,1.96,0.6
2007,corum,kargi,corum_kargi,2007_corum_kargi,86.15,55.84,14.14,12.17,0,0.99
2008,corum,kargi,corum_kargi,2008_corum_kargi,86.15,55.84,14.14,12.17,0,0.99
2009,corum,kargi,corum_kargi,2009_corum_kargi,86.15,55.84,14.14,12.17,0,0.99
2010,corum,kargi,corum_kargi,2010_corum_kargi,86.15,55.84,14.14,12.17,0,0.99
2011,corum,kargi,corum_kargi,2011_corum_kargi,89.1,67.1,17.5,10.3,0,0.7
2012,corum,kargi,corum_kargi,2012_corum_kargi,89.1,67.1,17.5,10.3,0,0.7
2013,corum,kargi,corum_kargi,2013_corum_kargi,89.1,67.1,17.5,10.3,0,0.7
2014,corum,kargi,corum_kargi,2014_corum_kargi,89.1,67.1,17.5,10.3,0,0.7
2015,corum,kargi,corum_kargi,2015_corum_kargi,86.3,60.3,17.3,16.4,0.4,1.6
2016,corum,kargi,corum_kargi,2016_corum_kargi,87,67.6,16,12.1,0.2,0.5
2017,corum,kargi,corum_kargi,2017_corum_kargi,87,67.6,16,12.1,0.2,0.5
2018,corum,kargi,corum_kargi,2018_corum_kargi,89.2,63.5,14.7,10.8,0.5,0.9
2019,corum,kargi,corum_kargi,2019_corum_kargi,89.2,63.5,14.7,10.8,0.5,0.9
2020,corum,kargi,corum_kargi,2020_corum_kargi,89.2,63.5,14.7,10.8,0.5,0.9
2002,gaziantep,karkamis,gaziantep_karkamis,2002_gaziantep_karkamis,75.6,24.18,31.7,11.83,1.55,2.47
2003,gaziantep,karkamis,gaziantep_karkamis,2003_gaziantep_karkamis,75.6,24.18,31.7,11.83,1.55,2.47
2004,gaziantep,karkamis,gaziantep_karkamis,2004_gaziantep_karkamis,75.6,24.18,31.7,11.83,1.55,2.47
2005,gaziantep,karkamis,gaziantep_karkamis,2005_gaziantep_karkamis,75.6,24.18,31.7,11.83,1.55,2.47
2006,gaziantep,karkamis,gaziantep_karkamis,2006_gaziantep_karkamis,75.6,24.18,31.7,11.83,1.55,2.47
2007,gaziantep,karkamis,gaziantep_karkamis,2007_gaziantep_karkamis,81.37,40.03,26.51,26.41,0,1.04
2008,gaziantep,karkamis,gaziantep_karkamis,2008_gaziantep_karkamis,81.37,40.03,26.51,26.41,0,1.04
2009,gaziantep,karkamis,gaziantep_karkamis,2009_gaziantep_karkamis,81.37,40.03,26.51,26.41,0,1.04
2010,gaziantep,karkamis,gaziantep_karkamis,2010_gaziantep_karkamis,81.37,40.03,26.51,26.41,0,1.04
2011,gaziantep,karkamis,gaziantep_karkamis,2011_gaziantep_karkamis,88.9,48.1,24.3,21.6,0,1.1
2012,gaziantep,karkamis,gaziantep_karkamis,2012_gaziantep_karkamis,88.9,48.1,24.3,21.6,0,1.1
2013,gaziantep,karkamis,gaziantep_karkamis,2013_gaziantep_karkamis,88.9,48.1,24.3,21.6,0,1.1
2014,gaziantep,karkamis,gaziantep_karkamis,2014_gaziantep_karkamis,88.9,48.1,24.3,21.6,0,1.1
2015,gaziantep,karkamis,gaziantep_karkamis,2015_gaziantep_karkamis,86.2,44.3,24.3,23.7,5.4,1.4
2016,gaziantep,karkamis,gaziantep_karkamis,2016_gaziantep_karkamis,86.4,51.5,23.9,19.6,3,0.7
2017,gaziantep,karkamis,gaziantep_karkamis,2017_gaziantep_karkamis,86.4,51.5,23.9,19.6,3,0.7
2018,gaziantep,karkamis,gaziantep_karkamis,2018_gaziantep_karkamis,90.7,48.8,19.6,10.1,2,1.1
2019,gaziantep,karkamis,gaziantep_karkamis,2019_gaziantep_karkamis,90.7,48.8,19.6,10.1,2,1.1
2020,gaziantep,karkamis,gaziantep_karkamis,2020_gaziantep_karkamis,90.7,48.8,19.6,10.1,2,1.1
2002,bingol,karliova,bingol_karliova,2002_bingol_karliova,79.07,11.83,5.54,11.85,51.14,3.27
2003,bingol,karliova,bingol_karliova,2003_bingol_karliova,79.07,11.83,5.54,11.85,51.14,3.27
2004,bingol,karliova,bingol_karliova,2004_bingol_karliova,79.07,11.83,5.54,11.85,51.14,3.27
2005,bingol,karliova,bingol_karliova,2005_bingol_karliova,79.07,11.83,5.54,11.85,51.14,3.27
2006,bingol,karliova,bingol_karliova,2006_bingol_karliova,79.07,11.83,5.54,11.85,51.14,3.27
2007,bingol,karliova,bingol_karliova,2007_bingol_karliova,82.19,44.89,5.2,2.62,42.03,1.05
2008,bingol,karliova,bingol_karliova,2008_bingol_karliova,82.19,44.89,5.2,2.62,42.03,1.05
2009,bingol,karliova,bingol_karliova,2009_bingol_karliova,82.19,44.89,5.2,2.62,42.03,1.05
2010,bingol,karliova,bingol_karliova,2010_bingol_karliova,82.19,44.89,5.2,2.62,42.03,1.05
2011,bingol,karliova,bingol_karliova,2011_bingol_karliova,80,51,2,0.6,42.3,0.4
2012,bingol,karliova,bingol_karliova,2012_bingol_karliova,80,51,2,0.6,42.3,0.4
2013,bingol,karliova,bingol_karliova,2013_bingol_karliova,80,51,2,0.6,42.3,0.4
2014,bingol,karliova,bingol_karliova,2014_bingol_karliova,80,51,2,0.6,42.3,0.4
2015,bingol,karliova,bingol_karliova,2015_bingol_karliova,84.8,10.1,0.5,1.4,78.4,0.4
2016,bingol,karliova,bingol_karliova,2016_bingol_karliova,76.8,28.2,0.8,0.9,67.9,0.3
2017,bingol,karliova,bingol_karliova,2017_bingol_karliova,76.8,28.2,0.8,0.9,67.9,0.3
2018,bingol,karliova,bingol_karliova,2018_bingol_karliova,78.2,26.6,1.4,2.2,56.3,1.1
2019,bingol,karliova,bingol_karliova,2019_bingol_karliova,78.2,26.6,1.4,2.2,56.3,1.1
2020,bingol,karliova,bingol_karliova,2020_bingol_karliova,78.2,26.6,1.4,2.2,56.3,1.1
2002,aydin,karpuzlu,aydin_karpuzlu,2002_aydin_karpuzlu,91.62,30.44,10.99,10.02,1.11,0.88
2003,aydin,karpuzlu,aydin_karpuzlu,2003_aydin_karpuzlu,91.62,30.44,10.99,10.02,1.11,0.88
2004,aydin,karpuzlu,aydin_karpuzlu,2004_aydin_karpuzlu,91.62,30.44,10.99,10.02,1.11,0.88
2005,aydin,karpuzlu,aydin_karpuzlu,2005_aydin_karpuzlu,91.62,30.44,10.99,10.02,1.11,0.88
2006,aydin,karpuzlu,aydin_karpuzlu,2006_aydin_karpuzlu,91.62,30.44,10.99,10.02,1.11,0.88
2007,aydin,karpuzlu,aydin_karpuzlu,2007_aydin_karpuzlu,92.04,41.08,19.66,21.58,0,1.16
2008,aydin,karpuzlu,aydin_karpuzlu,2008_aydin_karpuzlu,92.04,41.08,19.66,21.58,0,1.16
2009,aydin,karpuzlu,aydin_karpuzlu,2009_aydin_karpuzlu,92.04,41.08,19.66,21.58,0,1.16
2010,aydin,karpuzlu,aydin_karpuzlu,2010_aydin_karpuzlu,92.04,41.08,19.66,21.58,0,1.16
2011,aydin,karpuzlu,aydin_karpuzlu,2011_aydin_karpuzlu,91.1,54.1,27.7,12.5,0,0.4
2012,aydin,karpuzlu,aydin_karpuzlu,2012_aydin_karpuzlu,91.1,54.1,27.7,12.5,0,0.4
2013,aydin,karpuzlu,aydin_karpuzlu,2013_aydin_karpuzlu,91.1,54.1,27.7,12.5,0,0.4
2014,aydin,karpuzlu,aydin_karpuzlu,2014_aydin_karpuzlu,91.1,54.1,27.7,12.5,0,0.4
2015,aydin,karpuzlu,aydin_karpuzlu,2015_aydin_karpuzlu,86.1,48.4,31.4,15.6,0.7,1.0
2016,aydin,karpuzlu,aydin_karpuzlu,2016_aydin_karpuzlu,89.4,54,31,10.4,0.3,0.3
2017,aydin,karpuzlu,aydin_karpuzlu,2017_aydin_karpuzlu,89.4,54,31,10.4,0.3,0.3
2018,aydin,karpuzlu,aydin_karpuzlu,2018_aydin_karpuzlu,89.9,48.3,24.1,11.4,0.8,0.7
2019,aydin,karpuzlu,aydin_karpuzlu,2019_aydin_karpuzlu,89.9,48.3,24.1,11.4,0.8,0.7
2020,aydin,karpuzlu,aydin_karpuzlu,2020_aydin_karpuzlu,89.9,48.3,24.1,11.4,0.8,0.7
2002,izmir,karsiyaka,izmir_karsiyaka,2002_izmir_karsiyaka,78.93,15.79,36.79,6.5,5.06,0.74
2003,izmir,karsiyaka,izmir_karsiyaka,2003_izmir_karsiyaka,78.93,15.79,36.79,6.5,5.06,0.74
2004,izmir,karsiyaka,izmir_karsiyaka,2004_izmir_karsiyaka,78.93,15.79,36.79,6.5,5.06,0.74
2005,izmir,karsiyaka,izmir_karsiyaka,2005_izmir_karsiyaka,78.93,15.79,36.79,6.5,5.06,0.74
2006,izmir,karsiyaka,izmir_karsiyaka,2006_izmir_karsiyaka,78.93,15.79,36.79,6.5,5.06,0.74
2007,izmir,karsiyaka,izmir_karsiyaka,2007_izmir_karsiyaka,83.34,27.12,43.57,11.82,0,0.67
2008,izmir,karsiyaka,izmir_karsiyaka,2008_izmir_karsiyaka,83.34,27.12,43.57,11.82,0,0.67
2009,izmir,karsiyaka,izmir_karsiyaka,2009_izmir_karsiyaka,83.34,27.12,43.57,11.82,0,0.67
2010,izmir,karsiyaka,izmir_karsiyaka,2010_izmir_karsiyaka,83.34,27.12,43.57,11.82,0,0.67
2011,izmir,karsiyaka,izmir_karsiyaka,2011_izmir_karsiyaka,87.9,21.3,62.6,9.5,0,0.2
2012,izmir,karsiyaka,izmir_karsiyaka,2012_izmir_karsiyaka,87.9,21.3,62.6,9.5,0,0.2
2013,izmir,karsiyaka,izmir_karsiyaka,2013_izmir_karsiyaka,87.9,21.3,62.6,9.5,0,0.2
2014,izmir,karsiyaka,izmir_karsiyaka,2014_izmir_karsiyaka,87.9,21.3,62.6,9.5,0,0.2
2015,izmir,karsiyaka,izmir_karsiyaka,2015_izmir_karsiyaka,88.2,14.6,63.5,10.7,7.9,0.7
2016,izmir,karsiyaka,izmir_karsiyaka,2016_izmir_karsiyaka,89.2,16.7,66.5,8.3,6.5,0.2
2017,izmir,karsiyaka,izmir_karsiyaka,2017_izmir_karsiyaka,89.2,16.7,66.5,8.3,6.5,0.2
2018,izmir,karsiyaka,izmir_karsiyaka,2018_izmir_karsiyaka,90.5,14.6,58.3,3.5,10.3,0.5
2019,izmir,karsiyaka,izmir_karsiyaka,2019_izmir_karsiyaka,90.5,14.6,58.3,3.5,10.3,0.5
2020,izmir,karsiyaka,izmir_karsiyaka,2020_izmir_karsiyaka,90.5,14.6,58.3,3.5,10.3,0.5
2002,istanbul,kartal,istanbul_kartal,2002_istanbul_kartal,77.91,36.97,27.37,5.35,6.56,3.46
2003,istanbul,kartal,istanbul_kartal,2003_istanbul_kartal,77.91,36.97,27.37,5.35,6.56,3.46
2004,istanbul,kartal,istanbul_kartal,2004_istanbul_kartal,77.91,36.97,27.37,5.35,6.56,3.46
2005,istanbul,kartal,istanbul_kartal,2005_istanbul_kartal,77.91,36.97,27.37,5.35,6.56,3.46
2006,istanbul,kartal,istanbul_kartal,2006_istanbul_kartal,77.91,36.97,27.37,5.35,6.56,3.46
2007,istanbul,kartal,istanbul_kartal,2007_istanbul_kartal,84.05,45.22,28.21,10.08,0,2.88
2008,istanbul,kartal,istanbul_kartal,2008_istanbul_kartal,84.05,45.22,28.21,10.08,0,2.88
2009,istanbul,kartal,istanbul_kartal,2009_istanbul_kartal,84.05,45.22,28.21,10.08,0,2.88
2010,istanbul,kartal,istanbul_kartal,2010_istanbul_kartal,84.05,45.22,28.21,10.08,0,2.88
2011,istanbul,kartal,istanbul_kartal,2011_istanbul_kartal,87.5,45.6,36.2,9.9,0,1.5
2012,istanbul,kartal,istanbul_kartal,2012_istanbul_kartal,87.5,45.6,36.2,9.9,0,1.5
2013,istanbul,kartal,istanbul_kartal,2013_istanbul_kartal,87.5,45.6,36.2,9.9,0,1.5
2014,istanbul,kartal,istanbul_kartal,2014_istanbul_kartal,87.5,45.6,36.2,9.9,0,1.5
2015,istanbul,kartal,istanbul_kartal,2015_istanbul_kartal,87.3,37.7,34.9,11.5,9.9,1.9
2016,istanbul,kartal,istanbul_kartal,2016_istanbul_kartal,89.1,43.9,35.9,9.8,8.3,0.7
2017,istanbul,kartal,istanbul_kartal,2017_istanbul_kartal,89.1,43.9,35.9,9.8,8.3,0.7
2018,istanbul,kartal,istanbul_kartal,2018_istanbul_kartal,89.4,37.6,32.1,7.7,11,1.5
2019,istanbul,kartal,istanbul_kartal,2019_istanbul_kartal,89.4,37.6,32.1,7.7,11,1.5
2020,istanbul,kartal,istanbul_kartal,2020_istanbul_kartal,89.4,37.6,32.1,7.7,11,1.5
2011,kocaeli,kartepe,kocaeli_kartepe,2011_kocaeli_kartepe,90.7,57.1,21.8,11.4,0,4.6
2012,kocaeli,kartepe,kocaeli_kartepe,2012_kocaeli_kartepe,90.7,57.1,21.8,11.4,0,4.6
2013,kocaeli,kartepe,kocaeli_kartepe,2013_kocaeli_kartepe,90.7,57.1,21.8,11.4,0,4.6
2014,kocaeli,kartepe,kocaeli_kartepe,2014_kocaeli_kartepe,90.7,57.1,21.8,11.4,0,4.6
2015,kocaeli,kartepe,kocaeli_kartepe,2015_kocaeli_kartepe,89.0,52.7,22.2,14.4,4.2,5.0
2016,kocaeli,kartepe,kocaeli_kartepe,2016_kocaeli_kartepe,91,63.1,21,9.8,3.1,1.5
2017,kocaeli,kartepe,kocaeli_kartepe,2017_kocaeli_kartepe,91,63.1,21,9.8,3.1,1.5
2018,kocaeli,kartepe,kocaeli_kartepe,2018_kocaeli_kartepe,91.1,53.4,17.4,10.7,4.2,2.3
2019,kocaeli,kartepe,kocaeli_kartepe,2019_kocaeli_kartepe,91.1,53.4,17.4,10.7,4.2,2.3
2020,kocaeli,kartepe,kocaeli_kartepe,2020_kocaeli_kartepe,91.1,53.4,17.4,10.7,4.2,2.3
2002,antalya,kas,antalya_kas,2002_antalya_kas,87.55,14.02,30.25,7.67,0.86,0.5
2003,antalya,kas,antalya_kas,2003_antalya_kas,87.55,14.02,30.25,7.67,0.86,0.5
2004,antalya,kas,antalya_kas,2004_antalya_kas,87.55,14.02,30.25,7.67,0.86,0.5
2005,antalya,kas,antalya_kas,2005_antalya_kas,87.55,14.02,30.25,7.67,0.86,0.5
2006,antalya,kas,antalya_kas,2006_antalya_kas,87.55,14.02,30.25,7.67,0.86,0.5
2007,antalya,kas,antalya_kas,2007_antalya_kas,90.47,30.47,32.7,16.48,0,0.8
2008,antalya,kas,antalya_kas,2008_antalya_kas,90.47,30.47,32.7,16.48,0,0.8
2009,antalya,kas,antalya_kas,2009_antalya_kas,90.47,30.47,32.7,16.48,0,0.8
2010,antalya,kas,antalya_kas,2010_antalya_kas,90.47,30.47,32.7,16.48,0,0.8
2011,antalya,kas,antalya_kas,2011_antalya_kas,88.3,38.4,37,18.8,0,0.5
2012,antalya,kas,antalya_kas,2012_antalya_kas,88.3,38.4,37,18.8,0,0.5
2013,antalya,kas,antalya_kas,2013_antalya_kas,88.3,38.4,37,18.8,0,0.5
2014,antalya,kas,antalya_kas,2014_antalya_kas,88.3,38.4,37,18.8,0,0.5
2015,antalya,kas,antalya_kas,2015_antalya_kas,86.3,37.4,33.5,21.5,2.9,1.2
2016,antalya,kas,antalya_kas,2016_antalya_kas,87.7,42.6,35.1,16.8,2.2,0.5
2017,antalya,kas,antalya_kas,2017_antalya_kas,87.7,42.6,35.1,16.8,2.2,0.5
2018,antalya,kas,antalya_kas,2018_antalya_kas,88.8,35.9,30.6,7.3,3.7,1
2019,antalya,kas,antalya_kas,2019_antalya_kas,88.8,35.9,30.6,7.3,3.7,1
2020,antalya,kas,antalya_kas,2020_antalya_kas,88.8,35.9,30.6,7.3,3.7,1
2002,samsun,kavak,samsun_kavak,2002_samsun_kavak,82.91,40.96,10.19,5.15,1.66,0.84
2003,samsun,kavak,samsun_kavak,2003_samsun_kavak,82.91,40.96,10.19,5.15,1.66,0.84
2004,samsun,kavak,samsun_kavak,2004_samsun_kavak,82.91,40.96,10.19,5.15,1.66,0.84
2005,samsun,kavak,samsun_kavak,2005_samsun_kavak,82.91,40.96,10.19,5.15,1.66,0.84
2006,samsun,kavak,samsun_kavak,2006_samsun_kavak,82.91,40.96,10.19,5.15,1.66,0.84
2007,samsun,kavak,samsun_kavak,2007_samsun_kavak,81.42,63.55,11.22,9.24,0,1.85
2008,samsun,kavak,samsun_kavak,2008_samsun_kavak,81.42,63.55,11.22,9.24,0,1.85
2009,samsun,kavak,samsun_kavak,2009_samsun_kavak,81.42,63.55,11.22,9.24,0,1.85
2010,samsun,kavak,samsun_kavak,2010_samsun_kavak,81.42,63.55,11.22,9.24,0,1.85
2011,samsun,kavak,samsun_kavak,2011_samsun_kavak,90.2,68.5,14.8,11.2,0,0.8
2012,samsun,kavak,samsun_kavak,2012_samsun_kavak,90.2,68.5,14.8,11.2,0,0.8
2013,samsun,kavak,samsun_kavak,2013_samsun_kavak,90.2,68.5,14.8,11.2,0,0.8
2014,samsun,kavak,samsun_kavak,2014_samsun_kavak,90.2,68.5,14.8,11.2,0,0.8
2015,samsun,kavak,samsun_kavak,2015_samsun_kavak,87.6,53.5,16.6,23.2,0.5,2.6
2016,samsun,kavak,samsun_kavak,2016_samsun_kavak,88,67.9,13.4,14.9,0.4,0.9
2017,samsun,kavak,samsun_kavak,2017_samsun_kavak,88,67.9,13.4,14.9,0.4,0.9
2018,samsun,kavak,samsun_kavak,2018_samsun_kavak,90.3,53.3,11.3,20.1,0.5,1.2
2019,samsun,kavak,samsun_kavak,2019_samsun_kavak,90.3,53.3,11.3,20.1,0.5,1.2
2020,samsun,kavak,samsun_kavak,2020_samsun_kavak,90.3,53.3,11.3,20.1,0.5,1.2
2002,mugla,kavaklidere,mugla_kavaklidere,2002_mugla_kavaklidere,87.2,20.33,12.77,11.68,0.66,0.93
2003,mugla,kavaklidere,mugla_kavaklidere,2003_mugla_kavaklidere,87.2,20.33,12.77,11.68,0.66,0.93
2004,mugla,kavaklidere,mugla_kavaklidere,2004_mugla_kavaklidere,87.2,20.33,12.77,11.68,0.66,0.93
2005,mugla,kavaklidere,mugla_kavaklidere,2005_mugla_kavaklidere,87.2,20.33,12.77,11.68,0.66,0.93
2006,mugla,kavaklidere,mugla_kavaklidere,2006_mugla_kavaklidere,87.2,20.33,12.77,11.68,0.66,0.93
2007,mugla,kavaklidere,mugla_kavaklidere,2007_mugla_kavaklidere,90.47,45.17,17.81,18.89,0,1.3
2008,mugla,kavaklidere,mugla_kavaklidere,2008_mugla_kavaklidere,90.47,45.17,17.81,18.89,0,1.3
2009,mugla,kavaklidere,mugla_kavaklidere,2009_mugla_kavaklidere,90.47,45.17,17.81,18.89,0,1.3
2010,mugla,kavaklidere,mugla_kavaklidere,2010_mugla_kavaklidere,90.47,45.17,17.81,18.89,0,1.3
2011,mugla,kavaklidere,mugla_kavaklidere,2011_mugla_kavaklidere,92,52.9,24.6,16.5,0,0.8
2012,mugla,kavaklidere,mugla_kavaklidere,2012_mugla_kavaklidere,92,52.9,24.6,16.5,0,0.8
2013,mugla,kavaklidere,mugla_kavaklidere,2013_mugla_kavaklidere,92,52.9,24.6,16.5,0,0.8
2014,mugla,kavaklidere,mugla_kavaklidere,2014_mugla_kavaklidere,92,52.9,24.6,16.5,0,0.8
2015,mugla,kavaklidere,mugla_kavaklidere,2015_mugla_kavaklidere,88.7,43.5,25.1,25.5,0.8,1.3
2016,mugla,kavaklidere,mugla_kavaklidere,2016_mugla_kavaklidere,91.8,50.7,27.3,17.9,0.3,0.6
2017,mugla,kavaklidere,mugla_kavaklidere,2017_mugla_kavaklidere,91.8,50.7,27.3,17.9,0.3,0.6
2018,mugla,kavaklidere,mugla_kavaklidere,2018_mugla_kavaklidere,92.7,47,24.5,8.6,0.5,0.8
2019,mugla,kavaklidere,mugla_kavaklidere,2019_mugla_kavaklidere,92.7,47,24.5,8.6,0.5,0.8
2020,mugla,kavaklidere,mugla_kavaklidere,2020_mugla_kavaklidere,92.7,47,24.5,8.6,0.5,0.8
2011,diyarbakir,kayapinar,diyarbakir_kayapinar,2011_diyarbakir_kayapinar,82.9,32.6,2.1,0.7,62.4,0.4
2012,diyarbakir,kayapinar,diyarbakir_kayapinar,2012_diyarbakir_kayapinar,82.9,32.6,2.1,0.7,62.4,0.4
2013,diyarbakir,kayapinar,diyarbakir_kayapinar,2013_diyarbakir_kayapinar,82.9,32.6,2.1,0.7,62.4,0.4
2014,diyarbakir,kayapinar,diyarbakir_kayapinar,2014_diyarbakir_kayapinar,82.9,32.6,2.1,0.7,62.4,0.4
2015,diyarbakir,kayapinar,diyarbakir_kayapinar,2015_diyarbakir_kayapinar,87.7,15.2,0.8,1.1,78.1,0.7
2016,diyarbakir,kayapinar,diyarbakir_kayapinar,2016_diyarbakir_kayapinar,85.7,22.6,1.8,0.7,70.8,0.3
2017,diyarbakir,kayapinar,diyarbakir_kayapinar,2017_diyarbakir_kayapinar,85.7,22.6,1.8,0.7,70.8,0.3
2018,diyarbakir,kayapinar,diyarbakir_kayapinar,2018_diyarbakir_kayapinar,85.9,20,2.1,1.1,67.2,2.2
2019,diyarbakir,kayapinar,diyarbakir_kayapinar,2019_diyarbakir_kayapinar,85.9,20,2.1,1.1,67.2,2.2
2020,diyarbakir,kayapinar,diyarbakir_kayapinar,2020_diyarbakir_kayapinar,85.9,20,2.1,1.1,67.2,2.2
2002,sakarya,kaynarca,sakarya_kaynarca,2002_sakarya_kaynarca,90.25,41.41,3.6,5.55,1.06,3.2
2003,sakarya,kaynarca,sakarya_kaynarca,2003_sakarya_kaynarca,90.25,41.41,3.6,5.55,1.06,3.2
2004,sakarya,kaynarca,sakarya_kaynarca,2004_sakarya_kaynarca,90.25,41.41,3.6,5.55,1.06,3.2
2005,sakarya,kaynarca,sakarya_kaynarca,2005_sakarya_kaynarca,90.25,41.41,3.6,5.55,1.06,3.2
2006,sakarya,kaynarca,sakarya_kaynarca,2006_sakarya_kaynarca,90.25,41.41,3.6,5.55,1.06,3.2
2007,sakarya,kaynarca,sakarya_kaynarca,2007_sakarya_kaynarca,90.65,60.1,5.58,10.58,0,4.02
2008,sakarya,kaynarca,sakarya_kaynarca,2008_sakarya_kaynarca,90.65,60.1,5.58,10.58,0,4.02
2009,sakarya,kaynarca,sakarya_kaynarca,2009_sakarya_kaynarca,90.65,60.1,5.58,10.58,0,4.02
2010,sakarya,kaynarca,sakarya_kaynarca,2010_sakarya_kaynarca,90.65,60.1,5.58,10.58,0,4.02
2011,sakarya,kaynarca,sakarya_kaynarca,2011_sakarya_kaynarca,92,68,15.5,10.4,0,2
2012,sakarya,kaynarca,sakarya_kaynarca,2012_sakarya_kaynarca,92,68,15.5,10.4,0,2
2013,sakarya,kaynarca,sakarya_kaynarca,2013_sakarya_kaynarca,92,68,15.5,10.4,0,2
2014,sakarya,kaynarca,sakarya_kaynarca,2014_sakarya_kaynarca,92,68,15.5,10.4,0,2
2015,sakarya,kaynarca,sakarya_kaynarca,2015_sakarya_kaynarca,89.7,64.7,12.1,17.0,0.6,3.6
2016,sakarya,kaynarca,sakarya_kaynarca,2016_sakarya_kaynarca,91.3,75.8,10.7,9.7,0.3,1.3
2017,sakarya,kaynarca,sakarya_kaynarca,2017_sakarya_kaynarca,91.3,75.8,10.7,9.7,0.3,1.3
2018,sakarya,kaynarca,sakarya_kaynarca,2018_sakarya_kaynarca,92.6,67,8.6,14.2,0.5,1.6
2019,sakarya,kaynarca,sakarya_kaynarca,2019_sakarya_kaynarca,92.6,67,8.6,14.2,0.5,1.6
