pdy,imp_try_sum,imp_usd_sum,real_try_sum,dollars_sum,houses_sum,projects,try_idare_konut,try_afet_konutu,try_alt_gelir,try_ikmal_ihalesi,try_protokol_meb,try_restorasyon,try_altyapi_sosyal,try_danismanlik_hizmetleri,try_stadyum,try_millet_bahcesi,try_gelir_paylasimli,try_konut_sosyal_donati,try_bakim_onarim,try_kamu_hizmet,try_tarimkoy,try_kentsel_donusum,try_diger,try_talep_organizasyon,usd_idare_konut,usd_afet_konutu,usd_alt_gelir,usd_ikmal_ihalesi,usd_protokol_meb,usd_restorasyon,usd_altyapi_sosyal,usd_danismanlik_hizmetleri,usd_stadyum,usd_millet_bahcesi,usd_gelir_paylasimli,usd_konut_sosyal_donati,usd_bakim_onarim,usd_kamu_hizmet,usd_tarimkoy,usd_kentsel_donusum,usd_diger,usd_talep_organizasyon
karaman_sariveliler_2009,2808971.264824308,3079275.954454119,2808971.264824308,3079275.954454119,96,1,0,0,0,0,0,0,0,0,0,0,0,2808971.264824308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3079275.954454119,0,0,0,0,0,0
kars_kagizman_2007,1381035.7463873331,1685562.869198312,1381035.7463873331,1685562.869198312,NA,1,0,0,0,0,0,0,1381035.7463873331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685562.869198312,0,0,0,0,0,0,0,0,0,0,0
kars_merkez_2003,10706766.917293234,7063492.063492063,10706766.917293234,7063492.063492063,180,1,10706766.917293234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7063492.063492063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kars_merkez_2004,6620567.488729781,5204897.8457261985,6620567.488729781,5204897.8457261985,224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6620567.488729781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5204897.8457261985,0,0
kars_merkez_2005,17645239.179562975,15121502.209131073,17645239.179562975,15121502.209131073,NA,2,0,0,0,0,0,0,1323285.5289275374,0,0,0,0,0,0,0,0,16321953.650635436,0,0,0,0,0,0,0,0,1134020.6185567009,0,0,0,0,0,0,0,0,13987481.590574373,0,0
kars_merkez_2007,2178504.184474847,2281109.445277361,2178504.184474847,2281109.445277361,NA,1,0,0,0,0,0,0,2178504.184474847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2281109.445277361,0,0,0,0,0,0,0,0,0,0,0
kars_merkez_2009,9426939.991054699,10202663.234990008,9426939.991054699,10202663.234990008,NA,3,0,0,0,0,0,0,9426939.991054699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10202663.234990008,0,0,0,0,0,0,0,0,0,0,0
kars_merkez_2010,11800219.538968168,14756348.661633493,11800219.538968168,14756348.661633493,672,1,11800219.538968168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14756348.661633493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kars_merkez_2011,17319412.793470774,18933951.332560834,17319412.793470774,18933951.332560834,NA,1,0,0,0,0,0,0,17319412.793470774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18933951.332560834,0,0,0,0,0,0,0,0,0,0,0
kars_merkez_2013,25706055.05092969,31432584.26966292,25706055.05092969,31432584.26966292,698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25706055.05092969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31432584.26966292,0,0
kars_merkez_2014,2074749.9585712582,2234192.8352207644,2074749.9585712582,2234192.8352207644,NA,2,0,0,0,0,0,0,1565377.9239175285,0,0,0,0,0,0,509372.0346537297,0,0,0,0,0,0,0,0,0,0,1660649.8194945848,0,0,0,0,0,0,573543.0157261795,0,0,0,0
kars_merkez_2019,22464694.15774903,16762082.478074268,22464694.15774903,16762082.478074268,366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22464694.15774903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16762082.478074268,0,0
kars_merkez_2020,17001104.37682648,11285489.238510953,17001104.37682648,11285489.238510953,NA,3,13526850.01681497,0,0,0,0,0,0,0,0,3474254.3600115087,0,0,0,0,0,0,0,0,8872641.509433962,0,0,0,0,0,0,0,0,2412847.7290769913,0,0,0,0,0,0,0,0
kars_sarikamis_2004,9323378.441437237,6903939.184519696,9323378.441437237,6903939.184519696,256,1,9323378.441437237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6903939.184519696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kars_sarikamis_2007,1964901.2406663662,2057446.0269865065,1964901.2406663662,2057446.0269865065,NA,1,0,0,0,0,0,0,1964901.2406663662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2057446.0269865065,0,0,0,0,0,0,0,0,0,0,0
kars_sarikamis_2009,5589622.641509434,6401080.351114112,5589622.641509434,6401080.351114112,NA,1,0,0,0,0,0,0,5589622.641509434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6401080.351114112,0,0,0,0,0,0,0,0,0,0,0
kars_sarikamis_2012,5413726.385560886,6438969.764837625,5413726.385560886,6438969.764837625,NA,1,0,0,0,0,0,0,5413726.385560886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6438969.764837625,0,0,0,0,0,0,0,0,0,0,0
kars_sarikamis_2014,10330120.860400397,11344537.81512605,10330120.860400397,11344537.81512605,308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10330120.860400397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11344537.81512605
kars_sarikamis_2016,2125354.3699570433,1873093.3496034166,2125354.3699570433,1873093.3496034166,NA,1,0,0,0,2125354.3699570433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873093.3496034166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kars_sarikamis_2020,3276458.1242333,2410567.7715786016,3276458.1242333,2410567.7715786016,316,1,0,0,0,3276458.1242333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2410567.7715786016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kastamonu_agli_2014,2828739.9983835774,3000902.527075812,2828739.9983835774,3000902.527075812,86,1,2828739.9983835774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000902.527075812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kastamonu_arac_2012,2007472.170229534,2276854.748603352,2007472.170229534,2276854.748603352,NA,1,0,0,0,0,0,0,2007472.170229534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2276854.748603352,0,0,0,0,0,0,0,0,0,0,0
kastamonu_arac_2013,2184187.6748769833,2670758.4269662923,2184187.6748769833,2670758.4269662923,96,1,2184187.6748769833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2670758.4269662923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kastamonu_ihsangazi_2008,4637382.888427056,5760233.918128654,4637382.888427056,5760233.918128654,148,1,0,4637382.888427056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760233.918128654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kastamonu_ihsangazi_2017,4551427.930382384,4039829.3029871974,4551427.930382384,4039829.3029871974,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4551427.930382384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4039829.3029871974
kastamonu_kure_2014,3530607.817531382,3745487.3646209384,3530607.817531382,3745487.3646209384,106,1,3530607.817531382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3745487.3646209384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kastamonu_merkez_2004,8261734.287987271,6495135.510771369,8261734.287987271,6495135.510771369,288,1,8261734.287987271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6495135.510771369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kastamonu_merkez_2005,15983966.750720756,14414814.814814813,15983966.750720756,14414814.814814813,624,1,15983966.750720756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14414814.814814813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kastamonu_merkez_2009,2993985.961035979,2925409.338993329,2993985.961035979,2925409.338993329,NA,1,0,0,0,0,0,0,0,0,0,0,0,2993985.961035979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925409.338993329,0,0,0,0,0,0
kastamonu_merkez_2010,7196000.609597053,8927639.180834373,7196000.609597053,8927639.180834373,NA,2,6277167.947310648,0,0,0,0,0,918832.6622864056,0,0,0,0,0,0,0,0,0,0,0,7849691.146190803,0,0,0,0,0,1077948.0346435711,0,0,0,0,0,0,0,0,0,0,0
kastamonu_merkez_2014,42279266.993571065,48295454.54545455,42279266.993571065,48295454.54545455,NA,1,0,0,0,0,0,0,42279266.993571065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48295454.54545455,0,0,0,0,0,0,0,0,0,0,0
kastamonu_merkez_2015,1258312.2229259026,1293327.908868999,1258312.2229259026,1293327.908868999,135,1,1258312.2229259026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293327.908868999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kastamonu_merkez_2017,13366016.094718343,11419915.70073762,13366016.094718343,11419915.70073762,316,1,13366016.094718343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11419915.70073762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kastamonu_merkez_2020,8733208.825003754,5728357.380688124,8733208.825003754,5728357.380688124,NA,1,0,0,0,0,0,0,0,0,0,8733208.825003754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5728357.380688124,0,0,0,0,0,0,0,0
kastamonu_seydiler_2017,4722487.705988763,3868870.2248713085,4722487.705988763,3868870.2248713085,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4722487.705988763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3868870.2248713085
kastamonu_taskopru_2017,11037533.25427097,9796870.554765292,11037533.25427097,9796870.554765292,310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11037533.25427097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9796870.554765292
kastamonu_tosya_2007,10011489.794574182,9743589.743589744,10011489.794574182,9743589.743589744,312,1,0,0,10011489.794574182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9743589.743589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kastamonu_tosya_2016,8851372.502455717,8503283.788454892,8851372.502455717,8503283.788454892,262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8851372.502455717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8503283.788454892
kastamonu_tosya_2019,4763741.328287974,3344516.348773842,4763741.328287974,3344516.348773842,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4763741.328287974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344516.348773842,0,0,0,0
kastamonu_tosya_2020,4166728.356807313,2733074.3618201995,4166728.356807313,2733074.3618201995,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4166728.356807313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2733074.3618201995
kayseri_bunyan_2007,9729172.483408863,10187406.296851574,9729172.483408863,10187406.296851574,214,1,0,0,0,0,0,0,0,0,0,0,0,9729172.483408863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10187406.296851574,0,0,0,0,0,0
kayseri_bunyan_2014,6213394.2375846105,7097537.878787879,6213394.2375846105,7097537.878787879,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6213394.2375846105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7097537.878787879,0,0,0
kayseri_bunyan_2016,8219113.651074966,7243576.571079927,8219113.651074966,7243576.571079927,216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8219113.651074966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7243576.571079927
kayseri_develi_2009,5279011.65170743,5787006.028131279,5279011.65170743,5787006.028131279,162,1,5279011.65170743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5787006.028131279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kayseri_develi_2017,4266112.843645311,3494987.8081820644,4266112.843645311,3494987.8081820644,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4266112.843645311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494987.8081820644
kayseri_incesu_2007,15712720.946715062,16452773.613193402,15712720.946715062,16452773.613193402,432,1,0,0,0,0,0,0,0,0,0,0,0,15712720.946715062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16452773.613193402,0,0,0,0,0,0
kayseri_incesu_2009,18035272.524140134,18773162.939297125,18035272.524140134,18773162.939297125,580,1,0,0,0,0,0,0,0,0,0,0,0,18035272.524140134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18773162.939297125,0,0,0,0,0,0
kayseri_incesu_2015,13715167.827739077,14096826.688364523,13715167.827739077,14096826.688364523,740,1,0,0,0,0,0,0,0,0,0,0,0,13715167.827739077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14096826.688364523,0,0,0,0,0,0
kayseri_incesu_2016,51657620.085132,47003828.95997514,51657620.085132,47003828.95997514,1277,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51657620.085132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47003828.95997514
kayseri_incesu_2020,14466018.578222208,11796207.152723033,NA,NA,393,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14466018.578222208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11796207.152723033
kayseri_kocasinan_2009,7266901.162041215,7564217.252396166,7266901.162041215,7564217.252396166,NA,1,0,0,0,0,0,0,7266901.162041215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7564217.252396166,0,0,0,0,0,0,0,0,0,0,0
kayseri_kocasinan_2012,55757252.35276996,63925472.747497216,55757252.35276996,63925472.747497216,NA,1,0,0,0,0,0,0,55757252.35276996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63925472.747497216,0,0,0,0,0,0,0,0,0,0,0
kayseri_kocasinan_2013,14244228.065334227,16059259.25925926,14244228.065334227,16059259.25925926,546,1,0,0,0,0,0,0,0,0,0,0,0,14244228.065334227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16059259.25925926,0,0,0,0,0,0
kayseri_kocasinan_2015,98361304.62317923,101098454.02766477,98361304.62317923,101098454.02766477,NA,1,0,0,0,0,0,0,98361304.62317923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101098454.02766477,0,0,0,0,0,0,0,0,0,0,0
kayseri_kocasinan_2016,16961532.510803353,16294503.975112341,16961532.510803353,16294503.975112341,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16961532.510803353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16294503.975112341
kayseri_kocasinan_2020,18966015.420478515,12738946.446811616,18966015.420478515,12738946.446811616,535,1,18966015.420478515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12738946.446811616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kayseri_melikgazi_2005,68493241.7331093,59962354.86201894,68493241.7331093,59962354.86201894,2504,3,60464163.82252559,0,8029077.910583707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53081647.940074906,0,6880706.921944035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kayseri_melikgazi_2006,30055787.442577686,28075414.781297132,30055787.442577686,28075414.781297132,1132,2,30055787.442577686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28075414.781297132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kayseri_melikgazi_2007,51465128.173609205,54880323.09898093,51465128.173609205,54880323.09898093,1472,2,0,0,51465128.173609205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54880323.09898093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kayseri_melikgazi_2008,55888788.77590424,72126245.84717607,55888788.77590424,72126245.84717607,1224,1,0,0,0,0,0,0,0,0,0,0,0,55888788.77590424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72126245.84717607,0,0,0,0,0,0
kayseri_melikgazi_2010,33860206.61289508,39524958.1219135,33860206.61289508,39524958.1219135,1266,2,16833408.273381297,0,0,0,0,0,0,0,0,0,0,17026798.339513782,0,0,0,0,0,0,19549608.35509138,0,0,0,0,0,0,0,0,0,0,19975349.76682212,0,0,0,0,0,0
kayseri_melikgazi_2011,5297048.068260109,5790845.886442642,5297048.068260109,5790845.886442642,278,1,5297048.068260109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5790845.886442642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kayseri_melikgazi_2012,28982366.269333072,32871508.379888266,28982366.269333072,32871508.379888266,1258,2,18195251.699339967,0,0,0,0,0,0,0,0,0,0,10787114.569993103,0,0,0,0,0,0,20636871.508379888,0,0,0,0,0,0,0,0,0,0,12234636.87150838,0,0,0,0,0,0
kayseri_melikgazi_2016,46003439.430108026,43952787.83363384,46003439.430108026,43952787.83363384,1260,2,12852480.723077975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33150958.70703005,12347044.590390598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31605743.243243244
kayseri_melikgazi_2017,34208676.34816391,29227871.443624873,34208676.34816391,29227871.443624873,861,2,0,0,0,2913390.682329726,0,0,0,0,0,0,0,31295285.66583418,0,0,0,0,0,0,0,0,0,2489199.157007376,0,0,0,0,0,0,0,26738672.286617495,0,0,0,0,0,0
kayseri_melikgazi_2020,35829879.56487438,27680530.35468669,NA,NA,NA,2,13909250.058273207,0,0,0,0,0,0,0,0,21920629.50660117,0,0,0,0,0,0,0,0,12957051.5862641,0,0,0,0,0,0,0,0,14723478.768422589,0,0,0,0,0,0,0,0
kayseri_pinarbasi_2004,6239756.928459627,4607070.020394289,6239756.928459627,4607070.020394289,192,1,6239756.928459627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4607070.020394289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kayseri_pinarbasi_2007,7472025.643465088,7272079.772079772,7472025.643465088,7272079.772079772,144,1,0,0,0,0,0,0,0,0,0,0,0,7472025.643465088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7272079.772079772,0,0,0,0,0,0
kayseri_pinarbasi_2008,9570278.284227533,11734287.987271281,9570278.284227533,11734287.987271281,280,1,9570278.284227533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11734287.987271281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kayseri_pinarbasi_2013,3882326.455412974,4747191.011235955,3882326.455412974,4747191.011235955,NA,1,0,0,0,0,0,0,3882326.455412974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4747191.011235955,0,0,0,0,0,0,0,0,0,0,0
kayseri_sarioglan_2010,7867580.935251799,9137075.718015665,7867580.935251799,9137075.718015665,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7867580.935251799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9137075.718015665,0,0,0
kayseri_sariz_2016,4180654.3539037793,4016246.111303146,4180654.3539037793,4016246.111303146,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4180654.3539037793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4016246.111303146
kayseri_tomarza_2007,10774824.491438344,11696567.862714509,10774824.491438344,11696567.862714509,304,1,0,0,0,0,0,0,0,0,0,0,0,10774824.491438344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11696567.862714509,0,0,0,0,0,0
kayseri_tomarza_2011,1716042.1855954211,1876013.9049826188,1716042.1855954211,1876013.9049826188,NA,1,0,0,0,0,0,0,1716042.1855954211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1876013.9049826188,0,0,0,0,0,0,0,0,0,0,0
kayseri_tomarza_2019,12679342.674866142,9460720.283635007,12679342.674866142,9460720.283635007,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12679342.674866142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9460720.283635007
kayseri_yahyali_2007,14515724.891361155,15199400.299850075,14515724.891361155,15199400.299850075,344,1,0,0,14515724.891361155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15199400.299850075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kayseri_yesilhisar_2009,3836638.9814797766,3993610.2236421728,3836638.9814797766,3993610.2236421728,128,1,3836638.9814797766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3993610.2236421728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kayseri_yesilhisar_2013,4255791.912861697,5108873.162765378,4255791.912861697,5108873.162765378,140,1,4255791.912861697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5108873.162765378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kilis_elbeyli_2013,20887146.0535807,25540168.53932584,20887146.0535807,25540168.53932584,NA,1,0,0,0,0,0,0,20887146.0535807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25540168.53932584,0,0,0,0,0,0,0,0,0,0,0
kilis_merkez_2003,9132832.0802005,6025132.275132275,9132832.0802005,6025132.275132275,224,1,9132832.0802005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6025132.275132275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kilis_merkez_2007,30490401.996443287,29674501.424501427,30490401.996443287,29674501.424501427,640,1,0,0,30490401.996443287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29674501.424501427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kilis_merkez_2009,6565680.803913986,6834307.348242812,6565680.803913986,6834307.348242812,288,1,0,0,0,0,0,0,0,0,0,0,0,6565680.803913986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6834307.348242812,0,0,0,0,0,0
kilis_merkez_2012,15244803.467638655,17290502.793296088,15244803.467638655,17290502.793296088,NA,1,0,0,0,0,0,0,15244803.467638655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17290502.793296088,0,0,0,0,0,0,0,0,0,0,0
kilis_merkez_2014,4527532.893279582,4972136.222910216,4527532.893279582,4972136.222910216,NA,1,0,0,0,0,0,0,4527532.893279582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4972136.222910216,0,0,0,0,0,0,0,0,0,0,0
kilis_merkez_2020,6448276.5184763735,4229605.9933407325,6448276.5184763735,4229605.9933407325,168,1,6448276.5184763735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4229605.9933407325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kilis_polateli_2020,3736307.4326396543,2450749.167591565,3736307.4326396543,2450749.167591565,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3736307.4326396543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450749.167591565
kirikkale_bahsili_2004,5126845.222310617,4030576.789437109,5126845.222310617,4030576.789437109,176,1,5126845.222310617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4030576.789437109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kirikkale_bahsili_2007,7889801.4615533855,8564742.589703588,7889801.4615533855,8564742.589703588,240,1,7889801.4615533855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8564742.589703588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kirikkale_bahsili_2011,3212365.377368005,3884467.2657252885,3212365.377368005,3884467.2657252885,130,1,3212365.377368005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3884467.2657252885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kirikkale_bahsili_2014,6547363.316559401,6945848.375451263,6547363.316559401,6945848.375451263,240,1,6547363.316559401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6945848.375451263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kirikkale_baliseyh_2004,27818500.116546415,25914103.1725282,NA,NA,336,2,27818500.116546415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25914103.1725282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kirikkale_baliseyh_2008,1743412.7287945345,2137629.2760540973,1743412.7287945345,2137629.2760540973,NA,1,0,0,0,0,0,0,1743412.7287945345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137629.2760540973,0,0,0,0,0,0,0,0,0,0,0
kirikkale_baliseyh_2016,9432004.97278003,8092564.225253392,NA,NA,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9432004.97278003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8092564.225253392
kirikkale_celebi_2009,2877786.167228351,2995527.156549521,2877786.167228351,2995527.156549521,96,1,0,0,0,0,0,0,0,0,0,0,0,2877786.167228351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2995527.156549521,0,0,0,0,0,0
kirikkale_delice_2016,7185363.212112707,6902791.911510543,7185363.212112707,6902791.911510543,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7185363.212112707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6902791.911510543
kirikkale_delice_2020,15389762.462361993,11322612.405644896,15389762.462361993,11322612.405644896,394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15389762.462361993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11322612.405644896
kirikkale_keskin_2004,27818500.116546415,25914103.1725282,NA,NA,336,2,27818500.116546415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25914103.1725282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kirikkale_keskin_2011,3971593.619163708,4341830.8227114715,3971593.619163708,4341830.8227114715,NA,1,0,0,0,0,0,0,3971593.619163708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4341830.8227114715,0,0,0,0,0,0,0,0,0,0,0
kirikkale_keskin_2016,5448991.267365421,5234704.45903906,5448991.267365421,5234704.45903906,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5448991.267365421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5234704.45903906
kirikkale_keskin_2020,5018886.225833781,3172220.8089544643,5018886.225833781,3172220.8089544643,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5018886.225833781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3172220.8089544643
