pdy,imp_try_sum,imp_usd_sum,real_try_sum,dollars_sum,houses_sum,projects,try_idare_konut,try_afet_konutu,try_alt_gelir,try_ikmal_ihalesi,try_protokol_meb,try_restorasyon,try_altyapi_sosyal,try_danismanlik_hizmetleri,try_stadyum,try_millet_bahcesi,try_gelir_paylasimli,try_konut_sosyal_donati,try_bakim_onarim,try_kamu_hizmet,try_tarimkoy,try_kentsel_donusum,try_diger,try_talep_organizasyon,usd_idare_konut,usd_afet_konutu,usd_alt_gelir,usd_ikmal_ihalesi,usd_protokol_meb,usd_restorasyon,usd_altyapi_sosyal,usd_danismanlik_hizmetleri,usd_stadyum,usd_millet_bahcesi,usd_gelir_paylasimli,usd_konut_sosyal_donati,usd_bakim_onarim,usd_kamu_hizmet,usd_tarimkoy,usd_kentsel_donusum,usd_diger,usd_talep_organizasyon
adana_aladag_2005,10650223.549488055,9349859.176029963,10650223.549488055,9349859.176029963,308,1,0,0,0,0,0,0,0,0,0,0,0,10650223.549488055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9349859.176029963,0,0,0,0,0,0
adana_ceyhan_2012,19224313.573299702,22040600.66740823,19224313.573299702,22040600.66740823,NA,1,0,0,0,0,0,0,19224313.573299702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22040600.66740823,0,0,0,0,0,0,0,0,0,0,0
adana_ceyhan_2016,19723808.392972153,18948150.708606984,19723808.392972153,18948150.708606984,499,1,0,0,0,0,0,0,0,0,0,0,0,19723808.392972153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18948150.708606984,0,0,0,0,0,0
adana_cukurova_2014,25416122.54186748,26962996.389891695,25416122.54186748,26962996.389891695,NA,1,0,0,0,0,0,0,25416122.54186748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26962996.389891695,0,0,0,0,0,0,0,0,0,0,0
adana_cukurova_2019,6147576.771940038,4316076.29427793,6147576.771940038,4316076.29427793,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6147576.771940038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4316076.29427793,0,0,0,0
adana_feke_2012,1344281.3515909761,1524670.3910614525,1344281.3515909761,1524670.3910614525,NA,1,0,0,0,0,0,0,1344281.3515909761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524670.3910614525,0,0,0,0,0,0,0,0,0,0,0
adana_imamoglu_2011,9713567.319571357,11368152.866242038,9713567.319571357,11368152.866242038,NA,1,0,0,0,0,0,0,9713567.319571357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11368152.866242038,0,0,0,0,0,0,0,0,0,0,0
adana_karaisali_2007,2627377.7052325625,2751124.4377811095,2627377.7052325625,2751124.4377811095,96,1,2627377.7052325625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2751124.4377811095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana_karaisali_2008,4674108.840230121,4891715.590345727,4674108.840230121,4891715.590345727,NA,1,0,0,0,0,0,0,4674108.840230121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4891715.590345727,0,0,0,0,0,0,0,0,0,0,0
adana_karaisali_2009,1117334.9056603773,1279540.8507765024,1117334.9056603773,1279540.8507765024,NA,1,0,0,0,0,0,0,1117334.9056603773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279540.8507765024,0,0,0,0,0,0,0,0,0,0,0
adana_karaisali_2011,2530075.7856802163,2765932.7925840095,2530075.7856802163,2765932.7925840095,NA,1,0,0,0,0,0,0,2530075.7856802163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2765932.7925840095,0,0,0,0,0,0,0,0,0,0,0
adana_karatas_2010,1019278.3273381295,1183746.736292428,1019278.3273381295,1183746.736292428,NA,1,0,0,0,0,0,0,1019278.3273381295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183746.736292428,0,0,0,0,0,0,0,0,0,0,0
adana_kozan_2006,24812191.695663758,23177319.004524887,24812191.695663758,23177319.004524887,864,1,0,0,24812191.695663758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23177319.004524887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana_kozan_2013,5594319.829349592,6307160.49382716,5594319.829349592,6307160.49382716,NA,1,0,0,0,0,0,0,5594319.829349592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6307160.49382716,0,0,0,0,0,0,0,0,0,0,0
adana_kozan_2015,2672179.4724551127,2455153.0073865633,2672179.4724551127,2455153.0073865633,NA,1,0,0,0,0,0,0,2672179.4724551127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2455153.0073865633,0,0,0,0,0,0,0,0,0,0,0
adana_saimbeyli_2014,2233319.3784118746,2551112.6893939395,2233319.3784118746,2551112.6893939395,NA,1,0,0,0,0,0,0,2233319.3784118746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551112.6893939395,0,0,0,0,0,0,0,0,0,0,0
adana_saricam_2011,24266256.82336107,26528389.339513324,24266256.82336107,26528389.339513324,1224,1,0,0,0,0,0,0,0,0,0,0,0,24266256.82336107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26528389.339513324,0,0,0,0,0,0
adana_saricam_2013,74330254.5514426,88339919.03062561,74330254.5514426,88339919.03062561,NA,3,0,0,0,0,0,0,12186436.446301626,0,51896814.39124264,0,0,10247003.713898323,0,0,0,0,0,0,0,0,0,0,0,0,13739259.25925926,0,62299625.47632009,0,0,12301034.295046272,0,0,0,0,0,0
adana_saricam_2016,43522812.30028775,39967030.69872934,43522812.30028775,39967030.69872934,1108,2,11724063.926782582,0,0,0,0,0,0,0,0,0,0,31798748.373505175,0,0,0,0,0,0,10332519.829164125,0,0,0,0,0,0,0,0,0,0,29634510.86956522,0,0,0,0,0,0
adana_saricam_2019,40528804.42231257,30670181.503889367,40528804.42231257,30670181.503889367,913,2,0,0,0,0,0,0,0,0,0,0,0,40528804.42231257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30670181.503889367,0,0,0,0,0,0
adana_saricam_2020,117060154.62320994,81266990.8568972,117060154.62320994,81266990.8568972,3194,4,58152113.30433813,0,0,0,0,0,0,0,0,0,0,58908041.31887181,0,0,0,0,0,0,42783885.78930095,0,0,0,0,0,0,0,0,0,0,38483105.06759625,0,0,0,0,0,0
adana_seyhan_2005,36325762.840682276,31942030.9658337,36325762.840682276,31942030.9658337,NA,3,0,0,32453071.672354948,0,0,0,3872691.168327328,0,0,0,0,0,0,0,0,0,0,0,0,0,28490636.70411985,0,0,0,3451394.2617138494,0,0,0,0,0,0,0,0,0,0,0
adana_seyhan_2006,64835810.60152693,57787653.79215155,64835810.60152693,57787653.79215155,1180,2,47821758.11597952,0,0,0,0,0,17014052.485547405,0,0,0,0,0,0,0,0,0,0,0,42097998.61973775,0,0,0,0,0,15689655.172413794,0,0,0,0,0,0,0,0,0,0,0
adana_seyhan_2007,34751544.56877358,36388305.84707646,34751544.56877358,36388305.84707646,1084,2,0,0,27046240.41579863,0,0,0,0,0,0,0,0,0,0,0,0,7705304.152974951,0,0,0,0,28320089.955022488,0,0,0,0,0,0,0,0,0,0,0,0,8068215.892053973,0,0
adana_seyhan_2011,693631.1591179826,753686.5101037684,693631.1591179826,753686.5101037684,NA,1,0,0,0,0,0,0,693631.1591179826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753686.5101037684,0,0,0,0,0,0,0,0,0,0,0
adana_seyhan_2012,58054638.70946286,66718394.494629815,58054638.70946286,66718394.494629815,NA,3,0,0,0,0,0,0,1804255.7383509013,0,0,0,0,0,0,4225060.3748181695,0,52025322.596293785,0,0,0,0,0,0,0,0,2046368.7150837989,0,0,0,0,0,0,5025195.968645017,0,59646829.810901,0,0
adana_seyhan_2013,496291.2772096404,562277.5800711743,496291.2772096404,562277.5800711743,NA,1,0,0,0,0,0,0,496291.2772096404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562277.5800711743,0,0,0,0,0,0,0,0,0,0,0
adana_seyhan_2016,46314178.09165743,44155405.40540541,46314178.09165743,44155405.40540541,1202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46314178.09165743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44155405.40540541,0,0
adana_seyhan_2018,64190604.25726712,51376001.83192123,64190604.25726712,51376001.83192123,1550,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64190604.25726712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51376001.83192123,0,0
adana_seyhan_2020,67088526.0947247,44840872.240256496,67088526.0947247,44840872.240256496,NA,2,0,0,0,0,5569273.307937045,0,61519252.78678766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520096.6675146273,0,41320775.572741866,0,0,0,0,0,0,0,0,0,0,0
adana_yumurtalik_2011,2473951.1341874716,2688148.5527034407,2473951.1341874716,2688148.5527034407,NA,1,0,0,0,0,0,0,2473951.1341874716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688148.5527034407,0,0,0,0,0,0,0,0,0,0,0
adana_yumurtalik_2020,1838715.4549095132,1162172.4751971508,1838715.4549095132,1162172.4751971508,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1838715.4549095132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162172.4751971508,0,0,0,0
adana_yuregir_2005,101042021.64005719,89266010.47932509,101042021.64005719,89266010.47932509,NA,7,51395426.469873935,0,48217401.84303761,0,0,0,1429193.3271456382,0,0,0,0,0,0,0,0,0,0,0,44901183.18011576,0,43075938.41032043,0,0,0,1288888.8888888888,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2006,84861333.31867881,76581986.98269914,84861333.31867881,76581986.98269914,NA,3,0,0,4125998.573186889,0,0,0,80735334.74549192,0,0,0,0,0,0,0,0,0,0,0,0,0,3632160.11042098,0,0,0,72949826.87227815,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2007,497548.01944402687,520982.0089955022,497548.01944402687,520982.0089955022,NA,1,0,0,0,0,0,0,497548.01944402687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520982.0089955022,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2008,8580671.630246902,10658312.447786132,8580671.630246902,10658312.447786132,210,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8580671.630246902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10658312.447786132,0,0,0
adana_yuregir_2009,28808558.31559311,31558279.582659245,28808558.31559311,31558279.582659245,NA,3,0,0,11648584.905660378,0,0,0,17159973.409932733,0,0,0,0,0,0,0,0,0,0,0,0,0,13339635.381498987,0,0,0,18218644.20116026,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2010,7890716.837125838,9257161.892071953,7890716.837125838,9257161.892071953,328,1,0,0,0,0,0,0,0,0,0,0,0,7890716.837125838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9257161.892071953,0,0,0,0,0,0
adana_yuregir_2011,6097761.641639729,7373555.840821566,6097761.641639729,7373555.840821566,NA,1,0,0,0,0,0,0,6097761.641639729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7373555.840821566,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2012,9650993.415425047,9356903.10167016,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9650993.415425047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9356903.10167016,0,0,0,0
adana_yuregir_2013,50751588.65647734,57898450.909628555,50751588.65647734,57898450.909628555,NA,3,0,0,0,0,0,0,3403371.8347984916,0,0,0,0,9311046.92027589,0,0,0,38037169.90140296,0,0,0,0,0,0,0,0,3837037.0370370373,0,0,0,0,11177463.255307566,0,0,0,42883950.617283955,0,0
adana_yuregir_2014,2087470.6802992148,2350451.433857539,2087470.6802992148,2350451.433857539,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2087470.6802992148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350451.433857539,0,0,0,0
adana_yuregir_2016,10875652.923400706,9584807.809640024,10875652.923400706,9584807.809640024,283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10875652.923400706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9584807.809640024
adiyaman_besni_2004,6281661.22258516,4651554.941257775,6281661.22258516,4651554.941257775,240,1,6281661.22258516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4651554.941257775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_besni_2005,8895496.398268541,8022222.222222222,8895496.398268541,8022222.222222222,260,1,8895496.398268541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8022222.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_besni_2007,2119755.4017834687,2301092.0436817473,2119755.4017834687,2301092.0436817473,168,1,2119755.4017834687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2301092.0436817473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_besni_2008,8510404.455835652,9296492.117108049,NA,NA,NA,1,0,0,0,0,0,0,8510404.455835652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9296492.117108049,0,0,0,0,0,0,0,0,0,0,0
adiyaman_besni_2009,10915456.383999217,11965840.58941728,10915456.383999217,11965840.58941728,NA,1,0,0,0,0,0,0,10915456.383999217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11965840.58941728,0,0,0,0,0,0,0,0,0,0,0
adiyaman_besni_2013,3518014.1169290966,3985765.12455516,3518014.1169290966,3985765.12455516,NA,1,0,0,0,0,0,0,3518014.1169290966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3985765.12455516,0,0,0,0,0,0,0,0,0,0,0
adiyaman_besni_2015,15275066.038819343,14034470.629616601,15275066.038819343,14034470.629616601,472,1,15275066.038819343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14034470.629616601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_besni_2020,1721864.325402449,1129419.256381798,1721864.325402449,1129419.256381798,NA,1,0,0,0,0,0,0,0,0,0,1721864.325402449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129419.256381798,0,0,0,0,0,0,0,0
adiyaman_celikhan_2016,10362753.053652868,9879729.72972973,10362753.053652868,9879729.72972973,252,1,0,0,0,10362753.053652868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9879729.72972973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_celikhan_2020,6756852.501770669,4939934.701709156,NA,NA,NA,1,0,0,0,0,6756852.501770669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4939934.701709156,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_gerger_2017,935568.4678040764,766458.9542129504,935568.4678040764,766458.9542129504,110,1,0,0,0,935568.4678040764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766458.9542129504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_golbasi_2003,3497744.360902256,2307539.6825396824,3497744.360902256,2307539.6825396824,128,1,3497744.360902256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307539.6825396824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_golbasi_2009,13428473.99986495,13977883.067092652,13428473.99986495,13977883.067092652,392,1,0,0,0,0,0,0,0,0,0,0,0,13428473.99986495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13977883.067092652,0,0,0,0,0,0
adiyaman_kahta_2003,6506055.137844612,4292189.153439153,6506055.137844612,4292189.153439153,192,1,6506055.137844612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292189.153439153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_kahta_2008,11833405.786287576,14509148.766905332,11833405.786287576,14509148.766905332,NA,1,0,0,0,0,0,0,0,0,0,0,0,11833405.786287576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14509148.766905332,0,0,0,0,0,0
adiyaman_kahta_2010,2506630.0193647677,2940706.1958694207,2506630.0193647677,2940706.1958694207,NA,1,0,0,0,0,0,0,2506630.0193647677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940706.1958694207,0,0,0,0,0,0,0,0,0,0,0
adiyaman_kahta_2011,5403286.20327414,5871108.683779356,5403286.20327414,5871108.683779356,192,1,5403286.20327414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5871108.683779356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_kahta_2015,237768.21062108292,231807.95198799702,237768.21062108292,231807.95198799702,NA,1,0,0,0,237768.21062108292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231807.95198799702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_kahta_2020,125686893.46226457,84420399.8248942,125686893.46226457,84420399.8248942,NA,1,0,0,0,0,0,0,125686893.46226457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84420399.8248942,0,0,0,0,0,0,0,0,0,0,0
adiyaman_merkez_2005,20561623.001108468,17620765.83210604,20561623.001108468,17620765.83210604,668,2,20561623.001108468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17620765.83210604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_merkez_2009,49741266.09079313,54915977.92172609,49741266.09079313,54915977.92172609,NA,2,0,0,0,0,0,0,49741266.09079313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54915977.92172609,0,0,0,0,0,0,0,0,0,0,0
adiyaman_merkez_2010,15279912.184412735,19107755.662319835,15279912.184412735,19107755.662319835,700,1,15279912.184412735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19107755.662319835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_merkez_2011,5621493.572644729,6113522.551297248,5621493.572644729,6113522.551297248,NA,2,4821239.187144702,0,0,0,0,0,800254.3855000265,0,0,0,0,0,0,0,0,0,0,0,5238667.394866194,0,0,0,0,0,874855.1564310545,0,0,0,0,0,0,0,0,0,0,0
adiyaman_merkez_2012,15765228.13325407,18214121.464396432,15765228.13325407,18214121.464396432,NA,2,0,0,0,0,0,0,3494442.692175518,0,0,0,0,12270785.441078553,0,0,0,0,0,0,0,0,0,0,0,0,4156215.005599104,0,0,0,0,14057906.458797326,0,0,0,0,0,0
adiyaman_merkez_2020,48085490.843758374,35316792.84277487,NA,NA,NA,4,0,0,0,0,6756852.501770669,0,8510404.455835652,0,0,14133246.473615304,0,0,0,0,0,18684987.41253675,0,0,0,0,0,0,4939934.701709156,0,9296492.117108049,0,0,9270394.006659267,0,0,0,0,0,11809972.017298397,0,0
adiyaman_samsat_2008,240067.99763824997,294351.63086714403,240067.99763824997,294351.63086714403,NA,1,0,0,0,0,0,240067.99763824997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294351.63086714403,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_samsat_2020,2802494.9607967967,1838235.294117647,2802494.9607967967,1838235.294117647,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2802494.9607967967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1838235.294117647,0,0,0,0
afyonkarahisar_bayat_2008,5043217.430234293,6183578.361177407,5043217.430234293,6183578.361177407,160,1,0,0,0,0,0,0,0,0,0,0,0,5043217.430234293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6183578.361177407,0,0,0,0,0,0
afyonkarahisar_bayat_2016,3515142.284513644,3097925.564368517,3515142.284513644,3097925.564368517,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3515142.284513644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3097925.564368517
afyonkarahisar_bayat_2018,8183718.328950091,7160850.170558909,8183718.328950091,7160850.170558909,236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8183718.328950091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7160850.170558909
afyonkarahisar_bolvadin_2006,30924442.649555393,28517241.379310347,30924442.649555393,28517241.379310347,452,1,30924442.649555393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28517241.379310347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar_cay_2007,6151156.744797069,7507525.738396624,6151156.744797069,7507525.738396624,176,1,0,0,0,0,0,0,0,0,0,0,0,6151156.744797069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7507525.738396624,0,0,0,0,0,0
afyonkarahisar_cay_2009,1961289.8473324617,2041533.5463258787,1961289.8473324617,2041533.5463258787,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961289.8473324617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041533.5463258787,0,0,0
afyonkarahisar_cay_2012,3817357.895773815,4329608.9385474855,3817357.895773815,4329608.9385474855,NA,1,0,0,0,0,0,0,3817357.895773815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4329608.9385474855,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar_dazkiri_2017,5815891.534985095,5162162.162162162,5815891.534985095,5162162.162162162,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5815891.534985095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5162162.162162162
afyonkarahisar_dinar_2005,11441760.371918816,10318518.518518519,11441760.371918816,10318518.518518519,352,1,0,0,0,0,0,0,0,0,0,0,0,11441760.371918816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10318518.518518519,0,0,0,0,0,0
afyonkarahisar_dinar_2008,12764068.521619823,15854636.591478696,12764068.521619823,15854636.591478696,480,1,12764068.521619823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15854636.591478696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar_dinar_2009,3057912.278197402,2987871.4372346876,3057912.278197402,2987871.4372346876,NA,1,0,0,0,0,0,0,3057912.278197402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2987871.4372346876,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar_dinar_2011,10109703.356187772,11007534.960855056,10109703.356187772,11007534.960855056,NA,2,0,0,0,0,0,0,6717896.689167793,0,0,0,0,3391806.66701998,0,0,0,0,0,0,0,0,0,0,0,0,7299539.595849263,0,0,0,0,3707995.365005794,0,0,0,0,0,0
afyonkarahisar_dinar_2016,4267670.03700332,3761134.838316046,4267670.03700332,3761134.838316046,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4267670.03700332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3761134.838316046,0,0
afyonkarahisar_dinar_2017,31851758.623694222,27577535.62447611,31851758.623694222,27577535.62447611,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31851758.623694222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27577535.62447611
afyonkarahisar_dinar_2018,3748496.8527620425,3279979.008134348,3748496.8527620425,3279979.008134348,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3748496.8527620425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3279979.008134348
afyonkarahisar_dinar_2020,9432004.97278003,8092564.225253392,NA,NA,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9432004.97278003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8092564.225253392
afyonkarahisar_emirdag_2007,8782008.591731738,8547008.547008548,8782008.591731738,8547008.547008548,230,1,0,0,0,0,0,0,0,0,0,0,0,8782008.591731738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8547008.547008548,0,0,0,0,0,0
afyonkarahisar_emirdag_2011,5188404.260957126,5672074.1599073,5188404.260957126,5672074.1599073,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5188404.260957126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5672074.1599073,0,0,0
afyonkarahisar_emirdag_2012,5443314.200731931,6236080.178173719,5443314.200731931,6236080.178173719,NA,1,0,0,0,0,0,0,5443314.200731931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6236080.178173719,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar_iscehisar_2016,15230552.488291515,13422818.791946309,15230552.488291515,13422818.791946309,407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15230552.488291515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13422818.791946309
afyonkarahisar_iscehisar_2020,14969091.582622427,15067304.567262758,NA,NA,267,1,0,0,0,0,0,0,0,0,0,0,0,14969091.582622427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15067304.567262758,0,0,0,0,0,0
afyonkarahisar_merkez_2006,15698650.015287284,13819687.370600414,15698650.015287284,13819687.370600414,516,1,0,0,15698650.015287284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13819687.370600414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar_merkez_2007,57932082.10663566,61217864.27012636,57932082.10663566,61217864.27012636,NA,2,14870867.881999077,0,0,0,0,0,43061214.224636585,0,0,0,0,0,0,0,0,0,0,0,14472934.472934473,0,0,0,0,0,46744929.79719189,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar_merkez_2009,15652330.538907176,17402966.714349613,15652330.538907176,17402966.714349613,NA,2,4994103.773584906,0,0,0,0,0,10658226.76532227,0,0,0,0,0,0,0,0,0,0,0,5719108.710330857,0,0,0,0,0,11683858.004018754,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar_merkez_2010,23537321.624588367,29433768.0164722,23537321.624588367,29433768.0164722,NA,1,0,0,0,0,0,0,0,0,23537321.624588367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29433768.0164722,0,0,0,0,0,0,0,0,0
afyonkarahisar_merkez_2011,41742508.71051783,46898329.11136332,41742508.71051783,46898329.11136332,NA,4,5254650.48492236,0,0,0,0,0,36487858.225595474,0,0,0,0,0,0,0,0,0,0,0,5744495.944380069,0,0,0,0,0,41153833.166983254,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar_merkez_2012,6573202.677791792,7536151.27919911,6573202.677791792,7536151.27919911,160,1,6573202.677791792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7536151.27919911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar_merkez_2013,9399469.605524717,10649211.997966446,9399469.605524717,10649211.997966446,217,1,9399469.605524717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10649211.997966446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar_merkez_2015,15312195.816356761,14928357.089272318,15312195.816356761,14928357.089272318,434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15312195.816356761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14928357.089272318
