province,district,registered_voters,valid_votes,akp,chp,mhp,year,province_district
igdir,merkez,37012,23117,4783,131,9753,2004,igdir_merkez
igdir,tuzluca,5470,3696,925,28,NA,2004,igdir_tuzluca
isparta,aksu,1841,1461,510,452,15,2004,isparta_aksu
isparta,atabey,3551,2930,1711,NA,67,2004,isparta_atabey
isparta,egirdir,10159,8463,3241,270,598,2004,isparta_egirdir
isparta,gelendost,3446,2933,1317,123,142,2004,isparta_gelendost
isparta,gonen,3161,2577,1384,NA,NA,2004,isparta_gonen
isparta,keciborlu,5698,4637,980,1579,1642,2004,isparta_keciborlu
isparta,merkez,98421,75823,37627,4428,26128,2004,isparta_merkez
isparta,sarkikaraagac,8051,6552,895,42,2774,2004,isparta_sarkikaraagac
isparta,senirkent,4593,3626,1490,NA,1678,2004,isparta_senirkent
isparta,sutculer,2029,1648,1034,26,10,2004,isparta_sutculer
isparta,uluborlu,3651,2822,1085,185,898,2004,isparta_uluborlu
isparta,yalvac,11362,9093,5190,75,105,2004,isparta_yalvac
isparta,yenisarbademli,1861,1579,1073,NA,28,2004,isparta_yenisarbademli
istanbul,adalar,13905,9985,2203,1825,70,2004,istanbul_adalar
istanbul,avcilar,174081,110634,38191,46132,9854,2004,istanbul_avcilar
istanbul,bagcilar,374872,236652,103922,35228,18261,2004,istanbul_bagcilar
istanbul,bahcelievler,347302,207899,100616,52442,11166,2004,istanbul_bahcelievler
istanbul,bakirkoy,169314,109925,27685,46955,2944,2004,istanbul_bakirkoy
istanbul,bayrampasa,168542,117324,60907,14111,3204,2004,istanbul_bayrampasa
istanbul,besiktas,163968,99817,19273,44534,1999,2004,istanbul_besiktas
istanbul,beykoz,127398,88681,38055,24866,3021,2004,istanbul_beykoz
istanbul,beyoglu,172589,108554,43779,28156,3267,2004,istanbul_beyoglu
istanbul,buyukcekmece,32968,19429,4457,5146,320,2004,istanbul_buyukcekmece
istanbul,catalca,11368,9399,2545,1967,186,2004,istanbul_catalca
istanbul,eminonu,33091,18701,4883,3199,474,2004,istanbul_eminonu
istanbul,esenler,256973,171767,72346,23960,19453,2004,istanbul_esenler
istanbul,eyup,164547,118877,52241,30648,3276,2004,istanbul_eyup
istanbul,fatih,311169,192882,85232,41064,11771,2004,istanbul_fatih
istanbul,gaziosmanpasa,434523,297983,149408,62908,9386,2004,istanbul_gaziosmanpasa
istanbul,gungoren,186751,116369,58888,21976,6291,2004,istanbul_gungoren
istanbul,kadikoy,586150,365318,120490,187306,7608,2004,istanbul_kadikoy
istanbul,kagithane,252072,163162,82705,29187,19103,2004,istanbul_kagithane
istanbul,kartal,251601,173965,72243,51649,5392,2004,istanbul_kartal
istanbul,kucukcekmece,413087,266674,133392,54143,16224,2004,istanbul_kucukcekmece
istanbul,maltepe,260382,171811,73895,58319,5549,2004,istanbul_maltepe
istanbul,pendik,274574,195331,86410,59141,8717,2004,istanbul_pendik
istanbul,sariyer,160413,111076,36106,28648,3649,2004,istanbul_sariyer
istanbul,sile,7127,5243,1644,1529,64,2004,istanbul_sile
istanbul,silivri,31402,22229,7735,6648,293,2004,istanbul_silivri
istanbul,sisli,213968,140979,31652,92627,2726,2004,istanbul_sisli
istanbul,sultanbeyli,113130,78407,37459,7131,3435,2004,istanbul_sultanbeyli
istanbul,tuzla,74295,54860,17492,14418,8093,2004,istanbul_tuzla
istanbul,umraniye,308746,215601,101770,33211,13691,2004,istanbul_umraniye
istanbul,uskudar,382196,252008,110468,60289,9093,2004,istanbul_uskudar
istanbul,zeytinburnu,164097,106377,56068,21144,8214,2004,istanbul_zeytinburnu
izmir,aliaga,25075,20388,6734,3833,1205,2004,izmir_aliaga
izmir,balcova,55663,39923,9292,15431,1059,2004,izmir_balcova
izmir,bayindir,10062,7969,2407,1783,185,2004,izmir_bayindir
izmir,bergama,38242,30030,10931,6949,1480,2004,izmir_bergama
izmir,beydag,4180,3534,515,1167,12,2004,izmir_beydag
izmir,bornova,281895,209330,66291,70562,9450,2004,izmir_bornova
izmir,buca,228114,160469,60870,40858,15405,2004,izmir_buca
izmir,cesme,15404,11679,1749,4923,3477,2004,izmir_cesme
izmir,cigli,84965,63771,23822,24755,2436,2004,izmir_cigli
izmir,dikili,10432,8148,269,961,271,2004,izmir_dikili
izmir,foca,7425,5309,286,2343,100,2004,izmir_foca
izmir,gaziemir,48582,35550,16143,13400,2481,2004,izmir_gaziemir
izmir,guzelbahce,10705,7888,1762,4102,148,2004,izmir_guzelbahce
izmir,karaburun,2440,1857,211,637,4,2004,izmir_karaburun
izmir,karsiyaka,346168,250168,70825,123103,7734,2004,izmir_karsiyaka
izmir,kemalpasa,17917,14109,5311,1119,1711,2004,izmir_kemalpasa
izmir,kinik,7975,6578,2086,2431,113,2004,izmir_kinik
izmir,kiraz,6177,5221,2045,2162,79,2004,izmir_kiraz
izmir,konak,575314,396094,136115,155832,15408,2004,izmir_konak
izmir,menderes,11695,9733,1453,5088,317,2004,izmir_menderes
izmir,menemen,30056,23478,7154,10026,4069,2004,izmir_menemen
izmir,narlidere,36962,26208,5112,12981,325,2004,izmir_narlidere
izmir,odemis,46711,37152,13901,11169,1649,2004,izmir_odemis
izmir,seferihisar,10908,8642,871,2605,80,2004,izmir_seferihisar
izmir,selcuk,18337,14874,1925,5640,2763,2004,izmir_selcuk
izmir,tire,32016,26308,7730,7259,2025,2004,izmir_tire
izmir,torbali,27140,21706,5131,5757,2297,2004,izmir_torbali
izmir,urla,26439,19706,6140,4198,187,2004,izmir_urla
karabuk,eflani,2249,1810,478,NA,NA,2004,karabuk_eflani
karabuk,eskipazar,5402,4063,1509,29,197,2004,karabuk_eskipazar
karabuk,merkez,63447,45612,26490,4190,1579,2004,karabuk_merkez
karabuk,ovacik,573,439,282,71,NA,2004,karabuk_ovacik
karabuk,safranbolu,24096,18415,8468,3194,881,2004,karabuk_safranbolu
karabuk,yenice,8438,6842,3022,3372,131,2004,karabuk_yenice
karaman,ayranci,2013,1693,667,661,284,2004,karaman_ayranci
karaman,basyayla,1272,1092,523,NA,560,2004,karaman_basyayla
karaman,ermenek,6750,5477,1375,1222,1490,2004,karaman_ermenek
karaman,kazimkarabekir,2495,2094,939,83,1040,2004,karaman_kazimkarabekir
karaman,merkez,65820,54490,22758,14220,13564,2004,karaman_merkez
karaman,sariveliler,2675,2351,1231,NA,11,2004,karaman_sariveliler
kars,akyaka,1782,1227,806,NA,NA,2004,kars_akyaka
kars,arpacay,2091,1362,506,355,11,2004,kars_arpacay
kars,digor,2143,1494,689,542,7,2004,kars_digor
kars,kagizman,11577,6385,2257,520,1668,2004,kars_kagizman
kars,merkez,46918,27114,13313,2226,9251,2004,kars_merkez
kars,sarikamis,11981,7246,2715,1620,2433,2004,kars_sarikamis
kars,selim,3158,2181,767,574,NA,2004,kars_selim
kars,susuz,2005,1410,672,39,NA,2004,kars_susuz
kastamonu,abana,2822,2199,837,1339,11,2004,kastamonu_abana
kastamonu,agli,2818,2295,1355,NA,NA,2004,kastamonu_agli
kastamonu,arac,3947,3047,1107,1153,745,2004,kastamonu_arac
kastamonu,azdavay,1997,1501,1034,130,NA,2004,kastamonu_azdavay
kastamonu,bozkurt,3120,2117,1740,NA,NA,2004,kastamonu_bozkurt
kastamonu,catalzeytin,2063,1527,702,426,20,2004,kastamonu_catalzeytin
kastamonu,cide,3904,2987,550,260,NA,2004,kastamonu_cide
kastamonu,daday,2868,2111,579,661,569,2004,kastamonu_daday
kastamonu,devrekani,4132,3353,1705,79,469,2004,kastamonu_devrekani
kastamonu,doganyurt,1058,814,178,NA,318,2004,kastamonu_doganyurt
kastamonu,hanonu,1619,1251,769,141,NA,2004,kastamonu_hanonu
kastamonu,ihsangazi,2307,1963,325,NA,834,2004,kastamonu_ihsangazi
kastamonu,inebolu,6672,4561,2570,NA,NA,2004,kastamonu_inebolu
kastamonu,kure,2302,1722,590,434,NA,2004,kastamonu_kure
kastamonu,merkez,47677,34633,9260,6033,16684,2004,kastamonu_merkez
kastamonu,pinarbasi,1361,1121,338,15,596,2004,kastamonu_pinarbasi
kastamonu,senpazar,1245,952,412,NA,NA,2004,kastamonu_senpazar
kastamonu,seydiler,2152,1765,587,432,416,2004,kastamonu_seydiler
kastamonu,taskopru,10720,7548,4027,352,2112,2004,kastamonu_taskopru
kayseri,akkisla,2374,1891,980,650,NA,2004,kayseri_akkisla
kayseri,bunyan,10010,7968,3948,282,2031,2004,kayseri_bunyan
kayseri,develi,22052,16653,9293,601,5796,2004,kayseri_develi
kayseri,felahiye,1665,1372,218,605,540,2004,kayseri_felahiye
kayseri,hacilar,8509,7234,3780,46,3362,2004,kayseri_hacilar
kayseri,incesu,6347,5182,2737,347,1898,2004,kayseri_incesu
kayseri,kocasinan,188249,121893,80964,12577,13449,2004,kayseri_kocasinan
kayseri,melikgazi,165466,110505,78290,9169,10606,2004,kayseri_melikgazi
kayseri,ozvatan,3560,2938,1630,12,1288,2004,kayseri_ozvatan
kayseri,pinarbasi,8451,5679,1685,385,1282,2004,kayseri_pinarbasi
kayseri,sarioglan,2687,2058,848,NA,639,2004,kayseri_sarioglan
kayseri,sariz,3096,2724,914,NA,209,2004,kayseri_sariz
kayseri,talas,25956,18281,7013,4144,6035,2004,kayseri_talas
kayseri,tomarza,7171,5708,3060,2103,314,2004,kayseri_tomarza
kayseri,yahyali,13899,10159,5091,NA,3466,2004,kayseri_yahyali
kayseri,yesilhisar,7566,6070,3274,633,1974,2004,kayseri_yesilhisar
kilis,elbeyli,1615,1256,284,382,35,2004,kilis_elbeyli
kilis,merkez,40083,28831,16548,8962,1520,2004,kilis_merkez
kilis,musabeyli,690,548,161,8,163,2004,kilis_musabeyli
kilis,polateli,752,633,45,296,53,2004,kilis_polateli
kirikkale,bahsili,4923,3566,2069,1409,55,2004,kirikkale_bahsili
kirikkale,baliseyh,2295,1652,867,NA,27,2004,kirikkale_baliseyh
kirikkale,celebi,1857,1203,593,49,511,2004,kirikkale_celebi
kirikkale,delice,3205,2232,1055,31,1030,2004,kirikkale_delice
kirikkale,karakecili,3568,2910,461,NA,510,2004,kirikkale_karakecili
kirikkale,keskin,10278,7852,3621,86,3300,2004,kirikkale_keskin
kirikkale,merkez,112295,80665,31292,3810,16617,2004,kirikkale_merkez
kirikkale,sulakyurt,1726,1526,427,393,393,2004,kirikkale_sulakyurt
kirikkale,yahsihan,4358,3421,995,972,147,2004,kirikkale_yahsihan
kirklareli,babaeski,16658,13910,1825,6434,NA,2004,kirklareli_babaeski
kirklareli,demirkoy,3178,2451,404,374,260,2004,kirklareli_demirkoy
kirklareli,kofcaz,558,527,211,312,NA,2004,kirklareli_kofcaz
kirklareli,luleburgaz,52374,39450,8308,9773,677,2004,kirklareli_luleburgaz
kirklareli,merkez,36392,27803,6831,8659,7657,2004,kirklareli_merkez
kirklareli,pehlivankoy,2249,1848,1002,833,NA,2004,kirklareli_pehlivankoy
kirklareli,pinarhisar,7189,6023,1764,1528,400,2004,kirklareli_pinarhisar
kirklareli,vize,7288,6058,1391,580,935,2004,kirklareli_vize
kirsehir,akcakent,820,668,239,12,20,2004,kirsehir_akcakent
kirsehir,akpinar,2342,1898,848,1010,37,2004,kirsehir_akpinar
kirsehir,boztepe,3055,2535,758,878,893,2004,kirsehir_boztepe
kirsehir,cicekdagi,4782,3612,1554,550,440,2004,kirsehir_cicekdagi
kirsehir,kaman,15876,11447,4964,2819,2440,2004,kirsehir_kaman
kirsehir,merkez,54440,38435,13350,4787,11640,2004,kirsehir_merkez
kirsehir,mucur,9293,7281,4212,364,2627,2004,kirsehir_mucur
kocaeli,derince,75093,52398,16654,10079,9357,2004,kocaeli_derince
kocaeli,gebze,159795,120412,50165,23554,18483,2004,kocaeli_gebze
kocaeli,golcuk,43837,28520,10195,2915,3255,2004,kocaeli_golcuk
kocaeli,kandira,8437,6319,1926,1983,933,2004,kocaeli_kandira
kocaeli,karamursel,22638,16483,6469,456,1732,2004,kocaeli_karamursel
kocaeli,korfez,59391,44257,16132,6790,4547,2004,kocaeli_korfez
konya,ahirli,790,624,365,6,24,2004,konya_ahirli
konya,akoren,2372,1972,944,NA,938,2004,konya_akoren
konya,aksehir,32439,24339,12179,9396,2048,2004,konya_aksehir
konya,altinekin,2619,2406,1290,NA,1076,2004,konya_altinekin
konya,beysehir,15634,12614,5813,231,2613,2004,konya_beysehir
konya,bozkir,6580,4056,974,NA,1058,2004,konya_bozkir
konya,celtik,3218,2569,1055,NA,7,2004,konya_celtik
konya,cihanbeyli,8990,7173,3131,NA,47,2004,konya_cihanbeyli
konya,cumra,16311,13178,4661,NA,3096,2004,konya_cumra
konya,derbent,3070,2714,1079,NA,630,2004,konya_derbent
konya,derebucak,1583,1321,581,NA,724,2004,konya_derebucak
konya,doganhisar,5416,4559,738,NA,69,2004,konya_doganhisar
konya,emirgazi,4853,4053,2301,NA,13,2004,konya_emirgazi
konya,eregli,52582,40671,12812,NA,8382,2004,konya_eregli
konya,guneysinir,3814,3005,1498,NA,889,2004,konya_guneysinir
konya,hadim,2119,1730,459,NA,609,2004,konya_hadim
konya,halkapinar,1430,1140,743,NA,360,2004,konya_halkapinar
konya,huyuk,2407,1991,632,NA,780,2004,konya_huyuk
konya,ilgin,17744,14105,2302,NA,1998,2004,konya_ilgin
konya,kadinhani,8714,7230,3481,NA,1202,2004,konya_kadinhani
konya,karapinar,18751,15879,8132,NA,2081,2004,konya_karapinar
konya,karatay,100865,79094,51063,806,3419,2004,konya_karatay
konya,kulu,11909,8774,4342,NA,3960,2004,konya_kulu
konya,meram,147827,113325,72100,3038,7984,2004,konya_meram
konya,sarayonu,6574,5445,1959,NA,1570,2004,konya_sarayonu
konya,selcuklu,192423,140888,87443,5240,17485,2004,konya_selcuklu
konya,seydisehir,25421,20789,8535,5772,5551,2004,konya_seydisehir
konya,taskent,928,811,437,NA,52,2004,konya_taskent
konya,tuzlukcu,4171,3412,1489,1262,45,2004,konya_tuzlukcu
konya,yalihuyuk,1685,1361,121,NA,454,2004,konya_yalihuyuk
konya,yunak,5647,4061,2283,NA,1332,2004,konya_yunak
kutahya,altintas,3490,2902,881,837,499,2004,kutahya_altintas
kutahya,aslanapa,1340,1124,554,NA,292,2004,kutahya_aslanapa
kutahya,cavdarhisar,1815,1485,590,721,14,2004,kutahya_cavdarhisar
kutahya,domanic,3363,2610,1194,845,236,2004,kutahya_domanic
kutahya,dumlupinar,980,818,333,53,149,2004,kutahya_dumlupinar
kutahya,emet,6855,5714,2562,68,258,2004,kutahya_emet
kutahya,gediz,11974,10008,4014,277,3073,2004,kutahya_gediz
kutahya,hisarcik,3169,2740,1461,NA,347,2004,kutahya_hisarcik
kutahya,merkez,115502,91238,52547,5661,12395,2004,kutahya_merkez
kutahya,pazarlar,2412,2006,1131,NA,829,2004,kutahya_pazarlar
kutahya,saphane,2564,2147,964,NA,26,2004,kutahya_saphane
kutahya,simav,13412,10695,5945,NA,1080,2004,kutahya_simav
kutahya,tavsanli,33552,28062,11117,696,1784,2004,kutahya_tavsanli
malatya,akcadag,7191,5270,2552,566,183,2004,malatya_akcadag
malatya,arapkir,4765,3215,1462,538,38,2004,malatya_arapkir
malatya,arguvan,1783,1306,132,311,1,2004,malatya_arguvan
malatya,battalgazi,10372,8185,2406,825,56,2004,malatya_battalgazi
malatya,darende,7621,4422,2556,NA,1802,2004,malatya_darende
malatya,dogansehir,8215,5714,2267,642,1113,2004,malatya_dogansehir
malatya,doganyol,1079,832,425,NA,NA,2004,malatya_doganyol
malatya,hekimhan,6022,4869,836,2071,86,2004,malatya_hekimhan
malatya,kale,3200,1940,520,NA,251,2004,malatya_kale
malatya,kuluncak,1663,1323,619,669,11,2004,malatya_kuluncak
malatya,merkez,207399,122218,62895,12706,40642,2004,malatya_merkez
malatya,poturge,2277,1477,538,578,NA,2004,malatya_poturge
malatya,yazihan,1564,1241,441,157,9,2004,malatya_yazihan
malatya,yesilyurt,6431,4584,2857,1160,56,2004,malatya_yesilyurt
manisa,ahmetli,7262,5941,1896,2064,511,2004,manisa_ahmetli
manisa,akhisar,57429,44995,17854,12515,1309,2004,manisa_akhisar
manisa,alasehir,28360,23303,NA,4241,10046,2004,manisa_alasehir
manisa,demirci,13080,9943,4432,1180,799,2004,manisa_demirci
manisa,golmarmara,6999,5772,2075,1397,50,2004,manisa_golmarmara
manisa,gordes,7933,6720,1618,1174,2049,2004,manisa_gordes
manisa,kirkagac,13218,10571,3016,327,1881,2004,manisa_kirkagac
manisa,koprubasi,4042,3383,1146,879,796,2004,manisa_koprubasi
manisa,kula,13937,11836,2345,2248,1160,2004,manisa_kula
manisa,merkez,147814,113898,42970,10378,3882,2004,manisa_merkez
manisa,salihli,59028,47528,11797,16354,10241,2004,manisa_salihli
manisa,sarigol,9286,7884,2260,3028,811,2004,manisa_sarigol
manisa,saruhanli,10494,7878,3287,1336,397,2004,manisa_saruhanli
manisa,selendi,5180,4381,1383,1201,595,2004,manisa_selendi
manisa,soma,42210,33887,14999,8811,1779,2004,manisa_soma
manisa,turgutlu,61462,47844,17146,8317,16338,2004,manisa_turgutlu
mardin,dargecit,7595,4873,NA,NA,NA,2004,mardin_dargecit
mardin,derik,8533,5868,NA,373,NA,2004,mardin_derik
mardin,kiziltepe,47212,27254,NA,1368,NA,2004,mardin_kiziltepe
mardin,mazidagi,5864,4066,NA,906,NA,2004,mardin_mazidagi
mardin,merkez,40301,22878,NA,720,278,2004,mardin_merkez
mardin,midyat,25588,15262,NA,NA,NA,2004,mardin_midyat
mardin,nusaybin,30157,17210,NA,1204,NA,2004,mardin_nusaybin
mardin,omerli,3764,2899,NA,1014,69,2004,mardin_omerli
mardin,savur,4332,2984,NA,378,NA,2004,mardin_savur
mardin,yesilli,6924,4725,NA,NA,NA,2004,mardin_yesilli
mersin,anamur,21416,16222,2849,5647,3407,2004,mersin_anamur
mersin,aydincik,6687,5120,1781,2055,507,2004,mersin_aydincik
mersin,bozyazi,9948,8475,1775,377,3874,2004,mersin_bozyazi
mersin,camliyayla,3144,2370,1276,23,907,2004,mersin_camliyayla
mersin,erdemli,23678,18583,8123,354,7941,2004,mersin_erdemli
mersin,gulnar,5534,4555,1347,1155,1592,2004,mersin_gulnar
mersin,mut,17908,14300,3403,1964,311,2004,mersin_mut
mersin,silifke,29695,24262,1398,6270,10773,2004,mersin_silifke
mersin,tarsus,126519,93326,16292,22243,38365,2004,mersin_tarsus
mugla,bodrum,20544,11847,2252,5726,263,2004,mugla_bodrum
mugla,dalaman,13300,9368,3646,2464,1524,2004,mugla_dalaman
mugla,datca,6093,4349,822,1700,191,2004,mugla_datca
mugla,fethiye,37712,27811,3952,4317,11481,2004,mugla_fethiye
mugla,kavaklidere,2267,1865,1032,NA,74,2004,mugla_kavaklidere
mugla,koycegiz,5918,4712,1654,2429,408,2004,mugla_koycegiz
mugla,marmaris,17723,11398,NA,6455,500,2004,mugla_marmaris
mugla,merkez,32652,24387,6045,10511,475,2004,mugla_merkez
mugla,milas,29664,22901,5862,8507,486,2004,mugla_milas
mugla,ortaca,12717,10040,2749,2662,1837,2004,mugla_ortaca
mugla,ula,4199,3512,510,1514,76,2004,mugla_ula
mugla,yatagan,11121,8969,1967,3595,NA,2004,mugla_yatagan
mus,bulanik,9696,6104,1758,33,1974,2004,mus_bulanik
mus,haskoy,5282,4029,512,NA,NA,2004,mus_haskoy
mus,korkut,1815,1369,659,3,NA,2004,mus_korkut
mus,malazgirt,9500,5978,2538,NA,NA,2004,mus_malazgirt
mus,merkez,29885,19090,6807,214,170,2004,mus_merkez
mus,varto,5687,3823,1393,213,NA,2004,mus_varto
nevsehir,acigol,3507,2800,1687,NA,NA,2004,nevsehir_acigol
nevsehir,avanos,8119,6263,1862,1056,1324,2004,nevsehir_avanos
nevsehir,derinkuyu,6202,5333,2468,853,NA,2004,nevsehir_derinkuyu
nevsehir,gulsehir,5425,4422,2114,82,2141,2004,nevsehir_gulsehir
nevsehir,hacibektas,4518,3436,109,512,95,2004,nevsehir_hacibektas
nevsehir,kozakli,5745,4540,1744,189,1265,2004,nevsehir_kozakli
nevsehir,merkez,41291,32186,14699,496,6162,2004,nevsehir_merkez
nevsehir,urgup,10219,8355,3497,4178,488,2004,nevsehir_urgup
nigde,altunhisar,2648,1985,846,66,91,2004,nigde_altunhisar
nigde,bor,18045,13921,5956,929,6147,2004,nigde_bor
nigde,camardi,3187,2247,818,602,342,2004,nigde_camardi
nigde,ciftlik,2640,2013,305,535,NA,2004,nigde_ciftlik
nigde,merkez,51181,35892,10684,8923,13657,2004,nigde_merkez
nigde,ulukisla,4786,3425,360,1314,1225,2004,nigde_ulukisla
ordu,akkus,3185,2277,910,659,NA,2004,ordu_akkus
ordu,aybasti,9374,6914,1800,1696,NA,2004,ordu_aybasti
ordu,camas,7293,5465,2911,2440,NA,2004,ordu_camas
ordu,catalpinar,3865,2855,1673,24,NA,2004,ordu_catalpinar
ordu,caybasi,3946,3046,1283,145,570,2004,ordu_caybasi
ordu,fatsa,30742,15439,7111,1810,1820,2004,ordu_fatsa
ordu,golkoy,9140,6316,1007,2244,1808,2004,ordu_golkoy
ordu,gulyali,3397,2772,879,694,476,2004,ordu_gulyali
ordu,gurgentepe,6777,5138,1246,732,NA,2004,ordu_gurgentepe
ordu,ikizce,4598,3660,1080,321,2189,2004,ordu_ikizce
ordu,kabaduz,2322,1906,568,26,624,2004,ordu_kabaduz
ordu,kabatas,5096,3964,1827,116,NA,2004,ordu_kabatas
ordu,korgan,8130,6043,2235,1757,NA,2004,ordu_korgan
ordu,kumru,7031,4631,2190,1355,93,2004,ordu_kumru
ordu,merkez,62816,43712,13537,2455,8427,2004,ordu_merkez
ordu,mesudiye,3342,2217,497,751,722,2004,ordu_mesudiye
ordu,persembe,7389,5535,2618,854,93,2004,ordu_persembe
ordu,ulubey,5019,3855,1530,388,1010,2004,ordu_ulubey
ordu,unye,33782,22830,12059,7540,1177,2004,ordu_unye
osmaniye,bahce,7573,4717,1765,NA,917,2004,osmaniye_bahce
osmaniye,duzici,22300,18102,6566,4316,686,2004,osmaniye_duzici
osmaniye,hasanbeyli,2104,1730,807,274,622,2004,osmaniye_hasanbeyli
osmaniye,kadirli,45837,34072,12725,1890,5531,2004,osmaniye_kadirli
osmaniye,merkez,96060,66676,25518,5702,23114,2004,osmaniye_merkez
osmaniye,sumbas,2232,1756,351,585,211,2004,osmaniye_sumbas
osmaniye,toprakkale,5639,4312,1598,35,688,2004,osmaniye_toprakkale
rize,ardesen,17010,11267,4229,2247,208,2004,rize_ardesen
rize,camlihemsin,812,544,247,NA,5,2004,rize_camlihemsin
rize,cayeli,14167,8472,3376,861,289,2004,rize_cayeli
rize,derepazari,3242,2028,1544,NA,34,2004,rize_derepazari
rize,findikli,7310,5499,2434,2147,91,2004,rize_findikli
rize,guneysu,2579,1816,1229,NA,117,2004,rize_guneysu
rize,hemsin,1391,963,403,414,10,2004,rize_hemsin
rize,ikizdere,1838,1328,846,NA,52,2004,rize_ikizdere
rize,iyidere,5186,3610,2173,NA,34,2004,rize_iyidere
rize,kalkandere,5173,3939,2131,NA,12,2004,rize_kalkandere
rize,merkez,50733,28952,15117,2388,1287,2004,rize_merkez
rize,pazar,10722,7129,2251,2321,310,2004,rize_pazar
sakarya,akyazi,15747,12463,4574,646,3366,2004,sakarya_akyazi
sakarya,ferizli,7954,6360,1585,146,1425,2004,sakarya_ferizli
sakarya,geyve,12165,10026,2129,2761,3096,2004,sakarya_geyve
sakarya,hendek,21015,16174,5966,2705,5540,2004,sakarya_hendek
sakarya,karapurcek,3598,3040,757,854,29,2004,sakarya_karapurcek
sakarya,karasu,15179,11403,4468,614,192,2004,sakarya_karasu
sakarya,kaynarca,3594,3149,1130,315,227,2004,sakarya_kaynarca
sakarya,kocaali,9113,7288,881,1168,776,2004,sakarya_kocaali
sakarya,pamukova,9775,7955,3725,61,421,2004,sakarya_pamukova
sakarya,sapanca,15105,11967,4927,2819,280,2004,sakarya_sapanca
sakarya,sogutlu,5808,5058,2046,662,27,2004,sakarya_sogutlu
sakarya,tarakli,2205,1808,1096,46,442,2004,sakarya_tarakli
samsun,19 mayis,7298,5252,2314,NA,181,2004,samsun_19 mayis
samsun,alacam,8757,6905,1821,2041,1902,2004,samsun_alacam
samsun,asarcik,1585,1188,269,151,162,2004,samsun_asarcik
samsun,ayvacik,4954,3688,1601,NA,2034,2004,samsun_ayvacik
samsun,bafra,50982,34637,15876,1710,13648,2004,samsun_bafra
samsun,carsamba,31594,21189,8826,4345,6179,2004,samsun_carsamba
samsun,havza,14035,9907,4440,3313,1106,2004,samsun_havza
samsun,kavak,5337,3913,1642,752,429,2004,samsun_kavak
samsun,ladik,6248,4716,1821,344,692,2004,samsun_ladik
samsun,salipazari,4829,3708,774,293,1612,2004,samsun_salipazari
samsun,tekkekoy,11056,8653,1768,2438,1727,2004,samsun_tekkekoy
samsun,terme,17545,10995,5422,1121,3464,2004,samsun_terme
samsun,vezirkopru,16347,11107,4209,2948,182,2004,samsun_vezirkopru
samsun,yakakent,3727,2879,766,623,686,2004,samsun_yakakent
sanliurfa,akcakale,10766,7347,3889,267,57,2004,sanliurfa_akcakale
sanliurfa,birecik,19612,14144,4934,257,80,2004,sanliurfa_birecik
sanliurfa,bozova,7388,5347,1094,927,20,2004,sanliurfa_bozova
sanliurfa,ceylanpinar,21040,14412,1898,120,22,2004,sanliurfa_ceylanpinar
sanliurfa,halfeti,1088,943,97,504,3,2004,sanliurfa_halfeti
sanliurfa,harran,2211,1834,1005,NA,NA,2004,sanliurfa_harran
sanliurfa,hilvan,9379,6608,1824,80,11,2004,sanliurfa_hilvan
sanliurfa,merkez,151230,95751,58402,1176,1047,2004,sanliurfa_merkez
sanliurfa,siverek,36490,23561,4477,2832,NA,2004,sanliurfa_siverek
sanliurfa,suruc,20499,13871,2653,3176,61,2004,sanliurfa_suruc
sanliurfa,viransehir,24930,16067,2982,156,174,2004,sanliurfa_viransehir
siirt,aydinlar,1379,938,309,NA,NA,2004,siirt_aydinlar
siirt,baykan,5230,3383,575,9,1,2004,siirt_baykan
siirt,eruh,4656,3305,1008,527,NA,2004,siirt_eruh
siirt,kurtalan,11592,7810,1607,120,72,2004,siirt_kurtalan
siirt,merkez,46896,33831,18110,234,146,2004,siirt_merkez
siirt,pervari,2668,1991,475,306,NA,2004,siirt_pervari
siirt,sirvan,1810,1398,758,NA,NA,2004,siirt_sirvan
sinop,ayancik,7673,5601,1992,1494,26,2004,sinop_ayancik
sinop,boyabat,15586,10414,4861,553,4645,2004,sinop_boyabat
sinop,dikmen,945,763,275,128,1,2004,sinop_dikmen
sinop,duragan,5241,3656,1889,94,472,2004,sinop_duragan
sinop,erfelek,2768,1971,748,699,109,2004,sinop_erfelek
sinop,gerze,6976,5260,1489,1646,216,2004,sinop_gerze
sinop,merkez,22044,16347,4977,4971,902,2004,sinop_merkez
sinop,sarayduzu,905,708,328,NA,355,2004,sinop_sarayduzu
sinop,turkeli,4085,3024,1255,NA,653,2004,sinop_turkeli
sirnak,beytussebap,3190,2233,258,52,NA,2004,sirnak_beytussebap
sirnak,cizre,29893,22246,6109,1150,NA,2004,sirnak_cizre
sirnak,guclukonak,1633,996,409,11,NA,2004,sirnak_guclukonak
sirnak,idil,11672,6198,862,203,NA,2004,sirnak_idil
sirnak,merkez,22532,13738,4100,87,NA,2004,sirnak_merkez
sirnak,silopi,21963,16371,922,NA,NA,2004,sirnak_silopi
sirnak,uludere,2846,2419,676,578,NA,2004,sirnak_uludere
sivas,akincilar,1931,1489,918,NA,NA,2004,sivas_akincilar
sivas,altinyayla,2164,1620,566,NA,34,2004,sivas_altinyayla
sivas,divrigi,10683,6961,3532,3179,NA,2004,sivas_divrigi
sivas,dogansar,1435,1046,436,NA,391,2004,sivas_dogansar
