year,province,district,province_district,year_province_district,population
2011,karaman,ermenek,karaman_ermenek,2011_karaman_ermenek,30361
2012,karaman,ermenek,karaman_ermenek,2012_karaman_ermenek,30057
2013,karaman,ermenek,karaman_ermenek,2013_karaman_ermenek,30064
2014,karaman,ermenek,karaman_ermenek,2014_karaman_ermenek,29957
2015,karaman,ermenek,karaman_ermenek,2015_karaman_ermenek,29558
2016,karaman,ermenek,karaman_ermenek,2016_karaman_ermenek,29475
2017,karaman,ermenek,karaman_ermenek,2017_karaman_ermenek,28903
2018,karaman,ermenek,karaman_ermenek,2018_karaman_ermenek,28832
2019,karaman,ermenek,karaman_ermenek,2019_karaman_ermenek,28565
2020,karaman,ermenek,karaman_ermenek,2020_karaman_ermenek,28298
2002,karaman,kazimkarabekir,karaman_kazimkarabekir,2002_karaman_kazimkarabekir,15095
2003,karaman,kazimkarabekir,karaman_kazimkarabekir,2003_karaman_kazimkarabekir,18312
2004,karaman,kazimkarabekir,karaman_kazimkarabekir,2004_karaman_kazimkarabekir,21530
2005,karaman,kazimkarabekir,karaman_kazimkarabekir,2005_karaman_kazimkarabekir,24747
2006,karaman,kazimkarabekir,karaman_kazimkarabekir,2006_karaman_kazimkarabekir,27965
2007,karaman,kazimkarabekir,karaman_kazimkarabekir,2007_karaman_kazimkarabekir,4349
2008,karaman,kazimkarabekir,karaman_kazimkarabekir,2008_karaman_kazimkarabekir,4784
2009,karaman,kazimkarabekir,karaman_kazimkarabekir,2009_karaman_kazimkarabekir,4608
2010,karaman,kazimkarabekir,karaman_kazimkarabekir,2010_karaman_kazimkarabekir,4414
2011,karaman,kazimkarabekir,karaman_kazimkarabekir,2011_karaman_kazimkarabekir,4324
2012,karaman,kazimkarabekir,karaman_kazimkarabekir,2012_karaman_kazimkarabekir,4266
2013,karaman,kazimkarabekir,karaman_kazimkarabekir,2013_karaman_kazimkarabekir,4278
2014,karaman,kazimkarabekir,karaman_kazimkarabekir,2014_karaman_kazimkarabekir,4302
2015,karaman,kazimkarabekir,karaman_kazimkarabekir,2015_karaman_kazimkarabekir,4320
2016,karaman,kazimkarabekir,karaman_kazimkarabekir,2016_karaman_kazimkarabekir,4479
2017,karaman,kazimkarabekir,karaman_kazimkarabekir,2017_karaman_kazimkarabekir,4344
2018,karaman,kazimkarabekir,karaman_kazimkarabekir,2018_karaman_kazimkarabekir,4407
2019,karaman,kazimkarabekir,karaman_kazimkarabekir,2019_karaman_kazimkarabekir,4328
2020,karaman,kazimkarabekir,karaman_kazimkarabekir,2020_karaman_kazimkarabekir,4249
2002,karaman,merkez,karaman_merkez,2002_karaman_merkez,96912
2003,karaman,merkez,karaman_merkez,2003_karaman_merkez,78400
2004,karaman,merkez,karaman_merkez,2004_karaman_merkez,59887
2005,karaman,merkez,karaman_merkez,2005_karaman_merkez,41374
2006,karaman,merkez,karaman_merkez,2006_karaman_merkez,22862
2007,karaman,merkez,karaman_merkez,2007_karaman_merkez,160179
2008,karaman,merkez,karaman_merkez,2008_karaman_merkez,164207
2009,karaman,merkez,karaman_merkez,2009_karaman_merkez,168048
2010,karaman,merkez,karaman_merkez,2010_karaman_merkez,170240
2011,karaman,merkez,karaman_merkez,2011_karaman_merkez,172854
2012,karaman,merkez,karaman_merkez,2012_karaman_merkez,175397
2013,karaman,merkez,karaman_merkez,2013_karaman_merkez,177685
2014,karaman,merkez,karaman_merkez,2014_karaman_merkez,181383
2015,karaman,merkez,karaman_merkez,2015_karaman_merkez,184493
2016,karaman,merkez,karaman_merkez,2016_karaman_merkez,188221
2017,karaman,merkez,karaman_merkez,2017_karaman_merkez,190366
2018,karaman,merkez,karaman_merkez,2018_karaman_merkez,194018
2019,karaman,merkez,karaman_merkez,2019_karaman_merkez,197276
2020,karaman,merkez,karaman_merkez,2020_karaman_merkez,200534
2002,karaman,sariveliler,karaman_sariveliler,2002_karaman_sariveliler,73385
2003,karaman,sariveliler,karaman_sariveliler,2003_karaman_sariveliler,90744
2004,karaman,sariveliler,karaman_sariveliler,2004_karaman_sariveliler,108102
2005,karaman,sariveliler,karaman_sariveliler,2005_karaman_sariveliler,125461
2006,karaman,sariveliler,karaman_sariveliler,2006_karaman_sariveliler,142820
2002,kars,akyaka,kars_akyaka,2002_kars_akyaka,13846
2003,kars,akyaka,kars_akyaka,2003_kars_akyaka,13619
2004,kars,akyaka,kars_akyaka,2004_kars_akyaka,13392
2005,kars,akyaka,kars_akyaka,2005_kars_akyaka,13166
2006,kars,akyaka,kars_akyaka,2006_kars_akyaka,12939
2007,kars,akyaka,kars_akyaka,2007_kars_akyaka,12712
2008,kars,akyaka,kars_akyaka,2008_kars_akyaka,12473
2009,kars,akyaka,kars_akyaka,2009_kars_akyaka,12131
2010,kars,akyaka,kars_akyaka,2010_kars_akyaka,12023
2011,kars,akyaka,kars_akyaka,2011_kars_akyaka,12139
2012,kars,akyaka,kars_akyaka,2012_kars_akyaka,11641
2013,kars,akyaka,kars_akyaka,2013_kars_akyaka,11563
2014,kars,akyaka,kars_akyaka,2014_kars_akyaka,11375
2015,kars,akyaka,kars_akyaka,2015_kars_akyaka,11079
2016,kars,akyaka,kars_akyaka,2016_kars_akyaka,10952
2017,kars,akyaka,kars_akyaka,2017_kars_akyaka,10713
2018,kars,akyaka,kars_akyaka,2018_kars_akyaka,10985
2019,kars,akyaka,kars_akyaka,2019_kars_akyaka,10584
2020,kars,akyaka,kars_akyaka,2020_kars_akyaka,10183
2002,kars,arpacay,kars_arpacay,2002_kars_arpacay,23749
2003,kars,arpacay,kars_arpacay,2003_kars_arpacay,23334
2004,kars,arpacay,kars_arpacay,2004_kars_arpacay,22919
2005,kars,arpacay,kars_arpacay,2005_kars_arpacay,22504
2006,kars,arpacay,kars_arpacay,2006_kars_arpacay,22088
2007,kars,arpacay,kars_arpacay,2007_kars_arpacay,21673
2008,kars,arpacay,kars_arpacay,2008_kars_arpacay,20962
2009,kars,arpacay,kars_arpacay,2009_kars_arpacay,20442
2010,kars,arpacay,kars_arpacay,2010_kars_arpacay,20154
2011,kars,arpacay,kars_arpacay,2011_kars_arpacay,19832
2012,kars,arpacay,kars_arpacay,2012_kars_arpacay,19724
2013,kars,arpacay,kars_arpacay,2013_kars_arpacay,19302
2014,kars,arpacay,kars_arpacay,2014_kars_arpacay,18737
2015,kars,arpacay,kars_arpacay,2015_kars_arpacay,18156
2016,kars,arpacay,kars_arpacay,2016_kars_arpacay,17728
2017,kars,arpacay,kars_arpacay,2017_kars_arpacay,17316
2018,kars,arpacay,kars_arpacay,2018_kars_arpacay,17373
2019,kars,arpacay,kars_arpacay,2019_kars_arpacay,16645
2020,kars,arpacay,kars_arpacay,2020_kars_arpacay,15917
2002,kars,digor,kars_digor,2002_kars_digor,25800
2003,kars,digor,kars_digor,2003_kars_digor,26025
2004,kars,digor,kars_digor,2004_kars_digor,26250
2005,kars,digor,kars_digor,2005_kars_digor,26475
2006,kars,digor,kars_digor,2006_kars_digor,26700
2007,kars,digor,kars_digor,2007_kars_digor,26925
2008,kars,digor,kars_digor,2008_kars_digor,26615
2009,kars,digor,kars_digor,2009_kars_digor,26609
2010,kars,digor,kars_digor,2010_kars_digor,26174
2011,kars,digor,kars_digor,2011_kars_digor,26112
2012,kars,digor,kars_digor,2012_kars_digor,26308
2013,kars,digor,kars_digor,2013_kars_digor,25828
2014,kars,digor,kars_digor,2014_kars_digor,24932
2015,kars,digor,kars_digor,2015_kars_digor,24041
2016,kars,digor,kars_digor,2016_kars_digor,23422
2017,kars,digor,kars_digor,2017_kars_digor,22664
2018,kars,digor,kars_digor,2018_kars_digor,22282
2019,kars,digor,kars_digor,2019_kars_digor,21730
2020,kars,digor,kars_digor,2020_kars_digor,21178
2002,kars,kagizman,kars_kagizman,2002_kars_kagizman,49537
2003,kars,kagizman,kars_kagizman,2003_kars_kagizman,49747
2004,kars,kagizman,kars_kagizman,2004_kars_kagizman,49956
2005,kars,kagizman,kars_kagizman,2005_kars_kagizman,50166
2006,kars,kagizman,kars_kagizman,2006_kars_kagizman,50375
2007,kars,kagizman,kars_kagizman,2007_kars_kagizman,50585
2008,kars,kagizman,kars_kagizman,2008_kars_kagizman,49902
2009,kars,kagizman,kars_kagizman,2009_kars_kagizman,48790
2010,kars,kagizman,kars_kagizman,2010_kars_kagizman,48792
2011,kars,kagizman,kars_kagizman,2011_kars_kagizman,48898
2012,kars,kagizman,kars_kagizman,2012_kars_kagizman,47093
2013,kars,kagizman,kars_kagizman,2013_kars_kagizman,47445
2014,kars,kagizman,kars_kagizman,2014_kars_kagizman,46687
2015,kars,kagizman,kars_kagizman,2015_kars_kagizman,46031
2016,kars,kagizman,kars_kagizman,2016_kars_kagizman,45555
2017,kars,kagizman,kars_kagizman,2017_kars_kagizman,45040
2018,kars,kagizman,kars_kagizman,2018_kars_kagizman,45936
2019,kars,kagizman,kars_kagizman,2019_kars_kagizman,45505
2020,kars,kagizman,kars_kagizman,2020_kars_kagizman,45074
2002,kars,merkez,kars_merkez,2002_kars_merkez,112711
2003,kars,merkez,kars_merkez,2003_kars_merkez,112257
2004,kars,merkez,kars_merkez,2004_kars_merkez,111804
2005,kars,merkez,kars_merkez,2005_kars_merkez,111350
2006,kars,merkez,kars_merkez,2006_kars_merkez,110897
2007,kars,merkez,kars_merkez,2007_kars_merkez,110443
2008,kars,merkez,kars_merkez,2008_kars_merkez,110283
2009,kars,merkez,kars_merkez,2009_kars_merkez,111511
2010,kars,merkez,kars_merkez,2010_kars_merkez,108064
2011,kars,merkez,kars_merkez,2011_kars_merkez,111008
2012,kars,merkez,kars_merkez,2012_kars_merkez,111597
2013,kars,merkez,kars_merkez,2013_kars_merkez,110736
2014,kars,merkez,kars_merkez,2014_kars_merkez,111278
2015,kars,merkez,kars_merkez,2015_kars_merkez,112260
2016,kars,merkez,kars_merkez,2016_kars_merkez,113559
2017,kars,merkez,kars_merkez,2017_kars_merkez,114694
2018,kars,merkez,kars_merkez,2018_kars_merkez,115891
2019,kars,merkez,kars_merkez,2019_kars_merkez,116712
2020,kars,merkez,kars_merkez,2020_kars_merkez,117533
2002,kars,sarikamis,kars_sarikamis,2002_kars_sarikamis,54988
2003,kars,sarikamis,kars_sarikamis,2003_kars_sarikamis,54309
2004,kars,sarikamis,kars_sarikamis,2004_kars_sarikamis,53629
2005,kars,sarikamis,kars_sarikamis,2005_kars_sarikamis,52950
2006,kars,sarikamis,kars_sarikamis,2006_kars_sarikamis,52270
2007,kars,sarikamis,kars_sarikamis,2007_kars_sarikamis,51591
2008,kars,sarikamis,kars_sarikamis,2008_kars_sarikamis,53517
2009,kars,sarikamis,kars_sarikamis,2009_kars_sarikamis,49413
2010,kars,sarikamis,kars_sarikamis,2010_kars_sarikamis,49480
2011,kars,sarikamis,kars_sarikamis,2011_kars_sarikamis,50950
2012,kars,sarikamis,kars_sarikamis,2012_kars_sarikamis,50308
2013,kars,sarikamis,kars_sarikamis,2013_kars_sarikamis,48354
2014,kars,sarikamis,kars_sarikamis,2014_kars_sarikamis,47231
2015,kars,sarikamis,kars_sarikamis,2015_kars_sarikamis,45843
2016,kars,sarikamis,kars_sarikamis,2016_kars_sarikamis,44008
2017,kars,sarikamis,kars_sarikamis,2017_kars_sarikamis,43286
2018,kars,sarikamis,kars_sarikamis,2018_kars_sarikamis,42683
2019,kars,sarikamis,kars_sarikamis,2019_kars_sarikamis,41280
2020,kars,sarikamis,kars_sarikamis,2020_kars_sarikamis,39877
2002,kars,selim,kars_selim,2002_kars_selim,25361
2003,kars,selim,kars_selim,2003_kars_selim,25321
2004,kars,selim,kars_selim,2004_kars_selim,25281
2005,kars,selim,kars_selim,2005_kars_selim,25242
2006,kars,selim,kars_selim,2006_kars_selim,25202
2007,kars,selim,kars_selim,2007_kars_selim,25162
2008,kars,selim,kars_selim,2008_kars_selim,25216
2009,kars,selim,kars_selim,2009_kars_selim,24873
2010,kars,selim,kars_selim,2010_kars_selim,24627
2011,kars,selim,kars_selim,2011_kars_selim,24581
2012,kars,selim,kars_selim,2012_kars_selim,26142
2013,kars,selim,kars_selim,2013_kars_selim,25826
2014,kars,selim,kars_selim,2014_kars_selim,24924
2015,kars,selim,kars_selim,2015_kars_selim,24204
2016,kars,selim,kars_selim,2016_kars_selim,23712
2017,kars,selim,kars_selim,2017_kars_selim,23409
2018,kars,selim,kars_selim,2018_kars_selim,23231
2019,kars,selim,kars_selim,2019_kars_selim,22910
2020,kars,selim,kars_selim,2020_kars_selim,22589
2002,kars,susuz,kars_susuz,2002_kars_susuz,14221
2003,kars,susuz,kars_susuz,2003_kars_susuz,14000
2004,kars,susuz,kars_susuz,2004_kars_susuz,13778
2005,kars,susuz,kars_susuz,2005_kars_susuz,13557
2006,kars,susuz,kars_susuz,2006_kars_susuz,13335
2007,kars,susuz,kars_susuz,2007_kars_susuz,13114
2008,kars,susuz,kars_susuz,2008_kars_susuz,13160
2009,kars,susuz,kars_susuz,2009_kars_susuz,12767
2010,kars,susuz,kars_susuz,2010_kars_susuz,12452
2011,kars,susuz,kars_susuz,2011_kars_susuz,12235
2012,kars,susuz,kars_susuz,2012_kars_susuz,12008
2013,kars,susuz,kars_susuz,2013_kars_susuz,11820
2014,kars,susuz,kars_susuz,2014_kars_susuz,11302
2015,kars,susuz,kars_susuz,2015_kars_susuz,11046
2016,kars,susuz,kars_susuz,2016_kars_susuz,10850
2017,kars,susuz,kars_susuz,2017_kars_susuz,10532
2018,kars,susuz,kars_susuz,2018_kars_susuz,10497
2019,kars,susuz,kars_susuz,2019_kars_susuz,10044
2020,kars,susuz,kars_susuz,2020_kars_susuz,9591
2002,kastamonu,abana,kastamonu_abana,2002_kastamonu_abana,4006
2003,kastamonu,abana,kastamonu_abana,2003_kastamonu_abana,3918
2004,kastamonu,abana,kastamonu_abana,2004_kastamonu_abana,3829
2005,kastamonu,abana,kastamonu_abana,2005_kastamonu_abana,3740
2006,kastamonu,abana,kastamonu_abana,2006_kastamonu_abana,3651
2007,kastamonu,abana,kastamonu_abana,2007_kastamonu_abana,3562
2008,kastamonu,abana,kastamonu_abana,2008_kastamonu_abana,3900
2009,kastamonu,abana,kastamonu_abana,2009_kastamonu_abana,3631
2010,kastamonu,abana,kastamonu_abana,2010_kastamonu_abana,3583
2011,kastamonu,abana,kastamonu_abana,2011_kastamonu_abana,3504
2012,kastamonu,abana,kastamonu_abana,2012_kastamonu_abana,3584
2013,kastamonu,abana,kastamonu_abana,2013_kastamonu_abana,3997
2014,kastamonu,abana,kastamonu_abana,2014_kastamonu_abana,4175
2015,kastamonu,abana,kastamonu_abana,2015_kastamonu_abana,4215
2016,kastamonu,abana,kastamonu_abana,2016_kastamonu_abana,3970
2017,kastamonu,abana,kastamonu_abana,2017_kastamonu_abana,3931
2018,kastamonu,abana,kastamonu_abana,2018_kastamonu_abana,4248
2019,kastamonu,abana,kastamonu_abana,2019_kastamonu_abana,4113
2020,kastamonu,abana,kastamonu_abana,2020_kastamonu_abana,3978
2002,kastamonu,agli,kastamonu_agli,2002_kastamonu_agli,3860
2003,kastamonu,agli,kastamonu_agli,2003_kastamonu_agli,3750
2004,kastamonu,agli,kastamonu_agli,2004_kastamonu_agli,3639
2005,kastamonu,agli,kastamonu_agli,2005_kastamonu_agli,3528
2006,kastamonu,agli,kastamonu_agli,2006_kastamonu_agli,3417
2007,kastamonu,agli,kastamonu_agli,2007_kastamonu_agli,3306
2008,kastamonu,agli,kastamonu_agli,2008_kastamonu_agli,3327
2009,kastamonu,agli,kastamonu_agli,2009_kastamonu_agli,3175
2010,kastamonu,agli,kastamonu_agli,2010_kastamonu_agli,3042
2011,kastamonu,agli,kastamonu_agli,2011_kastamonu_agli,2944
2012,kastamonu,agli,kastamonu_agli,2012_kastamonu_agli,2863
2013,kastamonu,agli,kastamonu_agli,2013_kastamonu_agli,2971
2014,kastamonu,agli,kastamonu_agli,2014_kastamonu_agli,2980
2015,kastamonu,agli,kastamonu_agli,2015_kastamonu_agli,2903
2016,kastamonu,agli,kastamonu_agli,2016_kastamonu_agli,2886
2017,kastamonu,agli,kastamonu_agli,2017_kastamonu_agli,2881
2018,kastamonu,agli,kastamonu_agli,2018_kastamonu_agli,3196
2019,kastamonu,agli,kastamonu_agli,2019_kastamonu_agli,3094
2020,kastamonu,agli,kastamonu_agli,2020_kastamonu_agli,2992
2002,kastamonu,arac,kastamonu_arac,2002_kastamonu_arac,23008
2003,kastamonu,arac,kastamonu_arac,2003_kastamonu_arac,22617
2004,kastamonu,arac,kastamonu_arac,2004_kastamonu_arac,22226
2005,kastamonu,arac,kastamonu_arac,2005_kastamonu_arac,21836
2006,kastamonu,arac,kastamonu_arac,2006_kastamonu_arac,21445
2007,kastamonu,arac,kastamonu_arac,2007_kastamonu_arac,21054
2008,kastamonu,arac,kastamonu_arac,2008_kastamonu_arac,20598
2009,kastamonu,arac,kastamonu_arac,2009_kastamonu_arac,20201
2010,kastamonu,arac,kastamonu_arac,2010_kastamonu_arac,20002
2011,kastamonu,arac,kastamonu_arac,2011_kastamonu_arac,19639
2012,kastamonu,arac,kastamonu_arac,2012_kastamonu_arac,19337
2013,kastamonu,arac,kastamonu_arac,2013_kastamonu_arac,19214
2014,kastamonu,arac,kastamonu_arac,2014_kastamonu_arac,19038
2015,kastamonu,arac,kastamonu_arac,2015_kastamonu_arac,18861
2016,kastamonu,arac,kastamonu_arac,2016_kastamonu_arac,18631
2017,kastamonu,arac,kastamonu_arac,2017_kastamonu_arac,18402
2018,kastamonu,arac,kastamonu_arac,2018_kastamonu_arac,18863
2019,kastamonu,arac,kastamonu_arac,2019_kastamonu_arac,18670
2020,kastamonu,arac,kastamonu_arac,2020_kastamonu_arac,18477
2002,kastamonu,azdavay,kastamonu_azdavay,2002_kastamonu_azdavay,8591
2003,kastamonu,azdavay,kastamonu_azdavay,2003_kastamonu_azdavay,8449
2004,kastamonu,azdavay,kastamonu_azdavay,2004_kastamonu_azdavay,8306
2005,kastamonu,azdavay,kastamonu_azdavay,2005_kastamonu_azdavay,8163
2006,kastamonu,azdavay,kastamonu_azdavay,2006_kastamonu_azdavay,8021
2007,kastamonu,azdavay,kastamonu_azdavay,2007_kastamonu_azdavay,7878
2008,kastamonu,azdavay,kastamonu_azdavay,2008_kastamonu_azdavay,7787
2009,kastamonu,azdavay,kastamonu_azdavay,2009_kastamonu_azdavay,7744
2010,kastamonu,azdavay,kastamonu_azdavay,2010_kastamonu_azdavay,7559
2011,kastamonu,azdavay,kastamonu_azdavay,2011_kastamonu_azdavay,7392
2012,kastamonu,azdavay,kastamonu_azdavay,2012_kastamonu_azdavay,7272
2013,kastamonu,azdavay,kastamonu_azdavay,2013_kastamonu_azdavay,7462
2014,kastamonu,azdavay,kastamonu_azdavay,2014_kastamonu_azdavay,7154
2015,kastamonu,azdavay,kastamonu_azdavay,2015_kastamonu_azdavay,6885
2016,kastamonu,azdavay,kastamonu_azdavay,2016_kastamonu_azdavay,7195
2017,kastamonu,azdavay,kastamonu_azdavay,2017_kastamonu_azdavay,7328
2018,kastamonu,azdavay,kastamonu_azdavay,2018_kastamonu_azdavay,7726
2019,kastamonu,azdavay,kastamonu_azdavay,2019_kastamonu_azdavay,7324
2020,kastamonu,azdavay,kastamonu_azdavay,2020_kastamonu_azdavay,6922
2002,kastamonu,bozkurt,kastamonu_bozkurt,2002_kastamonu_bozkurt,9555
2003,kastamonu,bozkurt,kastamonu_bozkurt,2003_kastamonu_bozkurt,9354
2004,kastamonu,bozkurt,kastamonu_bozkurt,2004_kastamonu_bozkurt,9152
2005,kastamonu,bozkurt,kastamonu_bozkurt,2005_kastamonu_bozkurt,8951
2006,kastamonu,bozkurt,kastamonu_bozkurt,2006_kastamonu_bozkurt,8749
2007,kastamonu,bozkurt,kastamonu_bozkurt,2007_kastamonu_bozkurt,8548
2008,kastamonu,bozkurt,kastamonu_bozkurt,2008_kastamonu_bozkurt,9082
2009,kastamonu,bozkurt,kastamonu_bozkurt,2009_kastamonu_bozkurt,8943
2010,kastamonu,bozkurt,kastamonu_bozkurt,2010_kastamonu_bozkurt,8945
2011,kastamonu,bozkurt,kastamonu_bozkurt,2011_kastamonu_bozkurt,8941
2012,kastamonu,bozkurt,kastamonu_bozkurt,2012_kastamonu_bozkurt,8946
2013,kastamonu,bozkurt,kastamonu_bozkurt,2013_kastamonu_bozkurt,9337
2014,kastamonu,bozkurt,kastamonu_bozkurt,2014_kastamonu_bozkurt,9292
2015,kastamonu,bozkurt,kastamonu_bozkurt,2015_kastamonu_bozkurt,9141
2016,kastamonu,bozkurt,kastamonu_bozkurt,2016_kastamonu_bozkurt,9332
2017,kastamonu,bozkurt,kastamonu_bozkurt,2017_kastamonu_bozkurt,9439
2018,kastamonu,bozkurt,kastamonu_bozkurt,2018_kastamonu_bozkurt,9920
2019,kastamonu,bozkurt,kastamonu_bozkurt,2019_kastamonu_bozkurt,9468
2020,kastamonu,bozkurt,kastamonu_bozkurt,2020_kastamonu_bozkurt,9016
2002,kastamonu,catalzeytin,kastamonu_catalzeytin,2002_kastamonu_catalzeytin,7791
2003,kastamonu,catalzeytin,kastamonu_catalzeytin,2003_kastamonu_catalzeytin,7553
2004,kastamonu,catalzeytin,kastamonu_catalzeytin,2004_kastamonu_catalzeytin,7314
2005,kastamonu,catalzeytin,kastamonu_catalzeytin,2005_kastamonu_catalzeytin,7075
2006,kastamonu,catalzeytin,kastamonu_catalzeytin,2006_kastamonu_catalzeytin,6836
2007,kastamonu,catalzeytin,kastamonu_catalzeytin,2007_kastamonu_catalzeytin,6597
2008,kastamonu,catalzeytin,kastamonu_catalzeytin,2008_kastamonu_catalzeytin,7379
2009,kastamonu,catalzeytin,kastamonu_catalzeytin,2009_kastamonu_catalzeytin,7040
2010,kastamonu,catalzeytin,kastamonu_catalzeytin,2010_kastamonu_catalzeytin,6927
2011,kastamonu,catalzeytin,kastamonu_catalzeytin,2011_kastamonu_catalzeytin,6808
2012,kastamonu,catalzeytin,kastamonu_catalzeytin,2012_kastamonu_catalzeytin,6600
2013,kastamonu,catalzeytin,kastamonu_catalzeytin,2013_kastamonu_catalzeytin,7014
2014,kastamonu,catalzeytin,kastamonu_catalzeytin,2014_kastamonu_catalzeytin,6551
2015,kastamonu,catalzeytin,kastamonu_catalzeytin,2015_kastamonu_catalzeytin,6504
2016,kastamonu,catalzeytin,kastamonu_catalzeytin,2016_kastamonu_catalzeytin,6389
2017,kastamonu,catalzeytin,kastamonu_catalzeytin,2017_kastamonu_catalzeytin,6346
2018,kastamonu,catalzeytin,kastamonu_catalzeytin,2018_kastamonu_catalzeytin,7035
2019,kastamonu,catalzeytin,kastamonu_catalzeytin,2019_kastamonu_catalzeytin,7055
2020,kastamonu,catalzeytin,kastamonu_catalzeytin,2020_kastamonu_catalzeytin,7075
2002,kastamonu,cide,kastamonu_cide,2002_kastamonu_cide,22119
2003,kastamonu,cide,kastamonu_cide,2003_kastamonu_cide,21772
2004,kastamonu,cide,kastamonu_cide,2004_kastamonu_cide,21424
2005,kastamonu,cide,kastamonu_cide,2005_kastamonu_cide,21077
2006,kastamonu,cide,kastamonu_cide,2006_kastamonu_cide,20729
2007,kastamonu,cide,kastamonu_cide,2007_kastamonu_cide,20382
2008,kastamonu,cide,kastamonu_cide,2008_kastamonu_cide,20589
2009,kastamonu,cide,kastamonu_cide,2009_kastamonu_cide,20253
2010,kastamonu,cide,kastamonu_cide,2010_kastamonu_cide,20204
2011,kastamonu,cide,kastamonu_cide,2011_kastamonu_cide,20085
2012,kastamonu,cide,kastamonu_cide,2012_kastamonu_cide,20077
2013,kastamonu,cide,kastamonu_cide,2013_kastamonu_cide,20616
2014,kastamonu,cide,kastamonu_cide,2014_kastamonu_cide,20613
2015,kastamonu,cide,kastamonu_cide,2015_kastamonu_cide,23838
2016,kastamonu,cide,kastamonu_cide,2016_kastamonu_cide,22642
2017,kastamonu,cide,kastamonu_cide,2017_kastamonu_cide,22212
2018,kastamonu,cide,kastamonu_cide,2018_kastamonu_cide,23329
2019,kastamonu,cide,kastamonu_cide,2019_kastamonu_cide,22196
2020,kastamonu,cide,kastamonu_cide,2020_kastamonu_cide,21063
2002,kastamonu,daday,kastamonu_daday,2002_kastamonu_daday,10798
2003,kastamonu,daday,kastamonu_daday,2003_kastamonu_daday,10671
2004,kastamonu,daday,kastamonu_daday,2004_kastamonu_daday,10543
2005,kastamonu,daday,kastamonu_daday,2005_kastamonu_daday,10415
2006,kastamonu,daday,kastamonu_daday,2006_kastamonu_daday,10288
2007,kastamonu,daday,kastamonu_daday,2007_kastamonu_daday,10160
2008,kastamonu,daday,kastamonu_daday,2008_kastamonu_daday,10240
2009,kastamonu,daday,kastamonu_daday,2009_kastamonu_daday,9911
2010,kastamonu,daday,kastamonu_daday,2010_kastamonu_daday,9738
2011,kastamonu,daday,kastamonu_daday,2011_kastamonu_daday,9481
2012,kastamonu,daday,kastamonu_daday,2012_kastamonu_daday,9252
2013,kastamonu,daday,kastamonu_daday,2013_kastamonu_daday,9896
2014,kastamonu,daday,kastamonu_daday,2014_kastamonu_daday,9186
2015,kastamonu,daday,kastamonu_daday,2015_kastamonu_daday,8883
2016,kastamonu,daday,kastamonu_daday,2016_kastamonu_daday,8628
2017,kastamonu,daday,kastamonu_daday,2017_kastamonu_daday,8509
2018,kastamonu,daday,kastamonu_daday,2018_kastamonu_daday,8749
2019,kastamonu,daday,kastamonu_daday,2019_kastamonu_daday,8319
2020,kastamonu,daday,kastamonu_daday,2020_kastamonu_daday,7889
2002,kastamonu,devrekani,kastamonu_devrekani,2002_kastamonu_devrekani,15063
2003,kastamonu,devrekani,kastamonu_devrekani,2003_kastamonu_devrekani,14799
2004,kastamonu,devrekani,kastamonu_devrekani,2004_kastamonu_devrekani,14534
2005,kastamonu,devrekani,kastamonu_devrekani,2005_kastamonu_devrekani,14270
2006,kastamonu,devrekani,kastamonu_devrekani,2006_kastamonu_devrekani,14006
2007,kastamonu,devrekani,kastamonu_devrekani,2007_kastamonu_devrekani,13742
2008,kastamonu,devrekani,kastamonu_devrekani,2008_kastamonu_devrekani,13786
2009,kastamonu,devrekani,kastamonu_devrekani,2009_kastamonu_devrekani,13435
2010,kastamonu,devrekani,kastamonu_devrekani,2010_kastamonu_devrekani,13232
2011,kastamonu,devrekani,kastamonu_devrekani,2011_kastamonu_devrekani,13267
2012,kastamonu,devrekani,kastamonu_devrekani,2012_kastamonu_devrekani,12906
2013,kastamonu,devrekani,kastamonu_devrekani,2013_kastamonu_devrekani,13042
2014,kastamonu,devrekani,kastamonu_devrekani,2014_kastamonu_devrekani,12728
2015,kastamonu,devrekani,kastamonu_devrekani,2015_kastamonu_devrekani,12386
2016,kastamonu,devrekani,kastamonu_devrekani,2016_kastamonu_devrekani,12165
2017,kastamonu,devrekani,kastamonu_devrekani,2017_kastamonu_devrekani,12027
2018,kastamonu,devrekani,kastamonu_devrekani,2018_kastamonu_devrekani,13482
2019,kastamonu,devrekani,kastamonu_devrekani,2019_kastamonu_devrekani,12658
2020,kastamonu,devrekani,kastamonu_devrekani,2020_kastamonu_devrekani,11834
2002,kastamonu,doganyurt,kastamonu_doganyurt,2002_kastamonu_doganyurt,9395
2003,kastamonu,doganyurt,kastamonu_doganyurt,2003_kastamonu_doganyurt,9304
2004,kastamonu,doganyurt,kastamonu_doganyurt,2004_kastamonu_doganyurt,9213
2005,kastamonu,doganyurt,kastamonu_doganyurt,2005_kastamonu_doganyurt,9122
2006,kastamonu,doganyurt,kastamonu_doganyurt,2006_kastamonu_doganyurt,9031
2007,kastamonu,doganyurt,kastamonu_doganyurt,2007_kastamonu_doganyurt,8940
2008,kastamonu,doganyurt,kastamonu_doganyurt,2008_kastamonu_doganyurt,8613
2009,kastamonu,doganyurt,kastamonu_doganyurt,2009_kastamonu_doganyurt,8290
