year,province,district,province_district,year_province_district,population
2010,balikesir,susurluk,balikesir_susurluk,2010_balikesir_susurluk,41504
2011,balikesir,susurluk,balikesir_susurluk,2011_balikesir_susurluk,41069
2012,balikesir,susurluk,balikesir_susurluk,2012_balikesir_susurluk,40323
2013,balikesir,susurluk,balikesir_susurluk,2013_balikesir_susurluk,40174
2014,balikesir,susurluk,balikesir_susurluk,2014_balikesir_susurluk,39929
2015,balikesir,susurluk,balikesir_susurluk,2015_balikesir_susurluk,39673
2016,balikesir,susurluk,balikesir_susurluk,2016_balikesir_susurluk,39411
2017,balikesir,susurluk,balikesir_susurluk,2017_balikesir_susurluk,39161
2018,balikesir,susurluk,balikesir_susurluk,2018_balikesir_susurluk,39058
2019,balikesir,susurluk,balikesir_susurluk,2019_balikesir_susurluk,38704
2020,balikesir,susurluk,balikesir_susurluk,2020_balikesir_susurluk,38350
2002,bartin,amasra,bartin_amasra,2002_bartin_amasra,15776
2003,bartin,amasra,bartin_amasra,2003_bartin_amasra,15661
2004,bartin,amasra,bartin_amasra,2004_bartin_amasra,15545
2005,bartin,amasra,bartin_amasra,2005_bartin_amasra,15430
2006,bartin,amasra,bartin_amasra,2006_bartin_amasra,15314
2007,bartin,amasra,bartin_amasra,2007_bartin_amasra,15199
2008,bartin,amasra,bartin_amasra,2008_bartin_amasra,15641
2009,bartin,amasra,bartin_amasra,2009_bartin_amasra,15481
2010,bartin,amasra,bartin_amasra,2010_bartin_amasra,15364
2011,bartin,amasra,bartin_amasra,2011_bartin_amasra,15143
2012,bartin,amasra,bartin_amasra,2012_bartin_amasra,15284
2013,bartin,amasra,bartin_amasra,2013_bartin_amasra,15341
2014,bartin,amasra,bartin_amasra,2014_bartin_amasra,15376
2015,bartin,amasra,bartin_amasra,2015_bartin_amasra,15067
2016,bartin,amasra,bartin_amasra,2016_bartin_amasra,14984
2017,bartin,amasra,bartin_amasra,2017_bartin_amasra,14867
2018,bartin,amasra,bartin_amasra,2018_bartin_amasra,14776
2019,bartin,amasra,bartin_amasra,2019_bartin_amasra,14151
2020,bartin,amasra,bartin_amasra,2020_bartin_amasra,13526
2002,bartin,kurucasile,bartin_kurucasile,2002_bartin_kurucasile,8311
2003,bartin,kurucasile,bartin_kurucasile,2003_bartin_kurucasile,8168
2004,bartin,kurucasile,bartin_kurucasile,2004_bartin_kurucasile,8024
2005,bartin,kurucasile,bartin_kurucasile,2005_bartin_kurucasile,7880
2006,bartin,kurucasile,bartin_kurucasile,2006_bartin_kurucasile,7737
2007,bartin,kurucasile,bartin_kurucasile,2007_bartin_kurucasile,7593
2008,bartin,kurucasile,bartin_kurucasile,2008_bartin_kurucasile,7657
2009,bartin,kurucasile,bartin_kurucasile,2009_bartin_kurucasile,7672
2010,bartin,kurucasile,bartin_kurucasile,2010_bartin_kurucasile,7553
2011,bartin,kurucasile,bartin_kurucasile,2011_bartin_kurucasile,7322
2012,bartin,kurucasile,bartin_kurucasile,2012_bartin_kurucasile,7210
2013,bartin,kurucasile,bartin_kurucasile,2013_bartin_kurucasile,7059
2014,bartin,kurucasile,bartin_kurucasile,2014_bartin_kurucasile,6844
2015,bartin,kurucasile,bartin_kurucasile,2015_bartin_kurucasile,6759
2016,bartin,kurucasile,bartin_kurucasile,2016_bartin_kurucasile,6676
2017,bartin,kurucasile,bartin_kurucasile,2017_bartin_kurucasile,6521
2018,bartin,kurucasile,bartin_kurucasile,2018_bartin_kurucasile,6874
2019,bartin,kurucasile,bartin_kurucasile,2019_bartin_kurucasile,6621
2020,bartin,kurucasile,bartin_kurucasile,2020_bartin_kurucasile,6368
2002,bartin,merkez,bartin_merkez,2002_bartin_merkez,132202
2003,bartin,merkez,bartin_merkez,2003_bartin_merkez,132772
2004,bartin,merkez,bartin_merkez,2004_bartin_merkez,133341
2005,bartin,merkez,bartin_merkez,2005_bartin_merkez,133911
2006,bartin,merkez,bartin_merkez,2006_bartin_merkez,134481
2007,bartin,merkez,bartin_merkez,2007_bartin_merkez,135051
2008,bartin,merkez,bartin_merkez,2008_bartin_merkez,137612
2009,bartin,merkez,bartin_merkez,2009_bartin_merkez,140981
2010,bartin,merkez,bartin_merkez,2010_bartin_merkez,141193
2011,bartin,merkez,bartin_merkez,2011_bartin_merkez,141802
2012,bartin,merkez,bartin_merkez,2012_bartin_merkez,143262
2013,bartin,merkez,bartin_merkez,2013_bartin_merkez,144273
2014,bartin,merkez,bartin_merkez,2014_bartin_merkez,145230
2015,bartin,merkez,bartin_merkez,2015_bartin_merkez,147472
2016,bartin,merkez,bartin_merkez,2016_bartin_merkez,149613
2017,bartin,merkez,bartin_merkez,2017_bartin_merkez,151289
2018,bartin,merkez,bartin_merkez,2018_bartin_merkez,155016
2019,bartin,merkez,bartin_merkez,2019_bartin_merkez,155765
2020,bartin,merkez,bartin_merkez,2020_bartin_merkez,156514
2002,bartin,ulus,bartin_ulus,2002_bartin_ulus,27122
2003,bartin,ulus,bartin_ulus,2003_bartin_ulus,26555
2004,bartin,ulus,bartin_ulus,2004_bartin_ulus,25988
2005,bartin,ulus,bartin_ulus,2005_bartin_ulus,25422
2006,bartin,ulus,bartin_ulus,2006_bartin_ulus,24855
2007,bartin,ulus,bartin_ulus,2007_bartin_ulus,24288
2008,bartin,ulus,bartin_ulus,2008_bartin_ulus,24458
2009,bartin,ulus,bartin_ulus,2009_bartin_ulus,24315
2010,bartin,ulus,bartin_ulus,2010_bartin_ulus,23648
2011,bartin,ulus,bartin_ulus,2011_bartin_ulus,23024
2012,bartin,ulus,bartin_ulus,2012_bartin_ulus,22680
2013,bartin,ulus,bartin_ulus,2013_bartin_ulus,22466
2014,bartin,ulus,bartin_ulus,2014_bartin_ulus,21955
2015,bartin,ulus,bartin_ulus,2015_bartin_ulus,21410
2016,bartin,ulus,bartin_ulus,2016_bartin_ulus,21116
2017,bartin,ulus,bartin_ulus,2017_bartin_ulus,20900
2018,bartin,ulus,bartin_ulus,2018_bartin_ulus,22333
2019,bartin,ulus,bartin_ulus,2019_bartin_ulus,21712
2020,bartin,ulus,bartin_ulus,2020_bartin_ulus,21091
2002,batman,besiri,batman_besiri,2002_batman_besiri,32560
2003,batman,besiri,batman_besiri,2003_batman_besiri,32378
2004,batman,besiri,batman_besiri,2004_batman_besiri,32195
2005,batman,besiri,batman_besiri,2005_batman_besiri,32013
2006,batman,besiri,batman_besiri,2006_batman_besiri,31831
2007,batman,besiri,batman_besiri,2007_batman_besiri,31649
2008,batman,besiri,batman_besiri,2008_batman_besiri,32282
2009,batman,besiri,batman_besiri,2009_batman_besiri,30774
2010,batman,besiri,batman_besiri,2010_batman_besiri,30184
2011,batman,besiri,batman_besiri,2011_batman_besiri,30342
2012,batman,besiri,batman_besiri,2012_batman_besiri,30303
2013,batman,besiri,batman_besiri,2013_batman_besiri,31177
2014,batman,besiri,batman_besiri,2014_batman_besiri,30327
2015,batman,besiri,batman_besiri,2015_batman_besiri,30129
2016,batman,besiri,batman_besiri,2016_batman_besiri,30411
2017,batman,besiri,batman_besiri,2017_batman_besiri,29199
2018,batman,besiri,batman_besiri,2018_batman_besiri,30445
2019,batman,besiri,batman_besiri,2019_batman_besiri,29667
2020,batman,besiri,batman_besiri,2020_batman_besiri,28889
2002,batman,gercus,batman_gercus,2002_batman_gercus,29577
2003,batman,gercus,batman_gercus,2003_batman_gercus,28772
2004,batman,gercus,batman_gercus,2004_batman_gercus,27966
2005,batman,gercus,batman_gercus,2005_batman_gercus,27160
2006,batman,gercus,batman_gercus,2006_batman_gercus,26355
2007,batman,gercus,batman_gercus,2007_batman_gercus,25549
2008,batman,gercus,batman_gercus,2008_batman_gercus,26111
2009,batman,gercus,batman_gercus,2009_batman_gercus,24049
2010,batman,gercus,batman_gercus,2010_batman_gercus,23330
2011,batman,gercus,batman_gercus,2011_batman_gercus,22771
2012,batman,gercus,batman_gercus,2012_batman_gercus,22183
2013,batman,gercus,batman_gercus,2013_batman_gercus,21840
2014,batman,gercus,batman_gercus,2014_batman_gercus,20862
2015,batman,gercus,batman_gercus,2015_batman_gercus,20278
2016,batman,gercus,batman_gercus,2016_batman_gercus,19995
2017,batman,gercus,batman_gercus,2017_batman_gercus,19214
2018,batman,gercus,batman_gercus,2018_batman_gercus,20484
2019,batman,gercus,batman_gercus,2019_batman_gercus,19892
2020,batman,gercus,batman_gercus,2020_batman_gercus,19300
2002,batman,hasankeyf,batman_hasankeyf,2002_batman_hasankeyf,7386
2003,batman,hasankeyf,batman_hasankeyf,2003_batman_hasankeyf,7350
2004,batman,hasankeyf,batman_hasankeyf,2004_batman_hasankeyf,7314
2005,batman,hasankeyf,batman_hasankeyf,2005_batman_hasankeyf,7279
2006,batman,hasankeyf,batman_hasankeyf,2006_batman_hasankeyf,7243
2007,batman,hasankeyf,batman_hasankeyf,2007_batman_hasankeyf,7207
2008,batman,hasankeyf,batman_hasankeyf,2008_batman_hasankeyf,7412
2009,batman,hasankeyf,batman_hasankeyf,2009_batman_hasankeyf,6935
2010,batman,hasankeyf,batman_hasankeyf,2010_batman_hasankeyf,6796
2011,batman,hasankeyf,batman_hasankeyf,2011_batman_hasankeyf,6637
2012,batman,hasankeyf,batman_hasankeyf,2012_batman_hasankeyf,6702
2013,batman,hasankeyf,batman_hasankeyf,2013_batman_hasankeyf,6748
2014,batman,hasankeyf,batman_hasankeyf,2014_batman_hasankeyf,6509
2015,batman,hasankeyf,batman_hasankeyf,2015_batman_hasankeyf,6374
2016,batman,hasankeyf,batman_hasankeyf,2016_batman_hasankeyf,6370
2017,batman,hasankeyf,batman_hasankeyf,2017_batman_hasankeyf,6393
2018,batman,hasankeyf,batman_hasankeyf,2018_batman_hasankeyf,6724
2019,batman,hasankeyf,batman_hasankeyf,2019_batman_hasankeyf,6859
2020,batman,hasankeyf,batman_hasankeyf,2020_batman_hasankeyf,6994
2002,batman,kozluk,batman_kozluk,2002_batman_kozluk,69480
2003,batman,kozluk,batman_kozluk,2003_batman_kozluk,67762
2004,batman,kozluk,batman_kozluk,2004_batman_kozluk,66043
2005,batman,kozluk,batman_kozluk,2005_batman_kozluk,64325
2006,batman,kozluk,batman_kozluk,2006_batman_kozluk,62606
2007,batman,kozluk,batman_kozluk,2007_batman_kozluk,60888
2008,batman,kozluk,batman_kozluk,2008_batman_kozluk,62114
2009,batman,kozluk,batman_kozluk,2009_batman_kozluk,62570
2010,batman,kozluk,batman_kozluk,2010_batman_kozluk,62095
2011,batman,kozluk,batman_kozluk,2011_batman_kozluk,61587
2012,batman,kozluk,batman_kozluk,2012_batman_kozluk,61552
2013,batman,kozluk,batman_kozluk,2013_batman_kozluk,61129
2014,batman,kozluk,batman_kozluk,2014_batman_kozluk,61001
2015,batman,kozluk,batman_kozluk,2015_batman_kozluk,60691
2016,batman,kozluk,batman_kozluk,2016_batman_kozluk,60691
2017,batman,kozluk,batman_kozluk,2017_batman_kozluk,60933
2018,batman,kozluk,batman_kozluk,2018_batman_kozluk,61437
2019,batman,kozluk,batman_kozluk,2019_batman_kozluk,60375
2020,batman,kozluk,batman_kozluk,2020_batman_kozluk,59313
2002,batman,merkez,batman_merkez,2002_batman_merkez,288978
2003,batman,merkez,batman_merkez,2003_batman_merkez,294376
2004,batman,merkez,batman_merkez,2004_batman_merkez,299773
2005,batman,merkez,batman_merkez,2005_batman_merkez,305170
2006,batman,merkez,batman_merkez,2006_batman_merkez,310567
2007,batman,merkez,batman_merkez,2007_batman_merkez,315964
2008,batman,merkez,batman_merkez,2008_batman_merkez,324402
2009,batman,merkez,batman_merkez,2009_batman_merkez,341025
2010,batman,merkez,batman_merkez,2010_batman_merkez,355151
2011,batman,merkez,batman_merkez,2011_batman_merkez,370705
2012,batman,merkez,batman_merkez,2012_batman_merkez,381990
2013,batman,merkez,batman_merkez,2013_batman_merkez,395005
2014,batman,merkez,batman_merkez,2014_batman_merkez,408248
2015,batman,merkez,batman_merkez,2015_batman_merkez,419253
2016,batman,merkez,batman_merkez,2016_batman_merkez,429665
2017,batman,merkez,batman_merkez,2017_batman_merkez,439667
2018,batman,merkez,batman_merkez,2018_batman_merkez,447106
2019,batman,merkez,batman_merkez,2019_batman_merkez,460955
2020,batman,merkez,batman_merkez,2020_batman_merkez,474804
2002,batman,sason,batman_sason,2002_batman_sason,34661
2003,batman,sason,batman_sason,2003_batman_sason,33975
2004,batman,sason,batman_sason,2004_batman_sason,33288
2005,batman,sason,batman_sason,2005_batman_sason,32602
2006,batman,sason,batman_sason,2006_batman_sason,31916
2007,batman,sason,batman_sason,2007_batman_sason,31230
2008,batman,sason,batman_sason,2008_batman_sason,33295
2009,batman,sason,batman_sason,2009_batman_sason,32645
2010,batman,sason,batman_sason,2010_batman_sason,32644
2011,batman,sason,batman_sason,2011_batman_sason,32457
2012,batman,sason,batman_sason,2012_batman_sason,31475
2013,batman,sason,batman_sason,2013_batman_sason,31682
2014,batman,sason,batman_sason,2014_batman_sason,30646
2015,batman,sason,batman_sason,2015_batman_sason,29908
2016,batman,sason,batman_sason,2016_batman_sason,29767
2017,batman,sason,batman_sason,2017_batman_sason,29846
2018,batman,sason,batman_sason,2018_batman_sason,32907
2019,batman,sason,batman_sason,2019_batman_sason,30911
2020,batman,sason,batman_sason,2020_batman_sason,28915
2002,bayburt,aydintepe,bayburt_aydintepe,2002_bayburt_aydintepe,10584
2003,bayburt,aydintepe,bayburt_aydintepe,2003_bayburt_aydintepe,9907
2004,bayburt,aydintepe,bayburt_aydintepe,2004_bayburt_aydintepe,9230
2005,bayburt,aydintepe,bayburt_aydintepe,2005_bayburt_aydintepe,8554
2006,bayburt,aydintepe,bayburt_aydintepe,2006_bayburt_aydintepe,7877
2007,bayburt,aydintepe,bayburt_aydintepe,2007_bayburt_aydintepe,7200
2008,bayburt,aydintepe,bayburt_aydintepe,2008_bayburt_aydintepe,7034
2009,bayburt,aydintepe,bayburt_aydintepe,2009_bayburt_aydintepe,6785
2010,bayburt,aydintepe,bayburt_aydintepe,2010_bayburt_aydintepe,6722
2011,bayburt,aydintepe,bayburt_aydintepe,2011_bayburt_aydintepe,6584
2012,bayburt,aydintepe,bayburt_aydintepe,2012_bayburt_aydintepe,6162
2013,bayburt,aydintepe,bayburt_aydintepe,2013_bayburt_aydintepe,6484
2014,bayburt,aydintepe,bayburt_aydintepe,2014_bayburt_aydintepe,7026
2015,bayburt,aydintepe,bayburt_aydintepe,2015_bayburt_aydintepe,8334
2016,bayburt,aydintepe,bayburt_aydintepe,2016_bayburt_aydintepe,8509
2017,bayburt,aydintepe,bayburt_aydintepe,2017_bayburt_aydintepe,6354
2018,bayburt,aydintepe,bayburt_aydintepe,2018_bayburt_aydintepe,6984
2019,bayburt,aydintepe,bayburt_aydintepe,2019_bayburt_aydintepe,6825
2020,bayburt,aydintepe,bayburt_aydintepe,2020_bayburt_aydintepe,6666
2002,bayburt,demirozu,bayburt_demirozu,2002_bayburt_demirozu,12012
2003,bayburt,demirozu,bayburt_demirozu,2003_bayburt_demirozu,11524
2004,bayburt,demirozu,bayburt_demirozu,2004_bayburt_demirozu,11035
2005,bayburt,demirozu,bayburt_demirozu,2005_bayburt_demirozu,10547
2006,bayburt,demirozu,bayburt_demirozu,2006_bayburt_demirozu,10058
2007,bayburt,demirozu,bayburt_demirozu,2007_bayburt_demirozu,9570
2008,bayburt,demirozu,bayburt_demirozu,2008_bayburt_demirozu,9030
2009,bayburt,demirozu,bayburt_demirozu,2009_bayburt_demirozu,8799
2010,bayburt,demirozu,bayburt_demirozu,2010_bayburt_demirozu,8688
2011,bayburt,demirozu,bayburt_demirozu,2011_bayburt_demirozu,8530
2012,bayburt,demirozu,bayburt_demirozu,2012_bayburt_demirozu,8281
2013,bayburt,demirozu,bayburt_demirozu,2013_bayburt_demirozu,8156
2014,bayburt,demirozu,bayburt_demirozu,2014_bayburt_demirozu,9733
2015,bayburt,demirozu,bayburt_demirozu,2015_bayburt_demirozu,8665
2016,bayburt,demirozu,bayburt_demirozu,2016_bayburt_demirozu,10745
2017,bayburt,demirozu,bayburt_demirozu,2017_bayburt_demirozu,7835
2018,bayburt,demirozu,bayburt_demirozu,2018_bayburt_demirozu,8657
2019,bayburt,demirozu,bayburt_demirozu,2019_bayburt_demirozu,9247
2020,bayburt,demirozu,bayburt_demirozu,2020_bayburt_demirozu,9837
2002,bayburt,merkez,bayburt_merkez,2002_bayburt_merkez,66982
2003,bayburt,merkez,bayburt_merkez,2003_bayburt_merkez,65553
2004,bayburt,merkez,bayburt_merkez,2004_bayburt_merkez,64125
2005,bayburt,merkez,bayburt_merkez,2005_bayburt_merkez,62696
2006,bayburt,merkez,bayburt_merkez,2006_bayburt_merkez,61268
2007,bayburt,merkez,bayburt_merkez,2007_bayburt_merkez,59839
2008,bayburt,merkez,bayburt_merkez,2008_bayburt_merkez,59611
2009,bayburt,merkez,bayburt_merkez,2009_bayburt_merkez,59126
2010,bayburt,merkez,bayburt_merkez,2010_bayburt_merkez,59002
2011,bayburt,merkez,bayburt_merkez,2011_bayburt_merkez,61610
2012,bayburt,merkez,bayburt_merkez,2012_bayburt_merkez,61354
2013,bayburt,merkez,bayburt_merkez,2013_bayburt_merkez,60980
2014,bayburt,merkez,bayburt_merkez,2014_bayburt_merkez,63848
2015,bayburt,merkez,bayburt_merkez,2015_bayburt_merkez,61551
2016,bayburt,merkez,bayburt_merkez,2016_bayburt_merkez,70900
2017,bayburt,merkez,bayburt_merkez,2017_bayburt_merkez,66228
2018,bayburt,merkez,bayburt_merkez,2018_bayburt_merkez,66633
2019,bayburt,merkez,bayburt_merkez,2019_bayburt_merkez,68771
