year,province,district,population,pd,pdy,turnout_rate,akp,chp,mhp,hdp,sp,imp_try_sum,imp_usd_sum,real_try_sum,dollars_sum,houses_sum,projects,try_idare_konut,try_afet_konutu,try_alt_gelir,try_ikmal_ihalesi,try_protokol_meb,try_restorasyon,try_altyapi_sosyal,try_danismanlik_hizmetleri,try_stadyum,try_millet_bahcesi,try_gelir_paylasimli,try_konut_sosyal_donati,try_bakim_onarim,try_kamu_hizmet,try_tarimkoy,try_kentsel_donusum,try_diger,try_talep_organizasyon,usd_idare_konut,usd_afet_konutu,usd_alt_gelir,usd_ikmal_ihalesi,usd_protokol_meb,usd_restorasyon,usd_altyapi_sosyal,usd_danismanlik_hizmetleri,usd_stadyum,usd_millet_bahcesi,usd_gelir_paylasimli,usd_konut_sosyal_donati,usd_bakim_onarim,usd_kamu_hizmet,usd_tarimkoy,usd_kentsel_donusum,usd_diger,usd_talep_organizasyon,try_pc,usd_pc,hou_pc
2004,adana,karaisali,31133,adana_karaisali,adana_karaisali_2004,81.69,43.2,8.47,12.9,0.79,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,adana,karaisali,30336,adana_karaisali,adana_karaisali_2005,81.69,43.2,8.47,12.9,0.79,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,adana,karaisali,29538,adana_karaisali,adana_karaisali_2006,81.69,43.2,8.47,12.9,0.79,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,adana,karaisali,28740,adana_karaisali,adana_karaisali_2007,86.41,51.89,7.62,25.43,0,2.25,2627377.7052325625,2751124.4377811095,2627377.7052325625,2751124.4377811095,96,1,2627377.7052325625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2751124.4377811095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.418848477124655,95.72458029857722,0.003340292275574113
2008,adana,karaisali,23481,adana_karaisali,adana_karaisali_2008,86.41,51.89,7.62,25.43,0,2.25,4674108.840230121,4891715.590345727,4674108.840230121,4891715.590345727,0,1,0,0,0,0,0,0,4674108.840230121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4891715.590345727,0,0,0,0,0,0,0,0,0,0,0,199.05918999319115,208.3265444549094,0
2009,adana,karaisali,23102,adana_karaisali,adana_karaisali_2009,86.41,51.89,7.62,25.43,0,2.25,1117334.9056603773,1279540.8507765024,1117334.9056603773,1279540.8507765024,0,1,0,0,0,0,0,0,1117334.9056603773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279540.8507765024,0,0,0,0,0,0,0,0,0,0,0,48.36528896460815,55.386583446303455,0
2010,adana,karaisali,22981,adana_karaisali,adana_karaisali_2010,86.41,51.89,7.62,25.43,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,adana,karaisali,22701,adana_karaisali,adana_karaisali_2011,88.8,56,12.3,25.6,0,1.8,2530075.7856802163,2765932.7925840095,2530075.7856802163,2765932.7925840095,0,1,0,0,0,0,0,0,2530075.7856802163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2765932.7925840095,0,0,0,0,0,0,0,0,0,0,0,111.45217328224379,121.84189210096513,0
2012,adana,karaisali,22368,adana_karaisali,adana_karaisali_2012,88.8,56,12.3,25.6,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,adana,karaisali,22230,adana_karaisali,adana_karaisali_2013,88.8,56,12.3,25.6,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,adana,karaisali,21682,adana_karaisali,adana_karaisali_2014,88.8,56,12.3,25.6,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,adana,karaisali,21451,adana_karaisali,adana_karaisali_2015,90.2,55.3,9.4,30.9,0.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,adana,karaisali,21250,adana_karaisali,adana_karaisali_2016,91.1,59.7,9.5,27.8,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,adana,karaisali,21189,adana_karaisali,adana_karaisali_2017,91.1,59.7,9.5,27.8,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,adana,karaisali,22308,adana_karaisali,adana_karaisali_2018,90.6,55.7,9.1,17.2,0.6,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,adana,karaisali,21948,adana_karaisali,adana_karaisali_2019,90.6,55.7,9.1,17.2,0.6,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,adana,karaisali,22065,adana_karaisali,adana_karaisali_2020,90.6,55.7,9.1,17.2,0.6,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,adana,karatas,28291,adana_karatas,adana_karatas_2002,71.46,13.37,21.31,16.39,1.68,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,adana,karatas,26930,adana_karatas,adana_karatas_2003,71.46,13.37,21.31,16.39,1.68,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,adana,karatas,25569,adana_karatas,adana_karatas_2004,71.46,13.37,21.31,16.39,1.68,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,adana,karatas,24208,adana_karatas,adana_karatas_2005,71.46,13.37,21.31,16.39,1.68,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,adana,karatas,22846,adana_karatas,adana_karatas_2006,71.46,13.37,21.31,16.39,1.68,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,adana,karatas,21485,adana_karatas,adana_karatas_2007,82.94,20.69,31.89,34.94,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,adana,karatas,22472,adana_karatas,adana_karatas_2008,82.94,20.69,31.89,34.94,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,adana,karatas,21671,adana_karatas,adana_karatas_2009,82.94,20.69,31.89,34.94,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,adana,karatas,21260,adana_karatas,adana_karatas_2010,82.94,20.69,31.89,34.94,0,1.45,1019278.3273381295,1183746.736292428,1019278.3273381295,1183746.736292428,0,1,0,0,0,0,0,0,1019278.3273381295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183746.736292428,0,0,0,0,0,0,0,0,0,0,0,47.94347729718389,55.679526636520606,0
2011,adana,karatas,21203,adana_karatas,adana_karatas_2011,87.8,30.2,48.1,18.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,adana,karatas,20896,adana_karatas,adana_karatas_2012,87.8,30.2,48.1,18.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,adana,karatas,21862,adana_karatas,adana_karatas_2013,87.8,30.2,48.1,18.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,adana,karatas,22178,adana_karatas,adana_karatas_2014,87.8,30.2,48.1,18.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,adana,karatas,21939,adana_karatas,adana_karatas_2015,87.4,23.2,41.7,26.4,6.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,adana,karatas,21867,adana_karatas,adana_karatas_2016,86.9,27.2,40.1,26.2,4.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,adana,karatas,22098,adana_karatas,adana_karatas_2017,86.9,27.2,40.1,26.2,4.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,adana,karatas,24559,adana_karatas,adana_karatas_2018,87.8,24.8,37.5,13.6,11.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,adana,karatas,23678,adana_karatas,adana_karatas_2019,87.8,24.8,37.5,13.6,11.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,adana,karatas,23667,adana_karatas,adana_karatas_2020,87.8,24.8,37.5,13.6,11.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,adana,kozan,128289,adana_kozan,adana_kozan_2002,79.28,33.01,11.35,16.12,0.81,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,adana,kozan,127428,adana_kozan,adana_kozan_2003,79.28,33.01,11.35,16.12,0.81,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,adana,kozan,126566,adana_kozan,adana_kozan_2004,79.28,33.01,11.35,16.12,0.81,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,adana,kozan,125704,adana_kozan,adana_kozan_2005,79.28,33.01,11.35,16.12,0.81,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,adana,kozan,124842,adana_kozan,adana_kozan_2006,79.28,33.01,11.35,16.12,0.81,1.47,24812191.695663758,23177319.004524887,24812191.695663758,23177319.004524887,864,1,0,0,24812191.695663758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23177319.004524887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.74875198782266,185.65321770337616,0.006920747825251117
2007,adana,kozan,123980,adana_kozan,adana_kozan_2007,85.17,44.4,12.05,31.76,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,adana,kozan,124669,adana_kozan,adana_kozan_2008,85.17,44.4,12.05,31.76,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,adana,kozan,125813,adana_kozan,adana_kozan_2009,85.17,44.4,12.05,31.76,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,adana,kozan,127100,adana_kozan,adana_kozan_2010,85.17,44.4,12.05,31.76,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,adana,kozan,127804,adana_kozan,adana_kozan_2011,85.9,46.7,16.6,32.2,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,adana,kozan,127926,adana_kozan,adana_kozan_2012,85.9,46.7,16.6,32.2,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,adana,kozan,128153,adana_kozan,adana_kozan_2013,85.9,46.7,16.6,32.2,0,1.4,5594319.829349592,6307160.49382716,5594319.829349592,6307160.49382716,0,1,0,0,0,0,0,0,5594319.829349592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6307160.49382716,0,0,0,0,0,0,0,0,0,0,0,43.653444159322,49.2158630217565,0
2014,adana,kozan,128893,adana_kozan,adana_kozan_2014,85.9,46.7,16.6,32.2,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,adana,kozan,129242,adana_kozan,adana_kozan_2015,82.3,42.9,20.7,30.7,1.3,2.4,2672179.4724551127,2455153.0073865633,2672179.4724551127,2455153.0073865633,0,1,0,0,0,0,0,0,2672179.4724551127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2455153.0073865633,0,0,0,0,0,0,0,0,0,0,0,20.675782427191724,18.996556903998417,0
2016,adana,kozan,129985,adana_kozan,adana_kozan_2016,84.7,50.1,18.3,28.1,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,adana,kozan,130456,adana_kozan,adana_kozan_2017,84.7,50.1,18.3,28.1,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,adana,kozan,130495,adana_kozan,adana_kozan_2018,85.3,47,14.6,15.6,1.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,adana,kozan,131633,adana_kozan,adana_kozan_2019,85.3,47,14.6,15.6,1.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,adana,kozan,132974,adana_kozan,adana_kozan_2020,85.3,47,14.6,15.6,1.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,adana,pozanti,21059,adana_pozanti,adana_pozanti_2002,75.36,42.19,18.56,10.5,0.91,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,adana,pozanti,20826,adana_pozanti,adana_pozanti_2003,75.36,42.19,18.56,10.5,0.91,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,adana,pozanti,20594,adana_pozanti,adana_pozanti_2004,75.36,42.19,18.56,10.5,0.91,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,adana,pozanti,20361,adana_pozanti,adana_pozanti_2005,75.36,42.19,18.56,10.5,0.91,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,adana,pozanti,20129,adana_pozanti,adana_pozanti_2006,75.36,42.19,18.56,10.5,0.91,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,adana,pozanti,19896,adana_pozanti,adana_pozanti_2007,84.51,43,21.03,23.78,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,adana,pozanti,21963,adana_pozanti,adana_pozanti_2008,84.51,43,21.03,23.78,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,adana,pozanti,20425,adana_pozanti,adana_pozanti_2009,84.51,43,21.03,23.78,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,adana,pozanti,20279,adana_pozanti,adana_pozanti_2010,84.51,43,21.03,23.78,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,adana,pozanti,20147,adana_pozanti,adana_pozanti_2011,89,48.5,21.2,25.4,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,adana,pozanti,19812,adana_pozanti,adana_pozanti_2012,89,48.5,21.2,25.4,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,adana,pozanti,20954,adana_pozanti,adana_pozanti_2013,89,48.5,21.2,25.4,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,adana,pozanti,20004,adana_pozanti,adana_pozanti_2014,89,48.5,21.2,25.4,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,adana,pozanti,19440,adana_pozanti,adana_pozanti_2015,87.8,45.4,21.2,27.1,1.8,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,adana,pozanti,19362,adana_pozanti,adana_pozanti_2016,88.2,52.7,20.4,22.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,adana,pozanti,19215,adana_pozanti,adana_pozanti_2017,88.2,52.7,20.4,22.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,adana,pozanti,20683,adana_pozanti,adana_pozanti_2018,90.9,45.1,20.8,15.6,1.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,adana,pozanti,19974,adana_pozanti,adana_pozanti_2019,90.9,45.1,20.8,15.6,1.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,adana,pozanti,19930,adana_pozanti,adana_pozanti_2020,90.9,45.1,20.8,15.6,1.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,adana,saimbeyli,17384,adana_saimbeyli,adana_saimbeyli_2002,77,43.57,12.26,12.44,0.79,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,adana,saimbeyli,17462,adana_saimbeyli,adana_saimbeyli_2003,77,43.57,12.26,12.44,0.79,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,adana,saimbeyli,17540,adana_saimbeyli,adana_saimbeyli_2004,77,43.57,12.26,12.44,0.79,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,adana,saimbeyli,17619,adana_saimbeyli,adana_saimbeyli_2005,77,43.57,12.26,12.44,0.79,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,adana,saimbeyli,17697,adana_saimbeyli,adana_saimbeyli_2006,77,43.57,12.26,12.44,0.79,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,adana,saimbeyli,17775,adana_saimbeyli,adana_saimbeyli_2007,80.97,52.47,12.16,22.43,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,adana,saimbeyli,17671,adana_saimbeyli,adana_saimbeyli_2008,80.97,52.47,12.16,22.43,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,adana,saimbeyli,17573,adana_saimbeyli,adana_saimbeyli_2009,80.97,52.47,12.16,22.43,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,adana,saimbeyli,17355,adana_saimbeyli,adana_saimbeyli_2010,80.97,52.47,12.16,22.43,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,adana,saimbeyli,17104,adana_saimbeyli,adana_saimbeyli_2011,79.6,57.9,11.2,25.9,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,adana,saimbeyli,16630,adana_saimbeyli,adana_saimbeyli_2012,79.6,57.9,11.2,25.9,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,adana,saimbeyli,16572,adana_saimbeyli,adana_saimbeyli_2013,79.6,57.9,11.2,25.9,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,adana,saimbeyli,16000,adana_saimbeyli,adana_saimbeyli_2014,79.6,57.9,11.2,25.9,0,1.1,2233319.3784118746,2551112.6893939395,2233319.3784118746,2551112.6893939395,0,1,0,0,0,0,0,0,2233319.3784118746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551112.6893939395,0,0,0,0,0,0,0,0,0,0,0,139.58246115074218,159.44454308712122,0
2015,adana,saimbeyli,15530,adana_saimbeyli,adana_saimbeyli_2015,78.3,48.4,11.9,34.8,0.6,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,adana,saimbeyli,15239,adana_saimbeyli,adana_saimbeyli_2016,80.4,54.6,11.1,30.8,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
