pdym,imp_try_sum,imp_usd_sum,real_try_sum,dollars_sum,houses_sum,projects,try_idare_konut,try_afet_konutu,try_alt_gelir,try_ikmal_ihalesi,try_protokol_meb,try_restorasyon,try_altyapi_sosyal,try_danismanlik_hizmetleri,try_stadyum,try_millet_bahcesi,try_gelir_paylasimli,try_konut_sosyal_donati,try_bakim_onarim,try_kamu_hizmet,try_tarimkoy,try_kentsel_donusum,try_diger,try_talep_organizasyon,usd_idare_konut,usd_afet_konutu,usd_alt_gelir,usd_ikmal_ihalesi,usd_protokol_meb,usd_restorasyon,usd_altyapi_sosyal,usd_danismanlik_hizmetleri,usd_stadyum,usd_millet_bahcesi,usd_gelir_paylasimli,usd_konut_sosyal_donati,usd_bakim_onarim,usd_kamu_hizmet,usd_tarimkoy,usd_kentsel_donusum,usd_diger,usd_talep_organizasyon
ankara_sincan_2005_7,715065.6996587031,627758.052434457,715065.6996587031,627758.052434457,NA,1,0,0,0,0,0,0,715065.6996587031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627758.052434457,0,0,0,0,0,0,0,0,0,0,0
ankara_sincan_2006_2,4961890.152830143,4634951.73453997,4961890.152830143,4634951.73453997,NA,1,0,0,0,0,0,0,4961890.152830143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4634951.73453997,0,0,0,0,0,0,0,0,0,0,0
ankara_sincan_2006_6,470143.5436706727,413872.32574189093,470143.5436706727,413872.32574189093,NA,1,0,0,0,0,0,0,470143.5436706727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413872.32574189093,0,0,0,0,0,0,0,0,0,0,0
ankara_sincan_2007_8,96287.19452168977,104524.18096723869,96287.19452168977,104524.18096723869,NA,1,0,0,0,0,0,0,96287.19452168977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104524.18096723869,0,0,0,0,0,0,0,0,0,0,0
ankara_sincan_2008_4,5968609.487227734,7318217.979315832,5968609.487227734,7318217.979315832,104,1,0,0,0,0,0,0,0,0,0,0,0,5968609.487227734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7318217.979315832,0,0,0,0,0,0
ankara_sincan_2011_7,17079866.447612487,18672074.1599073,17079866.447612487,18672074.1599073,1096,1,17079866.447612487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18672074.1599073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ankara_sincan_2012_3,1625455.6201359471,1843575.4189944135,1625455.6201359471,1843575.4189944135,NA,1,0,0,0,0,0,0,1625455.6201359471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1843575.4189944135,0,0,0,0,0,0,0,0,0,0,0
ankara_sincan_2016_11,34265628.10452313,30198597.010372177,34265628.10452313,30198597.010372177,822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34265628.10452313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30198597.010372177,0,0
ankara_sincan_2016_9,61263707.354227126,58535911.157242194,NA,NA,1945,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61263707.354227126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58535911.157242194,0,0
ankara_sincan_2017_5,38352486.341178484,33205923.442302316,38352486.341178484,33205923.442302316,891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38352486.341178484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33205923.442302316,0,0
ankara_sincan_2017_9,69743902.04814257,61904409.672830716,69743902.04814257,61904409.672830716,1541,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69743902.04814257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61904409.672830716,0,0
ankara_sincan_2019_12,25298094.93352826,19144338.807260156,25298094.93352826,19144338.807260156,NA,1,0,0,0,25298094.93352826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19144338.807260156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ankara_sincan_2020_10,8214552.355193863,5192063.088272704,8214552.355193863,5192063.088272704,NA,1,0,0,0,0,0,0,0,0,0,8214552.355193863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5192063.088272704,0,0,0,0,0,0,0,0
ankara_sincan_2020_11,14439460.439544959,9126558.127702875,14439460.439544959,9126558.127702875,399,1,14439460.439544959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9126558.127702875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ankara_sincan_2020_8,37542857.02199483,24625416.204217535,37542857.02199483,24625416.204217535,752,1,37542857.02199483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24625416.204217535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ankara_sincan_2020_9,40315740.715281315,26444228.634850167,40315740.715281315,26444228.634850167,817,1,40315740.715281315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26444228.634850167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ankara_yenimahalle_2006_11,65185883.19759485,60111724.137931034,65185883.19759485,60111724.137931034,1290,2,32517406.684465986,0,0,0,0,0,0,0,0,0,0,32668476.513128866,0,0,0,0,0,0,29986206.896551725,0,0,0,0,0,0,0,0,0,0,30125517.24137931,0,0,0,0,0,0
ankara_yenimahalle_2006_6,45970036.92466897,40467908.902691506,45970036.92466897,40467908.902691506,1152,1,0,0,0,0,0,0,0,0,0,0,0,45970036.92466897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40467908.902691506,0,0,0,0,0,0
ankara_yenimahalle_2006_9,33874034.78247481,29431438.127090298,33874034.78247481,29431438.127090298,712,1,33874034.78247481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29431438.127090298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ankara_yenimahalle_2007_4,14043226.448458295,14704647.676161919,14043226.448458295,14704647.676161919,426,1,14043226.448458295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14704647.676161919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ankara_yenimahalle_2007_5,1963732.1649735474,2056221.889055472,1963732.1649735474,2056221.889055472,NA,1,0,0,0,0,0,0,1963732.1649735474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056221.889055472,0,0,0,0,0,0,0,0,0,0,0
ankara_yenimahalle_2008_2,94682646.97376297,117608187.13450292,94682646.97376297,117608187.13450292,2232,2,52310620.58204368,0,0,0,0,0,0,0,0,0,0,42372026.3917193,0,0,0,0,0,0,64976608.1871345,0,0,0,0,0,0,0,0,0,0,52631578.94736842,0,0,0,0,0,0
ankara_yenimahalle_2008_5,28693965.209605318,35182179.793158315,28693965.209605318,35182179.793158315,740,1,0,0,0,0,0,0,0,0,0,0,0,28693965.209605318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35182179.793158315,0,0,0,0,0,0
ankara_yenimahalle_2008_8,29318445.102329772,37836378.73754153,29318445.102329772,37836378.73754153,NA,1,0,0,0,0,0,0,29318445.102329772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37836378.73754153,0,0,0,0,0,0,0,0,0,0,0
ankara_yenimahalle_2010_2,10985672.34359117,12888074.616922053,10985672.34359117,12888074.616922053,422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10985672.34359117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12888074.616922053,0,0
ankara_yenimahalle_2010_5,2461780.5755395684,2859007.832898172,2461780.5755395684,2859007.832898172,NA,1,0,0,0,0,0,0,2461780.5755395684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2859007.832898172,0,0,0,0,0,0,0,0,0,0,0
ankara_yenimahalle_2010_9,11126519.981734851,13070860.927152317,11126519.981734851,13070860.927152317,408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11126519.981734851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13070860.927152317,0,0
ankara_yenimahalle_2011_6,12606357.850708876,15243902.43902439,12606357.850708876,15243902.43902439,NA,1,0,0,0,0,0,0,12606357.850708876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15243902.43902439,0,0,0,0,0,0,0,0,0,0,0
ankara_yenimahalle_2012_11,8932177.777359325,10623740.201567749,8932177.777359325,10623740.201567749,275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8932177.777359325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10623740.201567749,0,0
ankara_yenimahalle_2012_3,3718845.433947394,4217877.094972067,3718845.433947394,4217877.094972067,NA,1,0,0,0,0,0,0,3718845.433947394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4217877.094972067,0,0,0,0,0,0,0,0,0,0,0
ankara_yenimahalle_2013_12,29565971.537824735,33333333.333333336,29565971.537824735,33333333.333333336,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29565971.537824735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33333333.333333336,0,0,0,0
ankara_yenimahalle_2013_4,8765525.591434907,10522591.181273816,8765525.591434907,10522591.181273816,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8765525.591434907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10522591.181273816,0,0,0,0
ankara_yenimahalle_2013_5,2063276.8464060437,2476864.452912357,2063276.8464060437,2476864.452912357,NA,1,0,0,0,0,0,0,2063276.8464060437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2476864.452912357,0,0,0,0,0,0,0,0,0,0,0
ankara_yenimahalle_2014_5,41035759.140818976,46875000,41035759.140818976,46875000,NA,1,0,0,0,0,0,0,41035759.140818976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46875000,0,0,0,0,0,0,0,0,0,0,0
ankara_yenimahalle_2015_9,22391945.178209107,20573338.023214914,22391945.178209107,20573338.023214914,294,1,0,0,0,0,0,0,0,0,0,0,0,22391945.178209107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20573338.023214914,0,0,0,0,0,0
ankara_yenimahalle_2016_1,10182495.4531041,9489470.108695652,10182495.4531041,9489470.108695652,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10182495.4531041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9489470.108695652,0,0,0,0
ankara_yenimahalle_2020_1,22571651.61146426,16606498.194945848,22571651.61146426,16606498.194945848,479,1,22571651.61146426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16606498.194945848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ankara_yenimahalle_2020_10,13909250.058273207,12957051.5862641,NA,NA,668,1,13909250.058273207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12957051.5862641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ankara_yenimahalle_2020_11,13909250.058273207,12957051.5862641,NA,NA,305,1,13909250.058273207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12957051.5862641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antalya_akseki_2016_7,17138372.02297637,16339527.027027028,17138372.02297637,16339527.027027028,409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17138372.02297637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16339527.027027028
antalya_aksu_2019_6,5530490.467180905,3882833.78746594,5530490.467180905,3882833.78746594,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5530490.467180905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3882833.78746594,0,0,0,0
antalya_aksu_2020_8,3447386.0653605275,2261237.5138734737,3447386.0653605275,2261237.5138734737,NA,1,0,0,0,0,0,0,0,0,0,3447386.0653605275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2261237.5138734737,0,0,0,0,0,0,0,0
antalya_alanya_2009_4,8773691.706107317,9132656.230031949,8773691.706107317,9132656.230031949,448,1,0,0,8773691.706107317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9132656.230031949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antalya_alanya_2010_9,13517337.798147554,15879470.198675497,13517337.798147554,15879470.198675497,864,1,0,0,0,0,0,0,0,0,0,0,0,13517337.798147554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15879470.198675497,0,0,0,0,0,0
antalya_alanya_2013_9,29840298.313237872,33807829.18149466,29840298.313237872,33807829.18149466,NA,1,0,0,0,0,0,0,29840298.313237872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33807829.18149466,0,0,0,0,0,0,0,0,0,0,0
antalya_alanya_2020_6,19714790.298411284,18723754.21543423,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19714790.298411284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18723754.21543423,0
antalya_elmali_2013_7,7673219.566261168,8693441.789527198,7673219.566261168,8693441.789527198,NA,1,0,0,0,0,0,0,7673219.566261168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8693441.789527198,0,0,0,0,0,0,0,0,0,0,0
antalya_gazipasa_2013_6,11450052.828956617,13745236.799129015,11450052.828956617,13745236.799129015,NA,1,0,0,0,0,0,0,11450052.828956617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13745236.799129015,0,0,0,0,0,0,0,0,0,0,0
antalya_kas_2009_9,6348255.909865764,6959142.66577361,6348255.909865764,6959142.66577361,NA,1,0,0,0,0,0,0,6348255.909865764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6959142.66577361,0,0,0,0,0,0,0,0,0,0,0
antalya_kas_2020_12,3085387.474518185,1950139.9135080131,3085387.474518185,1950139.9135080131,NA,1,0,0,0,0,0,0,0,0,0,3085387.474518185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950139.9135080131,0,0,0,0,0,0,0,0
antalya_kemer_2010_9,5581017.774696004,6556291.390728476,5581017.774696004,6556291.390728476,NA,1,0,0,0,0,0,0,5581017.774696004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6556291.390728476,0,0,0,0,0,0,0,0,0,0,0
antalya_kepez_2011_11,237241.96166933898,257782.6324412889,237241.96166933898,257782.6324412889,NA,1,0,0,0,0,0,0,237241.96166933898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257782.6324412889,0,0,0,0,0,0,0,0,0,0,0
antalya_kepez_2013_10,28153375.11990644,31740740.740740743,28153375.11990644,31740740.740740743,NA,1,0,0,0,0,0,0,28153375.11990644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31740740.740740743,0,0,0,0,0,0,0,0,0,0,0
antalya_korkuteli_2010_9,7529864.082486316,8845695.364238411,7529864.082486316,8845695.364238411,NA,1,0,0,0,0,0,0,7529864.082486316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8845695.364238411,0,0,0,0,0,0,0,0,0,0,0
antalya_manavgat_2012_9,360619.5657984904,413140.3118040089,360619.5657984904,413140.3118040089,NA,1,0,0,0,0,0,0,360619.5657984904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413140.3118040089,0,0,0,0,0,0,0,0,0,0,0
antalya_manavgat_2013_6,8510404.455835652,9296492.117108049,NA,NA,NA,1,0,0,0,0,0,0,8510404.455835652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9296492.117108049,0,0,0,0,0,0,0,0,0,0,0
antalya_manavgat_2020_10,5328393.332568627,3367846.8583057746,5328393.332568627,3367846.8583057746,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5328393.332568627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3367846.8583057746,0,0,0,0
antalya_manavgat_2020_4,7925317.783952534,5323216.109732964,7925317.783952534,5323216.109732964,222,1,7925317.783952534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5323216.109732964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antalya_merkez_2006_4,11743769.452088086,10338164.25120773,11743769.452088086,10338164.25120773,892,1,11743769.452088086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10338164.25120773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antalya_merkez_2007_1,12913211.800092211,12567663.817663819,12913211.800092211,12567663.817663819,448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12913211.800092211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12567663.817663819,0,0
antalya_merkez_2008_11,9652558.948372258,10101941.291585127,9652558.948372258,10101941.291585127,NA,1,0,0,0,0,0,0,9652558.948372258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10101941.291585127,0,0,0,0,0,0,0,0,0,0,0
antalya_merkez_2008_3,19874498.093258813,24686716.791979946,19874498.093258813,24686716.791979946,728,2,10727520.967427347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9146977.125831468,0,0,13324979.114452798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11361737.67752715,0,0
antalya_merkez_2009_6,4597828.155405364,4785942.49201278,4597828.155405364,4785942.49201278,NA,1,0,0,0,0,0,0,4597828.155405364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4785942.49201278,0,0,0,0,0,0,0,0,0,0,0
antalya_merkez_2010_3,2436212.6830708776,2858094.603597602,2436212.6830708776,2858094.603597602,60,1,0,0,0,0,0,0,2436212.6830708776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2858094.603597602,0,0,0,0,0,0,0,0,0,0,0
antalya_muratpasa_2012_12,37397080.35382233,44479283.314669654,37397080.35382233,44479283.314669654,NA,1,0,0,0,0,0,0,0,0,37397080.35382233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44479283.314669654,0,0,0,0,0,0,0,0,0
antalya_muratpasa_2013_2,1923704.2448300736,2352247.191011236,1923704.2448300736,2352247.191011236,NA,1,0,0,0,0,0,0,1923704.2448300736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352247.191011236,0,0,0,0,0,0,0,0,0,0,0
antalya_muratpasa_2013_4,21086235.902831,25313010.342950463,21086235.902831,25313010.342950463,NA,1,0,0,0,0,0,0,0,0,21086235.902831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25313010.342950463,0,0,0,0,0,0,0,0,0
antalya_muratpasa_2016_1,9650993.415425047,9356903.10167016,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9650993.415425047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9356903.10167016,0,0,0,0
antalya_serik_2011_7,4499443.531718692,4918887.601390499,4499443.531718692,4918887.601390499,NA,1,0,0,0,0,0,0,4499443.531718692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4918887.601390499,0,0,0,0,0,0,0,0,0,0,0
antalya_serik_2018_3,23509072.861782428,20570716.347415376,23509072.861782428,20570716.347415376,583,1,23509072.861782428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20570716.347415376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antalya_serik_2020_11,3755322.454384281,2373576.825235309,3755322.454384281,2373576.825235309,NA,1,0,0,0,0,0,0,0,0,0,3755322.454384281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2373576.825235309,0,0,0,0,0,0,0,0
ardahan_cildir_2016_5,3018821.7599838804,2900103.698582786,3018821.7599838804,2900103.698582786,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3018821.7599838804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900103.698582786
ardahan_gole_2010_2,13767725.008944139,16151898.734177217,13767725.008944139,16151898.734177217,352,1,13767725.008944139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16151898.734177217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ardahan_gole_2016_4,1176584.8814239916,1130314.5523677843,1176584.8814239916,1130314.5523677843,14,1,0,0,0,0,0,0,1176584.8814239916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130314.5523677843,0,0,0,0,0,0,0,0,0,0,0
ardahan_merkez_2009_10,2669363.20754717,3056880.4861580012,2669363.20754717,3056880.4861580012,NA,1,0,0,0,0,0,0,2669363.20754717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3056880.4861580012,0,0,0,0,0,0,0,0,0,0,0
ardahan_merkez_2009_6,19021749.139058214,19800000,19021749.139058214,19800000,500,1,0,0,0,0,0,0,0,0,0,0,0,19021749.139058214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19800000,0,0,0,0,0,0
ardahan_merkez_2012_9,1161564.3696204745,1330734.9665924276,1161564.3696204745,1330734.9665924276,NA,1,0,0,0,0,0,0,1161564.3696204745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330734.9665924276,0,0,0,0,0,0,0,0,0,0,0
ardahan_merkez_2014_4,10776239.051949613,12309659.09090909,10776239.051949613,12309659.09090909,NA,1,0,0,0,0,0,0,10776239.051949613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12309659.09090909,0,0,0,0,0,0,0,0,0,0,0
ardahan_merkez_2015_7,12897668.54255197,11850158.283503342,12897668.54255197,11850158.283503342,314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12897668.54255197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11850158.283503342,0,0
ardahan_posof_2019_12,5356343.368815387,4053414.0017286083,5356343.368815387,4053414.0017286083,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5356343.368815387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4053414.0017286083
artvin_arhavi_2013_8,4958425.509192158,5617691.916624301,4958425.509192158,5617691.916624301,NA,1,0,0,0,0,0,0,4958425.509192158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5617691.916624301,0,0,0,0,0,0,0,0,0,0,0
artvin_borcka_2016_2,5824400.5204783445,5427989.130434782,5824400.5204783445,5427989.130434782,NA,1,0,0,0,5824400.5204783445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5427989.130434782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
artvin_hopa_2012_10,4792324.748261723,5699888.017917133,4792324.748261723,5699888.017917133,NA,1,0,0,0,0,0,0,4792324.748261723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5699888.017917133,0,0,0,0,0,0,0,0,0,0,0
artvin_merkez_2006_5,3387172.793339448,2981763.9751552795,3387172.793339448,2981763.9751552795,NA,1,0,0,0,0,0,0,3387172.793339448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2981763.9751552795,0,0,0,0,0,0,0,0,0,0,0
artvin_murgul_2009_9,1143174.8611509956,1253181.5137307434,1143174.8611509956,1253181.5137307434,32,1,0,0,0,0,0,0,1143174.8611509956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253181.5137307434,0,0,0,0,0,0,0,0,0,0,0
artvin_murgul_2010_2,3234086.5338201975,3794137.2418387746,3234086.5338201975,3794137.2418387746,NA,1,0,0,0,0,0,0,3234086.5338201975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3794137.2418387746,0,0,0,0,0,0,0,0,0,0,0
artvin_murgul_2017_7,2800730.7926536105,2485917.4964438123,2800730.7926536105,2485917.4964438123,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800730.7926536105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2485917.4964438123
artvin_savsat_2011_7,2542795.060681541,2779837.775202781,2542795.060681541,2779837.775202781,NA,1,0,0,0,0,0,0,2542795.060681541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2779837.775202781,0,0,0,0,0,0,0,0,0,0,0
artvin_savsat_2014_1,4239281.627652742,4497292.418772562,4239281.627652742,4497292.418772562,NA,1,0,0,0,0,0,0,4239281.627652742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4497292.418772562,0,0,0,0,0,0,0,0,0,0,0
artvin_yusufeli_2018_6,19776264.59143969,15828257.384932447,19776264.59143969,15828257.384932447,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19776264.59143969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15828257.384932447,0,0,0,0
artvin_yusufeli_2019_9,18661119.51588502,13918194.640338507,18661119.51588502,13918194.640338507,221,1,18661119.51588502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13918194.640338507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aydin_bozdogan_2007_6,6431948.769714282,6734886.806596701,6431948.769714282,6734886.806596701,192,1,6431948.769714282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6734886.806596701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aydin_cine_2019_6,3788871.1007616553,2660081.7438692097,3788871.1007616553,2660081.7438692097,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3788871.1007616553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660081.7438692097,0,0,0,0
aydin_cine_2020_7,4192320.952298363,2749861.265260821,4192320.952298363,2749861.265260821,81,1,0,0,0,0,0,0,0,0,0,0,0,4192320.952298363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2749861.265260821,0,0,0,0,0,0
aydin_didim_2009_6,3799807.2472575707,3955271.565495208,3799807.2472575707,3955271.565495208,140,1,0,0,0,0,0,0,0,0,0,0,0,3799807.2472575707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3955271.565495208,0,0,0,0,0,0
aydin_efeler_2016_2,999770.3772010074,931725.5434782609,999770.3772010074,931725.5434782609,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,999770.3772010074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931725.5434782609,0,0,0,0
aydin_incirliova_2004_9,3879937.390663843,2864717.8789938814,3879937.390663843,2864717.8789938814,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879937.390663843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2864717.8789938814,0,0,0
aydin_incirliova_2019_4,9697763.54727599,6808583.10626703,9697763.54727599,6808583.10626703,206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9697763.54727599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6808583.10626703
aydin_karacasu_2007_12,4420978.3585701445,5395832.067510548,4420978.3585701445,5395832.067510548,128,1,4420978.3585701445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5395832.067510548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aydin_karpuzlu_2014_2,2188551.47243361,2321750.9025270757,2188551.47243361,2321750.9025270757,NA,1,0,0,0,0,0,0,2188551.47243361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321750.9025270757,0,0,0,0,0,0,0,0,0,0,0
