pdym,imp_try_sum,imp_usd_sum,real_try_sum,dollars_sum,houses_sum,projects,try_idare_konut,try_afet_konutu,try_alt_gelir,try_ikmal_ihalesi,try_protokol_meb,try_restorasyon,try_altyapi_sosyal,try_danismanlik_hizmetleri,try_stadyum,try_millet_bahcesi,try_gelir_paylasimli,try_konut_sosyal_donati,try_bakim_onarim,try_kamu_hizmet,try_tarimkoy,try_kentsel_donusum,try_diger,try_talep_organizasyon,usd_idare_konut,usd_afet_konutu,usd_alt_gelir,usd_ikmal_ihalesi,usd_protokol_meb,usd_restorasyon,usd_altyapi_sosyal,usd_danismanlik_hizmetleri,usd_stadyum,usd_millet_bahcesi,usd_gelir_paylasimli,usd_konut_sosyal_donati,usd_bakim_onarim,usd_kamu_hizmet,usd_tarimkoy,usd_kentsel_donusum,usd_diger,usd_talep_organizasyon
adana_aladag_2005_8,10650223.549488055,9349859.176029963,10650223.549488055,9349859.176029963,308,1,0,0,0,0,0,0,0,0,0,0,0,10650223.549488055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9349859.176029963,0,0,0,0,0,0
adana_ceyhan_2012_4,19224313.573299702,22040600.66740823,19224313.573299702,22040600.66740823,NA,1,0,0,0,0,0,0,19224313.573299702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22040600.66740823,0,0,0,0,0,0,0,0,0,0,0
adana_ceyhan_2016_4,19723808.392972153,18948150.708606984,19723808.392972153,18948150.708606984,499,1,0,0,0,0,0,0,0,0,0,0,0,19723808.392972153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18948150.708606984,0,0,0,0,0,0
adana_cukurova_2014_1,25416122.54186748,26962996.389891695,25416122.54186748,26962996.389891695,NA,1,0,0,0,0,0,0,25416122.54186748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26962996.389891695,0,0,0,0,0,0,0,0,0,0,0
adana_cukurova_2019_4,6147576.771940038,4316076.29427793,6147576.771940038,4316076.29427793,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6147576.771940038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4316076.29427793,0,0,0,0
adana_feke_2012_3,1344281.3515909761,1524670.3910614525,1344281.3515909761,1524670.3910614525,NA,1,0,0,0,0,0,0,1344281.3515909761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524670.3910614525,0,0,0,0,0,0,0,0,0,0,0
adana_imamoglu_2011_1,9713567.319571357,11368152.866242038,9713567.319571357,11368152.866242038,NA,1,0,0,0,0,0,0,9713567.319571357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11368152.866242038,0,0,0,0,0,0,0,0,0,0,0
adana_karaisali_2007_5,2627377.7052325625,2751124.4377811095,2627377.7052325625,2751124.4377811095,96,1,2627377.7052325625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2751124.4377811095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana_karaisali_2008_11,4674108.840230121,4891715.590345727,4674108.840230121,4891715.590345727,NA,1,0,0,0,0,0,0,4674108.840230121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4891715.590345727,0,0,0,0,0,0,0,0,0,0,0
adana_karaisali_2009_12,1117334.9056603773,1279540.8507765024,1117334.9056603773,1279540.8507765024,NA,1,0,0,0,0,0,0,1117334.9056603773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279540.8507765024,0,0,0,0,0,0,0,0,0,0,0
adana_karaisali_2011_7,2530075.7856802163,2765932.7925840095,2530075.7856802163,2765932.7925840095,NA,1,0,0,0,0,0,0,2530075.7856802163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2765932.7925840095,0,0,0,0,0,0,0,0,0,0,0
adana_karatas_2010_5,1019278.3273381295,1183746.736292428,1019278.3273381295,1183746.736292428,NA,1,0,0,0,0,0,0,1019278.3273381295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183746.736292428,0,0,0,0,0,0,0,0,0,0,0
adana_kozan_2006_3,24812191.695663758,23177319.004524887,24812191.695663758,23177319.004524887,864,1,0,0,24812191.695663758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23177319.004524887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana_kozan_2013_11,5594319.829349592,6307160.49382716,5594319.829349592,6307160.49382716,NA,1,0,0,0,0,0,0,5594319.829349592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6307160.49382716,0,0,0,0,0,0,0,0,0,0,0
adana_kozan_2015_7,2672179.4724551127,2455153.0073865633,2672179.4724551127,2455153.0073865633,NA,1,0,0,0,0,0,0,2672179.4724551127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2455153.0073865633,0,0,0,0,0,0,0,0,0,0,0
adana_saimbeyli_2014_4,2233319.3784118746,2551112.6893939395,2233319.3784118746,2551112.6893939395,NA,1,0,0,0,0,0,0,2233319.3784118746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551112.6893939395,0,0,0,0,0,0,0,0,0,0,0
adana_saricam_2011_7,24266256.82336107,26528389.339513324,24266256.82336107,26528389.339513324,1224,1,0,0,0,0,0,0,0,0,0,0,0,24266256.82336107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26528389.339513324,0,0,0,0,0,0
adana_saricam_2013_11,12186436.446301626,13739259.25925926,12186436.446301626,13739259.25925926,NA,1,0,0,0,0,0,0,12186436.446301626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13739259.25925926,0,0,0,0,0,0,0,0,0,0,0
adana_saricam_2013_4,62143818.10514096,74600659.77136636,62143818.10514096,74600659.77136636,NA,2,0,0,0,0,0,0,0,0,51896814.39124264,0,0,10247003.713898323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62299625.47632009,0,0,12301034.295046272,0,0,0,0,0,0
adana_saricam_2016_11,11724063.926782582,10332519.829164125,11724063.926782582,10332519.829164125,283,1,11724063.926782582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10332519.829164125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana_saricam_2016_2,31798748.373505175,29634510.86956522,31798748.373505175,29634510.86956522,825,1,0,0,0,0,0,0,0,0,0,0,0,31798748.373505175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29634510.86956522,0,0,0,0,0,0
adana_saricam_2019_12,40528804.42231257,30670181.503889367,40528804.42231257,30670181.503889367,913,2,0,0,0,0,0,0,0,0,0,0,0,40528804.42231257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30670181.503889367,0,0,0,0,0,0
adana_saricam_2020_11,27357759.65290397,17291656.067158483,27357759.65290397,17291656.067158483,820,1,0,0,0,0,0,0,0,0,0,0,0,27357759.65290397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17291656.067158483,0,0,0,0,0,0
adana_saricam_2020_3,58152113.30433813,42783885.78930095,58152113.30433813,42783885.78930095,1421,2,58152113.30433813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42783885.78930095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana_saricam_2020_6,31550281.66596784,21191449.000437766,31550281.66596784,21191449.000437766,953,1,0,0,0,0,0,0,0,0,0,0,0,31550281.66596784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21191449.000437766,0,0,0,0,0,0
adana_seyhan_2005_11,2956130.3358604317,2665925.925925926,2956130.3358604317,2665925.925925926,NA,1,0,0,0,0,0,0,2956130.3358604317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2665925.925925926,0,0,0,0,0,0,0,0,0,0,0
adana_seyhan_2005_7,32453071.672354948,28490636.70411985,32453071.672354948,28490636.70411985,908,1,0,0,32453071.672354948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28490636.70411985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana_seyhan_2006_12,17014052.485547405,15689655.172413794,17014052.485547405,15689655.172413794,96,1,0,0,0,0,0,0,17014052.485547405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15689655.172413794,0,0,0,0,0,0,0,0,0,0,0
adana_seyhan_2006_6,47821758.11597952,42097998.61973775,47821758.11597952,42097998.61973775,1084,1,47821758.11597952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42097998.61973775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana_seyhan_2007_4,7705304.152974951,8068215.892053973,7705304.152974951,8068215.892053973,224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7705304.152974951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8068215.892053973,0,0
adana_seyhan_2007_5,27046240.41579863,28320089.955022488,27046240.41579863,28320089.955022488,860,1,0,0,27046240.41579863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28320089.955022488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana_seyhan_2011_10,693631.1591179826,753686.5101037684,693631.1591179826,753686.5101037684,NA,1,0,0,0,0,0,0,693631.1591179826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753686.5101037684,0,0,0,0,0,0,0,0,0,0,0
adana_seyhan_2012_1,1804255.7383509013,2046368.7150837989,1804255.7383509013,2046368.7150837989,NA,1,0,0,0,0,0,0,1804255.7383509013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046368.7150837989,0,0,0,0,0,0,0,0,0,0,0
adana_seyhan_2012_12,4225060.3748181695,5025195.968645017,4225060.3748181695,5025195.968645017,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4225060.3748181695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5025195.968645017,0,0,0,0
adana_seyhan_2012_5,52025322.596293785,59646829.810901,52025322.596293785,59646829.810901,1398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52025322.596293785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59646829.810901,0,0
adana_seyhan_2013_8,496291.2772096404,562277.5800711743,496291.2772096404,562277.5800711743,NA,1,0,0,0,0,0,0,496291.2772096404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562277.5800711743,0,0,0,0,0,0,0,0,0,0,0
adana_seyhan_2016_7,46314178.09165743,44155405.40540541,46314178.09165743,44155405.40540541,1202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46314178.09165743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44155405.40540541,0,0
adana_seyhan_2018_6,64190604.25726712,51376001.83192123,64190604.25726712,51376001.83192123,1550,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64190604.25726712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51376001.83192123,0,0
adana_seyhan_2020_11,5569273.307937045,3520096.6675146273,5569273.307937045,3520096.6675146273,NA,1,0,0,0,0,5569273.307937045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520096.6675146273,0,0,0,0,0,0,0,0,0,0,0,0,0
adana_seyhan_2020_6,61519252.78678766,41320775.572741866,61519252.78678766,41320775.572741866,NA,1,0,0,0,0,0,0,61519252.78678766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41320775.572741866,0,0,0,0,0,0,0,0,0,0,0
adana_yumurtalik_2011_10,2473951.1341874716,2688148.5527034407,2473951.1341874716,2688148.5527034407,NA,1,0,0,0,0,0,0,2473951.1341874716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688148.5527034407,0,0,0,0,0,0,0,0,0,0,0
adana_yumurtalik_2020_11,1838715.4549095132,1162172.4751971508,1838715.4549095132,1162172.4751971508,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1838715.4549095132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162172.4751971508,0,0,0,0
adana_yuregir_2005_10,31167913.788430106,28108148.148148146,31167913.788430106,28108148.148148146,888,1,0,0,31167913.788430106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28108148.148148146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2005_12,1429193.3271456382,1288888.8888888888,1429193.3271456382,1288888.8888888888,NA,1,0,0,0,0,0,0,1429193.3271456382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288888.8888888888,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2005_2,6099316.771812256,5295454.545454545,6099316.771812256,5295454.545454545,212,1,6099316.771812256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5295454.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2005_3,16482116.524000244,14309848.484848484,16482116.524000244,14309848.484848484,580,1,16482116.524000244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14309848.484848484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2005_9,45863481.22866894,40263670.411985025,45863481.22866894,40263670.411985025,1708,3,28813993.174061432,0,17049488.054607507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25295880.149812736,0,14967790.262172285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2006_11,44868486.98331501,41375862.06896552,44868486.98331501,41375862.06896552,NA,1,0,0,0,0,0,0,44868486.98331501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41375862.06896552,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2006_5,39992846.3353638,35206124.91373361,39992846.3353638,35206124.91373361,1156,2,0,0,4125998.573186889,0,0,0,35866847.76217691,0,0,0,0,0,0,0,0,0,0,0,0,0,3632160.11042098,0,0,0,31573964.80331263,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2007_6,497548.01944402687,520982.0089955022,497548.01944402687,520982.0089955022,NA,1,0,0,0,0,0,0,497548.01944402687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520982.0089955022,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2008_2,8580671.630246902,10658312.447786132,8580671.630246902,10658312.447786132,210,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8580671.630246902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10658312.447786132,0,0,0
adana_yuregir_2009_11,11648584.905660378,13339635.381498987,11648584.905660378,13339635.381498987,752,1,0,0,11648584.905660378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13339635.381498987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2009_4,10713439.899817683,11151766.77316294,10713439.899817683,11151766.77316294,NA,1,0,0,0,0,0,0,10713439.899817683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11151766.77316294,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2009_8,6446533.510115051,7066877.42799732,6446533.510115051,7066877.42799732,NA,1,0,0,0,0,0,0,6446533.510115051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7066877.42799732,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2010_2,7890716.837125838,9257161.892071953,7890716.837125838,9257161.892071953,328,1,0,0,0,0,0,0,0,0,0,0,0,7890716.837125838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9257161.892071953,0,0,0,0,0,0
adana_yuregir_2011_6,6097761.641639729,7373555.840821566,6097761.641639729,7373555.840821566,NA,1,0,0,0,0,0,0,6097761.641639729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7373555.840821566,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2012_12,9650993.415425047,9356903.10167016,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9650993.415425047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9356903.10167016,0,0,0,0
adana_yuregir_2013_10,3403371.8347984916,3837037.0370370373,3403371.8347984916,3837037.0370370373,NA,1,0,0,0,0,0,0,3403371.8347984916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3837037.0370370373,0,0,0,0,0,0,0,0,0,0,0
adana_yuregir_2013_11,38037169.90140296,42883950.617283955,38037169.90140296,42883950.617283955,772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38037169.90140296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42883950.617283955,0,0
adana_yuregir_2013_6,9311046.92027589,11177463.255307566,9311046.92027589,11177463.255307566,230,1,0,0,0,0,0,0,0,0,0,0,0,9311046.92027589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11177463.255307566,0,0,0,0,0,0
adana_yuregir_2014_7,2087470.6802992148,2350451.433857539,2087470.6802992148,2350451.433857539,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2087470.6802992148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350451.433857539,0,0,0,0
adana_yuregir_2016_11,10875652.923400706,9584807.809640024,10875652.923400706,9584807.809640024,283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10875652.923400706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9584807.809640024
adiyaman_besni_2004_6,6281661.22258516,4651554.941257775,6281661.22258516,4651554.941257775,240,1,6281661.22258516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4651554.941257775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_besni_2005_10,8895496.398268541,8022222.222222222,8895496.398268541,8022222.222222222,260,1,8895496.398268541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8022222.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_besni_2007_7,2119755.4017834687,2301092.0436817473,2119755.4017834687,2301092.0436817473,168,1,2119755.4017834687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2301092.0436817473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_besni_2008_11,8510404.455835652,9296492.117108049,NA,NA,NA,1,0,0,0,0,0,0,8510404.455835652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9296492.117108049,0,0,0,0,0,0,0,0,0,0,0
adiyaman_besni_2009_8,10915456.383999217,11965840.58941728,10915456.383999217,11965840.58941728,NA,1,0,0,0,0,0,0,10915456.383999217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11965840.58941728,0,0,0,0,0,0,0,0,0,0,0
adiyaman_besni_2013_9,3518014.1169290966,3985765.12455516,3518014.1169290966,3985765.12455516,NA,1,0,0,0,0,0,0,3518014.1169290966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3985765.12455516,0,0,0,0,0,0,0,0,0,0,0
adiyaman_besni_2015_7,15275066.038819343,14034470.629616601,15275066.038819343,14034470.629616601,472,1,15275066.038819343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14034470.629616601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_besni_2020_7,1721864.325402449,1129419.256381798,1721864.325402449,1129419.256381798,NA,1,0,0,0,0,0,0,0,0,0,1721864.325402449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129419.256381798,0,0,0,0,0,0,0,0
adiyaman_celikhan_2016_8,10362753.053652868,9879729.72972973,10362753.053652868,9879729.72972973,252,1,0,0,0,10362753.053652868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9879729.72972973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_celikhan_2020_12,6756852.501770669,4939934.701709156,NA,NA,NA,1,0,0,0,0,6756852.501770669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4939934.701709156,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_gerger_2017_1,935568.4678040764,766458.9542129504,935568.4678040764,766458.9542129504,110,1,0,0,0,935568.4678040764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766458.9542129504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_golbasi_2009_6,13428473.99986495,13977883.067092652,13428473.99986495,13977883.067092652,392,1,0,0,0,0,0,0,0,0,0,0,0,13428473.99986495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13977883.067092652,0,0,0,0,0,0
adiyaman_kahta_2008_5,11833405.786287576,14509148.766905332,11833405.786287576,14509148.766905332,NA,1,0,0,0,0,0,0,0,0,0,0,0,11833405.786287576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14509148.766905332,0,0,0,0,0,0
adiyaman_kahta_2010_3,2506630.0193647677,2940706.1958694207,2506630.0193647677,2940706.1958694207,NA,1,0,0,0,0,0,0,2506630.0193647677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940706.1958694207,0,0,0,0,0,0,0,0,0,0,0
adiyaman_kahta_2011_12,5403286.20327414,5871108.683779356,5403286.20327414,5871108.683779356,192,1,5403286.20327414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5871108.683779356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_kahta_2015_6,237768.21062108292,231807.95198799702,237768.21062108292,231807.95198799702,NA,1,0,0,0,237768.21062108292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231807.95198799702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_kahta_2020_6,125686893.46226457,84420399.8248942,125686893.46226457,84420399.8248942,NA,1,0,0,0,0,0,0,125686893.46226457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84420399.8248942,0,0,0,0,0,0,0,0,0,0,0
adiyaman_merkez_2005_4,12442321.077188792,10662739.322533136,12442321.077188792,10662739.322533136,468,1,12442321.077188792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10662739.322533136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_merkez_2005_5,8119301.923919675,6958026.509572901,8119301.923919675,6958026.509572901,200,1,8119301.923919675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6958026.509572901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_merkez_2009_11,7930760.613207547,9082086.428089129,7930760.613207547,9082086.428089129,NA,1,0,0,0,0,0,0,7930760.613207547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9082086.428089129,0,0,0,0,0,0,0,0,0,0,0
adiyaman_merkez_2009_9,41810505.477585584,45833891.493636966,41810505.477585584,45833891.493636966,NA,1,0,0,0,0,0,0,41810505.477585584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45833891.493636966,0,0,0,0,0,0,0,0,0,0,0
adiyaman_merkez_2010_10,15279912.184412735,19107755.662319835,15279912.184412735,19107755.662319835,700,1,15279912.184412735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19107755.662319835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_merkez_2011_11,4821239.187144702,5238667.394866194,4821239.187144702,5238667.394866194,160,1,4821239.187144702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5238667.394866194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_merkez_2011_7,800254.3855000265,874855.1564310545,800254.3855000265,874855.1564310545,NA,1,0,0,0,0,0,0,800254.3855000265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874855.1564310545,0,0,0,0,0,0,0,0,0,0,0
adiyaman_merkez_2012_12,3494442.692175518,4156215.005599104,3494442.692175518,4156215.005599104,NA,1,0,0,0,0,0,0,3494442.692175518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4156215.005599104,0,0,0,0,0,0,0,0,0,0,0
adiyaman_merkez_2012_7,12270785.441078553,14057906.458797326,12270785.441078553,14057906.458797326,363,1,0,0,0,0,0,0,0,0,0,0,0,12270785.441078553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14057906.458797326,0,0,0,0,0,0
adiyaman_merkez_2020_10,18684987.41253675,11809972.017298397,18684987.41253675,11809972.017298397,484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18684987.41253675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11809972.017298397,0,0
adiyaman_merkez_2020_12,6756852.501770669,4939934.701709156,NA,NA,NA,1,0,0,0,0,6756852.501770669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4939934.701709156,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_merkez_2020_6,8510404.455835652,9296492.117108049,NA,NA,NA,1,0,0,0,0,0,0,8510404.455835652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9296492.117108049,0,0,0,0,0,0,0,0,0,0,0
adiyaman_merkez_2020_7,14133246.473615304,9270394.006659267,14133246.473615304,9270394.006659267,NA,1,0,0,0,0,0,0,0,0,0,14133246.473615304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9270394.006659267,0,0,0,0,0,0,0,0
adiyaman_samsat_2008_6,240067.99763824997,294351.63086714403,240067.99763824997,294351.63086714403,NA,1,0,0,0,0,0,240067.99763824997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294351.63086714403,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman_samsat_2020_8,2802494.9607967967,1838235.294117647,2802494.9607967967,1838235.294117647,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2802494.9607967967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1838235.294117647,0,0,0,0
afyonkarahisar_bayat_2008_5,5043217.430234293,6183578.361177407,5043217.430234293,6183578.361177407,160,1,0,0,0,0,0,0,0,0,0,0,0,5043217.430234293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6183578.361177407,0,0,0,0,0,0
afyonkarahisar_bayat_2016_10,3515142.284513644,3097925.564368517,3515142.284513644,3097925.564368517,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3515142.284513644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3097925.564368517
afyonkarahisar_bayat_2018_3,8183718.328950091,7160850.170558909,8183718.328950091,7160850.170558909,236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8183718.328950091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7160850.170558909
afyonkarahisar_bolvadin_2006_12,30924442.649555393,28517241.379310347,30924442.649555393,28517241.379310347,452,1,30924442.649555393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28517241.379310347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar_cay_2007_12,6151156.744797069,7507525.738396624,6151156.744797069,7507525.738396624,176,1,0,0,0,0,0,0,0,0,0,0,0,6151156.744797069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7507525.738396624,0,0,0,0,0,0
afyonkarahisar_cay_2009_6,1961289.8473324617,2041533.5463258787,1961289.8473324617,2041533.5463258787,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961289.8473324617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041533.5463258787,0,0,0
