year,province,district,population,pd,pdy,turnout_rate,akp,chp,mhp,hdp,sp,old_district,new_district,cabinet_origin,cabinet_represents,gen_altered,try_pc,usd_pc,hou_pc,real_try_sum,dollars_sum,houses_sum,projects,try_idare_konut,try_afet_konutu,try_alt_gelir,try_ikmal_ihalesi,try_protokol_meb,try_restorasyon,try_altyapi_sosyal,try_danismanlik_hizmetleri,try_stadyum,try_millet_bahcesi,try_gelir_paylasimli,try_konut_sosyal_donati,try_bakim_onarim,try_kamu_hizmet,try_tarimkoy,try_kentsel_donusum,try_diger,try_talep_organizasyon,usd_idare_konut,usd_afet_konutu,usd_alt_gelir,usd_ikmal_ihalesi,usd_protokol_meb,usd_restorasyon,usd_altyapi_sosyal,usd_danismanlik_hizmetleri,usd_stadyum,usd_millet_bahcesi,usd_gelir_paylasimli,usd_konut_sosyal_donati,usd_bakim_onarim,usd_kamu_hizmet,usd_tarimkoy,usd_kentsel_donusum,usd_diger,usd_talep_organizasyon
2003,bolu,dortdivan,8318,bolu_dortdivan,bolu_dortdivan_2003,82.27,56.16,3.33,5.34,2.18,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,bolu,dortdivan,8016,bolu_dortdivan,bolu_dortdivan_2004,82.27,56.16,3.33,5.34,2.18,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,bolu,dortdivan,7713,bolu_dortdivan,bolu_dortdivan_2005,82.27,56.16,3.33,5.34,2.18,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,bolu,dortdivan,7411,bolu_dortdivan,bolu_dortdivan_2006,82.27,56.16,3.33,5.34,2.18,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bolu,dortdivan,7108,bolu_dortdivan,bolu_dortdivan_2007,83.54,73.62,2.28,7.41,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,bolu,dortdivan,7100,bolu_dortdivan,bolu_dortdivan_2008,83.54,73.62,2.28,7.41,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,bolu,dortdivan,6886,bolu_dortdivan,bolu_dortdivan_2009,83.54,73.62,2.28,7.41,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,bolu,dortdivan,6897,bolu_dortdivan,bolu_dortdivan_2010,83.54,73.62,2.28,7.41,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,bolu,dortdivan,6808,bolu_dortdivan,bolu_dortdivan_2011,88.9,82.3,4,8.3,0,1.9,0,0,0,0,0,513.96638401516,599.3435106266260,0,3499083.1423752100,4080330.620346070,0,2,0,0,0,0,0,0,3499083.1423752100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4080330.620346070,0,0,0,0,0,0,0,0,0,0,0
2012,bolu,dortdivan,6680,bolu_dortdivan,bolu_dortdivan_2012,88.9,82.3,4,8.3,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,bolu,dortdivan,6688,bolu_dortdivan,bolu_dortdivan_2013,88.9,82.3,4,8.3,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bolu,dortdivan,6527,bolu_dortdivan,bolu_dortdivan_2014,88.9,82.3,4,8.3,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bolu,dortdivan,6396,bolu_dortdivan,bolu_dortdivan_2015,85.9,77.5,7,10,0.3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,bolu,dortdivan,6245,bolu_dortdivan,bolu_dortdivan_2016,89.9,86,4.7,5.8,0.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bolu,dortdivan,6185,bolu_dortdivan,bolu_dortdivan_2017,89.9,86,4.7,5.8,0.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,bolu,dortdivan,7139,bolu_dortdivan,bolu_dortdivan_2018,92.1,68.4,4.1,19.9,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,bolu,dortdivan,6750,bolu_dortdivan,bolu_dortdivan_2019,92.1,68.4,4.1,19.9,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,bolu,dortdivan,6585,bolu_dortdivan,bolu_dortdivan_2020,92.1,68.4,4.1,19.9,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,bolu,gerede,38786,bolu_gerede,bolu_gerede_2002,86.67,68.94,1.84,3.41,1.4,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,bolu,gerede,37918,bolu_gerede,bolu_gerede_2003,86.67,68.94,1.84,3.41,1.4,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,bolu,gerede,37049,bolu_gerede,bolu_gerede_2004,86.67,68.94,1.84,3.41,1.4,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,bolu,gerede,36181,bolu_gerede,bolu_gerede_2005,86.67,68.94,1.84,3.41,1.4,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,bolu,gerede,35312,bolu_gerede,bolu_gerede_2006,86.67,68.94,1.84,3.41,1.4,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bolu,gerede,34444,bolu_gerede,bolu_gerede_2007,90.68,79.07,2.48,5.68,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,bolu,gerede,34077,bolu_gerede,bolu_gerede_2008,90.68,79.07,2.48,5.68,0,5.99,0,0,0,0,0,141.73514627200700,173.78397731806300,0.004695248994923260,4829908.57951117,5922036.595067620,160,1,0,0,0,0,0,0,0,0,0,0,0,4829908.57951117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5922036.595067620,0,0,0,0,0,0
2009,bolu,gerede,34665,bolu_gerede,bolu_gerede_2009,90.68,79.07,2.48,5.68,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,bolu,gerede,34679,bolu_gerede,bolu_gerede_2010,90.68,79.07,2.48,5.68,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,bolu,gerede,34818,bolu_gerede,bolu_gerede_2011,89.3,82.5,3.3,9,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,bolu,gerede,34646,bolu_gerede,bolu_gerede_2012,89.3,82.5,3.3,9,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,bolu,gerede,34565,bolu_gerede,bolu_gerede_2013,89.3,82.5,3.3,9,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bolu,gerede,34094,bolu_gerede,bolu_gerede_2014,89.3,82.5,3.3,9,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bolu,gerede,33662,bolu_gerede,bolu_gerede_2015,88.8,79.8,7.5,7.6,0.6,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,bolu,gerede,33455,bolu_gerede,bolu_gerede_2016,91.6,87.4,4.2,5.4,0.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bolu,gerede,33511,bolu_gerede,bolu_gerede_2017,91.6,87.4,4.2,5.4,0.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,bolu,gerede,34277,bolu_gerede,bolu_gerede_2018,92.1,65.9,4.4,22.3,0.3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,bolu,gerede,33926,bolu_gerede,bolu_gerede_2019,92.1,65.9,4.4,22.3,0.3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,bolu,gerede,33561,bolu_gerede,bolu_gerede_2020,92.1,65.9,4.4,22.3,0.3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,bolu,goynuk,17847,bolu_goynuk,bolu_goynuk_2002,90.27,53.48,7.86,7.33,2.07,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,bolu,goynuk,17599,bolu_goynuk,bolu_goynuk_2003,90.27,53.48,7.86,7.33,2.07,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,bolu,goynuk,17352,bolu_goynuk,bolu_goynuk_2004,90.27,53.48,7.86,7.33,2.07,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,bolu,goynuk,17104,bolu_goynuk,bolu_goynuk_2005,90.27,53.48,7.86,7.33,2.07,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,bolu,goynuk,16857,bolu_goynuk,bolu_goynuk_2006,90.27,53.48,7.86,7.33,2.07,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bolu,goynuk,16609,bolu_goynuk,bolu_goynuk_2007,91.94,62.02,7.68,10.79,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,bolu,goynuk,16425,bolu_goynuk,bolu_goynuk_2008,91.94,62.02,7.68,10.79,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,bolu,goynuk,16443,bolu_goynuk,bolu_goynuk_2009,91.94,62.02,7.68,10.79,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,bolu,goynuk,16123,bolu_goynuk,bolu_goynuk_2010,91.94,62.02,7.68,10.79,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,bolu,goynuk,15935,bolu_goynuk,bolu_goynuk_2011,91.3,70.4,13.4,8.9,0,2,0,0,0,0,0,392.76698020839200,459.6699569708950,0.015061186068402900,6258741.829620720,7324840.7643312100,240,1,0,0,0,0,0,0,0,0,0,0,0,6258741.829620720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7324840.7643312100,0,0,0,0,0,0
2012,bolu,goynuk,15772,bolu_goynuk,bolu_goynuk_2012,91.3,70.4,13.4,8.9,0,2,0,0,0,0,0,133.48752762668900,153.0429307283970,0,2105365.285728150,2413793.103448280,0,1,0,0,0,0,0,0,2105365.285728150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2413793.103448280,0,0,0,0,0,0,0,0,0,0,0
2013,bolu,goynuk,15590,bolu_goynuk,bolu_goynuk_2013,91.3,70.4,13.4,8.9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bolu,goynuk,15772,bolu_goynuk,bolu_goynuk_2014,91.3,70.4,13.4,8.9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bolu,goynuk,15372,bolu_goynuk,bolu_goynuk_2015,89.4,66.9,14.6,10.8,0.5,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,bolu,goynuk,15371,bolu_goynuk,bolu_goynuk_2016,90.3,74.7,11.4,8.2,0.3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bolu,goynuk,15184,bolu_goynuk,bolu_goynuk_2017,90.3,74.7,11.4,8.2,0.3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,bolu,goynuk,15423,bolu_goynuk,bolu_goynuk_2018,90.5,66.7,9.5,12.5,0.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,bolu,goynuk,15050,bolu_goynuk,bolu_goynuk_2019,90.5,66.7,9.5,12.5,0.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,bolu,goynuk,14917,bolu_goynuk,bolu_goynuk_2020,90.5,66.7,9.5,12.5,0.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,bolu,kibriscik,4933,bolu_kibriscik,bolu_kibriscik_2002,85.81,21.79,28.24,11.81,1.2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,bolu,kibriscik,4733,bolu_kibriscik,bolu_kibriscik_2003,85.81,21.79,28.24,11.81,1.2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,bolu,kibriscik,4533,bolu_kibriscik,bolu_kibriscik_2004,85.81,21.79,28.24,11.81,1.2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,bolu,kibriscik,4333,bolu_kibriscik,bolu_kibriscik_2005,85.81,21.79,28.24,11.81,1.2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,bolu,kibriscik,4132,bolu_kibriscik,bolu_kibriscik_2006,85.81,21.79,28.24,11.81,1.2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bolu,kibriscik,3932,bolu_kibriscik,bolu_kibriscik_2007,86.37,40.88,28.24,13.31,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,bolu,kibriscik,4040,bolu_kibriscik,bolu_kibriscik_2008,86.37,40.88,28.24,13.31,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,bolu,kibriscik,3789,bolu_kibriscik,bolu_kibriscik_2009,86.37,40.88,28.24,13.31,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,bolu,kibriscik,3611,bolu_kibriscik,bolu_kibriscik_2010,86.37,40.88,28.24,13.31,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,bolu,kibriscik,3484,bolu_kibriscik,bolu_kibriscik_2011,89.9,49.7,35.5,9.6,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,bolu,kibriscik,3455,bolu_kibriscik,bolu_kibriscik_2012,89.9,49.7,35.5,9.6,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,bolu,kibriscik,3530,bolu_kibriscik,bolu_kibriscik_2013,89.9,49.7,35.5,9.6,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bolu,kibriscik,3461,bolu_kibriscik,bolu_kibriscik_2014,89.9,49.7,35.5,9.6,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bolu,kibriscik,3286,bolu_kibriscik,bolu_kibriscik_2015,86.1,45.3,38.6,9.4,0.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,bolu,kibriscik,3415,bolu_kibriscik,bolu_kibriscik_2016,84.7,49.8,36,8.2,0.4,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bolu,kibriscik,3111,bolu_kibriscik,bolu_kibriscik_2017,84.7,49.8,36,8.2,0.4,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,bolu,kibriscik,3220,bolu_kibriscik,bolu_kibriscik_2018,87.8,48.7,32.4,5.2,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,bolu,kibriscik,3179,bolu_kibriscik,bolu_kibriscik_2019,87.8,48.7,32.4,5.2,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,bolu,kibriscik,3112,bolu_kibriscik,bolu_kibriscik_2020,87.8,48.7,32.4,5.2,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,bolu,mengen,15893,bolu_mengen,bolu_mengen_2002,80.89,31.93,15.09,10.28,1.53,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,bolu,mengen,15690,bolu_mengen,bolu_mengen_2003,80.89,31.93,15.09,10.28,1.53,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,bolu,mengen,15486,bolu_mengen,bolu_mengen_2004,80.89,31.93,15.09,10.28,1.53,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,bolu,mengen,15282,bolu_mengen,bolu_mengen_2005,80.89,31.93,15.09,10.28,1.53,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,bolu,mengen,15079,bolu_mengen,bolu_mengen_2006,80.89,31.93,15.09,10.28,1.53,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bolu,mengen,14875,bolu_mengen,bolu_mengen_2007,82.62,50.94,15.74,16.67,0,1.82,0,0,0,0,0,787.6530921387130,909.2996323240360,0.02581512605042020,11716339.745563400,13525832.03082000,384,2,11716339.745563400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13525832.03082000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,bolu,mengen,15315,bolu_mengen,bolu_mengen_2008,82.62,50.94,15.74,16.67,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,bolu,mengen,15496,bolu_mengen,bolu_mengen_2009,82.62,50.94,15.74,16.67,0,1.82,0,0,0,0,0,181.82935389769900,189.26867244726500,0.00619514713474445,2817627.667998750,2932907.3482428100,96,1,0,0,0,0,0,0,0,0,0,0,0,2817627.667998750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2932907.3482428100,0,0,0,0,0,0
2010,bolu,mengen,14623,bolu_mengen,bolu_mengen_2010,82.62,50.94,15.74,16.67,0,1.82,0,0,0,0,0,13.211672843248800,16.52139184653350,0,193194.29198682800,241592.31297186000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193194.29198682800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241592.31297186000,0
2011,bolu,mengen,14091,bolu_mengen,bolu_mengen_2011,83.3,53.3,30.4,11.2,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
