year,province,district,population,pd,pdy,turnout_rate,akp,chp,mhp,hdp,sp,old_district,new_district,cabinet_origin,cabinet_represents,gen_altered,try_pc,usd_pc,hou_pc,real_try_sum,dollars_sum,houses_sum,projects,try_idare_konut,try_afet_konutu,try_alt_gelir,try_ikmal_ihalesi,try_protokol_meb,try_restorasyon,try_altyapi_sosyal,try_danismanlik_hizmetleri,try_stadyum,try_millet_bahcesi,try_gelir_paylasimli,try_konut_sosyal_donati,try_bakim_onarim,try_kamu_hizmet,try_tarimkoy,try_kentsel_donusum,try_diger,try_talep_organizasyon,usd_idare_konut,usd_afet_konutu,usd_alt_gelir,usd_ikmal_ihalesi,usd_protokol_meb,usd_restorasyon,usd_altyapi_sosyal,usd_danismanlik_hizmetleri,usd_stadyum,usd_millet_bahcesi,usd_gelir_paylasimli,usd_konut_sosyal_donati,usd_bakim_onarim,usd_kamu_hizmet,usd_tarimkoy,usd_kentsel_donusum,usd_diger,usd_talep_organizasyon
2012,bolu,mengen,14244,bolu_mengen,bolu_mengen_2012,83.3,53.3,30.4,11.2,0,1.1,0,0,0,0,0,116.6048937372550,132.25209791361700,0,1660920.1063934600,1883798.8826815600,0,1,0,0,0,0,0,0,1660920.1063934600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1883798.8826815600,0,0,0,0,0,0,0,0,0,0,0
2013,bolu,mengen,14619,bolu_mengen,bolu_mengen_2013,83.3,53.3,30.4,11.2,0,1.1,0,0,0,0,0,116.9124108500790,142.95694920647400,0,1709142.5342173100,2089887.6404494400,0,1,0,0,0,0,0,0,1709142.5342173100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2089887.6404494400,0,0,0,0,0,0,0,0,0,0,0
2014,bolu,mengen,14042,bolu_mengen,bolu_mengen_2014,83.3,53.3,30.4,11.2,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bolu,mengen,13790,bolu_mengen,bolu_mengen_2015,83,47,33.9,12.6,0.7,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,bolu,mengen,13759,bolu_mengen,bolu_mengen_2016,84.1,55.8,31.6,8.1,0.4,1.2,0,0,0,0,0,146.28992068969700,135.96223331547300,0.02616469220146810,2012803.0187695500,1870704.3681875900,360,2,0,0,0,2012803.0187695500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870704.3681875900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bolu,mengen,13940,bolu_mengen,bolu_mengen_2017,84.1,55.8,31.6,8.1,0.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,bolu,mengen,14355,bolu_mengen,bolu_mengen_2018,85.9,53.4,26.6,7,0.8,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,bolu,mengen,13953,bolu_mengen,bolu_mengen_2019,85.9,53.4,26.6,7,0.8,1.3,0,0,0,0,0,656.8391984267210,497.0632053366470,0.018060632122124300,9164877.335648040,6935522.90406223,252,1,0,0,0,9164877.335648040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6935522.90406223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,bolu,mengen,13748,bolu_mengen,bolu_mengen_2020,85.9,53.4,26.6,7,0.8,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,bolu,merkez,143067,bolu_merkez,bolu_merkez_2002,85.75,37.8,15.59,8.32,1.24,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,bolu,merkez,145754,bolu_merkez,bolu_merkez_2003,85.75,37.8,15.59,8.32,1.24,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,bolu,merkez,148440,bolu_merkez,bolu_merkez_2004,85.75,37.8,15.59,8.32,1.24,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,bolu,merkez,151126,bolu_merkez,bolu_merkez_2005,85.75,37.8,15.59,8.32,1.24,1.7,0,0,0,0,0,82.43014361499040,72.36563918859090,0.0023027142913860000,12457337.883959000,10936329.58801500,348,1,0,0,0,0,0,0,0,0,0,0,0,12457337.883959000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10936329.58801500,0,0,0,0,0,0
2006,bolu,merkez,153812,bolu_merkez,bolu_merkez_2006,85.75,37.8,15.59,8.32,1.24,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bolu,merkez,156498,bolu_merkez,bolu_merkez_2007,90.36,49.48,19.35,13.91,0,3.13,0,0,0,0,0,362.92470172376200,388.52627304185100,0,56796989.97036530,60803584.67850350,0,4,19679017.585972200,0,0,0,0,0,3628569.4530871900,0,0,0,0,33489402.931305900,0,0,0,0,0,0,19152421.652421700,0,0,0,0,0,4428691.983122360,0,0,0,0,37222471.042959500,0,0,0,0,0,0
2008,bolu,merkez,156100,bolu_merkez,bolu_merkez_2008,90.36,49.48,19.35,13.91,0,3.13,0,0,0,0,0,68.47863048790910,83.96286369680210,0.0011531069827034000,10689514.219162600,13106603.023070800,180,1,0,0,0,0,0,0,10689514.219162600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13106603.023070800,0,0,0,0,0,0,0,0,0,0,0
2009,bolu,merkez,159070,bolu_merkez,bolu_merkez_2009,90.36,49.48,19.35,13.91,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,bolu,merkez,160500,bolu_merkez,bolu_merkez_2010,90.36,49.48,19.35,13.91,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,bolu,merkez,167343,bolu_merkez,bolu_merkez_2011,90.5,51.3,24.3,19.9,0,1.2,0,0,0,0,0,9.60766252982379,11.617809997632900,4.3025402914971E-04,1607775.0707283000,1944159.1784338900,72,1,0,0,1607775.0707283000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944159.1784338900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,bolu,merkez,172355,bolu_merkez,bolu_merkez_2012,90.5,51.3,24.3,19.9,0,1.2,0,0,0,0,0,42.661067347953700,48.87423849840150,0,7352848.262756550,8423719.376391980,0,1,0,0,0,0,0,0,7352848.262756550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8423719.376391980,0,0,0,0,0,0,0,0,0,0,0
2013,bolu,merkez,174687,bolu_merkez,bolu_merkez_2013,90.5,51.3,24.3,19.9,0,1.2,0,0,0,0,0,49.54795778774550,56.55007736610500,0,8655384.1020679,9878563.364852790,0,2,7008230.290447340,0,0,0,0,0,1647153.8116205600,0,0,0,0,0,0,0,0,0,0,0,7901234.567901240,0,0,0,0,0,1977328.7969515500,0,0,0,0,0,0,0,0,0,0,0
2014,bolu,merkez,177855,bolu_merkez,bolu_merkez_2014,90.5,51.3,24.3,19.9,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bolu,merkez,186275,bolu_merkez,bolu_merkez_2015,88.8,44.3,29.1,18.9,2.4,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,bolu,merkez,195209,bolu_merkez,bolu_merkez_2016,89.4,56.5,26,12.6,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bolu,merkez,199702,bolu_merkez,bolu_merkez_2017,89.4,56.5,26,12.6,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,bolu,merkez,205525,bolu_merkez,bolu_merkez_2018,89.6,45.3,24.6,14.8,2.3,1.5,0,0,0,0,0,186.07812321510400,162.8205550096330,0,38243706.27378420,33463694.568354800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38243706.27378420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33463694.568354800,0
2019,bolu,merkez,212358,bolu_merkez,bolu_merkez_2019,89.6,45.3,24.6,14.8,2.3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,bolu,merkez,212641,bolu_merkez,bolu_merkez_2020,89.6,45.3,24.6,14.8,2.3,1.5,0,0,0,0,0,28.072983044393900,18.41385942356840,0,5969467.187542960,3915541.4816870100,0,1,0,0,0,0,0,0,0,0,0,5969467.187542960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3915541.4816870100,0,0,0,0,0,0,0,0
2002,bolu,mudurnu,23761,bolu_mudurnu,bolu_mudurnu_2002,91.66,34.59,7.83,8,1.38,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,bolu,mudurnu,23299,bolu_mudurnu,bolu_mudurnu_2003,91.66,34.59,7.83,8,1.38,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,bolu,mudurnu,22837,bolu_mudurnu,bolu_mudurnu_2004,91.66,34.59,7.83,8,1.38,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,bolu,mudurnu,22375,bolu_mudurnu,bolu_mudurnu_2005,91.66,34.59,7.83,8,1.38,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,bolu,mudurnu,21912,bolu_mudurnu,bolu_mudurnu_2006,91.66,34.59,7.83,8,1.38,1.33,0,0,0,0,0,228.33393740458800,210.56010877365300,0.005841548010222710,5003253.236409320,4613793.103448280,128,1,5003253.236409320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4613793.103448280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bolu,mudurnu,21450,bolu_mudurnu,bolu_mudurnu_2007,92.12,45.48,14.43,11.98,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,bolu,mudurnu,21000,bolu_mudurnu,bolu_mudurnu_2008,92.12,45.48,14.43,11.98,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,bolu,mudurnu,20661,bolu_mudurnu,bolu_mudurnu_2009,92.12,45.48,14.43,11.98,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,bolu,mudurnu,20729,bolu_mudurnu,bolu_mudurnu_2010,92.12,45.48,14.43,11.98,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,bolu,mudurnu,20528,bolu_mudurnu,bolu_mudurnu_2011,91.7,55,20.7,14.8,0,1.1,0,0,0,0,0,254.03348963625000,276.0279894243630,0.010911925175370200,5214799.475252950,5666302.566903330,224,1,0,0,0,0,0,0,0,0,0,0,0,5214799.475252950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666302.566903330,0,0,0,0,0,0
2012,bolu,mudurnu,20536,bolu_mudurnu,bolu_mudurnu_2012,91.7,55,20.7,14.8,0,1.1,0,0,0,0,0,149.85976489818700,171.8136370195340,0.005453837164004680,3077520.131949160,3528364.849833150,112,1,0,0,0,0,0,0,0,0,0,0,0,3077520.131949160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3528364.849833150,0,0,0,0,0,0
2013,bolu,mudurnu,20410,bolu_mudurnu,bolu_mudurnu_2013,91.7,55,20.7,14.8,0,1.1,0,0,0,0,0,207.606526183917,253.85496204218000,0.007839294463498290,4237249.199413750,5181179.775280900,160,1,4237249.199413750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5181179.775280900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bolu,mudurnu,19987,bolu_mudurnu,bolu_mudurnu_2014,91.7,55,20.7,14.8,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bolu,mudurnu,19721,bolu_mudurnu,bolu_mudurnu_2015,89.3,50,25.2,17.2,0.6,3.1,0,0,0,0,0,903.5621905283770,880.9121300658820,0.025150854419147100,17819149.95941010,17372468.117029300,496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17819149.95941010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17372468.117029300
2016,bolu,mudurnu,19374,bolu_mudurnu,bolu_mudurnu_2016,89.6,60,21.7,12.5,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bolu,mudurnu,19066,bolu_mudurnu,bolu_mudurnu_2017,89.6,60,21.7,12.5,0.4,0.8,0,0,0,0,0,1123.1669070463500,959.6330952643340,0.02559530053498370,21414300.24974560,18296364.5943098,488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21414300.24974560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18296364.5943098
2018,bolu,mudurnu,19327,bolu_mudurnu,bolu_mudurnu_2018,90.3,54.3,18.8,12,0.7,1,0,0,0,0,0,265.7753509223820,232.55657031234300,0.0065193770373053200,5136640.207276880,4494620.83442666,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5136640.207276880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4494620.83442666
2019,bolu,mudurnu,18880,bolu_mudurnu,bolu_mudurnu_2019,90.3,54.3,18.8,12,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,bolu,mudurnu,18690,bolu_mudurnu,bolu_mudurnu_2020,90.3,54.3,18.8,12,0.7,1,0,0,0,0,0,235.98408124195600,149.15532638386700,0.005778491171749600,4410542.478412150,2787713.0501144700,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4410542.478412150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2787713.0501144700
2002,bolu,seben,8159,bolu_seben,bolu_seben_2002,88.94,26.43,14.03,13.02,1.37,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,bolu,seben,7922,bolu_seben,bolu_seben_2003,88.94,26.43,14.03,13.02,1.37,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,bolu,seben,7685,bolu_seben,bolu_seben_2004,88.94,26.43,14.03,13.02,1.37,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,bolu,seben,7448,bolu_seben,bolu_seben_2005,88.94,26.43,14.03,13.02,1.37,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,bolu,seben,7210,bolu_seben,bolu_seben_2006,88.94,26.43,14.03,13.02,1.37,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bolu,seben,6973,bolu_seben,bolu_seben_2007,90.4,40.78,14.97,16.57,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,bolu,seben,6663,bolu_seben,bolu_seben_2008,90.4,40.78,14.97,16.57,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,bolu,seben,6391,bolu_seben,bolu_seben_2009,90.4,40.78,14.97,16.57,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,bolu,seben,6106,bolu_seben,bolu_seben_2010,90.4,40.78,14.97,16.57,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,bolu,seben,5874,bolu_seben,bolu_seben_2011,88.9,55.4,21.1,19.2,0,0.8,0,0,0,0,0,393.1228491522070,460.0864437692610,0.01634320735444330,2309203.615920060,2702547.770700640,96,1,0,0,0,0,0,0,0,0,0,0,0,2309203.615920060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702547.770700640,0,0,0,0,0,0
2012,bolu,seben,5754,bolu_seben,bolu_seben_2012,88.9,55.4,21.1,19.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,bolu,seben,5720,bolu_seben,bolu_seben_2013,88.9,55.4,21.1,19.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bolu,seben,5552,bolu_seben,bolu_seben_2014,88.9,55.4,21.1,19.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bolu,seben,5380,bolu_seben,bolu_seben_2015,86.7,52.8,21.8,19.6,0.6,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,bolu,seben,5505,bolu_seben,bolu_seben_2016,85.3,56.8,21.7,16.7,0.4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bolu,seben,5226,bolu_seben,bolu_seben_2017,85.3,56.8,21.7,16.7,0.4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,bolu,seben,5250,bolu_seben,bolu_seben_2018,86.8,54.7,18.8,9.1,0.5,0.9,0,0,0,0,0,0,0,0.050666666666666700,0,0,266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9432004.97278003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8092564.225253390
2019,bolu,seben,5083,bolu_seben,bolu_seben_2019,86.8,54.7,18.8,9.1,0.5,0.9,0,0,0,0,0,2201.8656872961500,1642.9270746768000,0.0527247688373008,11192083.28852630,8350998.320582200,268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11192083.28852630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8350998.320582200
2020,bolu,seben,4786,bolu_seben,bolu_seben_2020,86.8,54.7,18.8,9.1,0.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,bolu,yenicaga,9498,bolu_yenicaga,bolu_yenicaga_2002,84.38,53.76,4.4,5.33,1.43,12.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,bolu,yenicaga,9304,bolu_yenicaga,bolu_yenicaga_2003,84.38,53.76,4.4,5.33,1.43,12.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,bolu,yenicaga,9110,bolu_yenicaga,bolu_yenicaga_2004,84.38,53.76,4.4,5.33,1.43,12.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,bolu,yenicaga,8916,bolu_yenicaga,bolu_yenicaga_2005,84.38,53.76,4.4,5.33,1.43,12.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,bolu,yenicaga,8722,bolu_yenicaga,bolu_yenicaga_2006,84.38,53.76,4.4,5.33,1.43,12.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bolu,yenicaga,8528,bolu_yenicaga,bolu_yenicaga_2007,86.99,62.86,7.95,6.68,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,bolu,yenicaga,8162,bolu_yenicaga,bolu_yenicaga_2008,86.99,62.86,7.95,6.68,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,bolu,yenicaga,8144,bolu_yenicaga,bolu_yenicaga_2009,86.99,62.86,7.95,6.68,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,bolu,yenicaga,7940,bolu_yenicaga,bolu_yenicaga_2010,86.99,62.86,7.95,6.68,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,bolu,yenicaga,7625,bolu_yenicaga,bolu_yenicaga_2011,87,75.2,8.1,8.1,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,bolu,yenicaga,7638,bolu_yenicaga,bolu_yenicaga_2012,87,75.2,8.1,8.1,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,bolu,yenicaga,7687,bolu_yenicaga,bolu_yenicaga_2013,87,75.2,8.1,8.1,0,5.2,0,0,0,0,0,869.7829748051230,985.428293260021,0.029530375959412000,6686021.727326980,7574987.290289780,227,1,6686021.727326980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7574987.290289780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bolu,yenicaga,7499,bolu_yenicaga,bolu_yenicaga_2014,87,75.2,8.1,8.1,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bolu,yenicaga,7213,bolu_yenicaga,bolu_yenicaga_2015,85,66.6,13.2,9.6,0.4,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,bolu,yenicaga,7563,bolu_yenicaga,bolu_yenicaga_2016,87.1,79.8,9.9,4.8,0.2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
