province,district,municipality,year,registered_voters,attended_voters,valid_votes,anavatan,mhp,dsp,dtp,ip,chp,bbp,tkp,dp,sp,akp,btp,hyp,independent,ldp,odp,emep,m_illet,hakpar,bdp,hdp,turkpart_i,h_udapar,dyp,hkp,hepar,yurtp,vatanpart_is_i,iy_ipart_i,anap,atp,millet_partisi,genc_parti,ytp,shp
adana,aladag,aladag,2009,3179,2986,2900,0,1674,0,0,0,16,0,0,21,11,1171,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,aladag,akoren,2009,1028,993,967,0,442,0,0,0,0,0,0,0,2,519,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,ceyhan,ceyhan,2009,65068,56396,54425,0,21473,353,7767,0,4514,393,51,0,471,19321,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,ceyhan,buyukmangit,2009,2141,1998,1933,0,860,3,0,0,7,0,0,0,24,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,ceyhan,birkent,2009,1070,1020,997,0,9,2,0,0,8,0,0,428,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,ceyhan,doruk,2009,1943,1834,1808,0,612,1,0,0,707,0,0,0,8,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,ceyhan,hamdilli,2009,754,726,713,0,3,3,0,0,373,0,0,0,1,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,ceyhan,kurtkulagi,2009,1154,1042,989,0,253,185,0,0,245,0,0,0,3,159,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,ceyhan,kurtpinar,2009,1443,1363,1333,0,341,7,0,0,286,0,0,325,3,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,ceyhan,kosreli,2009,1315,1236,1170,426,634,3,0,0,15,0,0,0,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,ceyhan,mercimek,2009,2063,1828,1772,0,48,117,0,0,636,0,0,0,14,569,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,ceyhan,mustafabeyli,2009,1329,1246,1205,0,246,1,0,0,324,0,0,0,2,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,ceyhan,sarimazi,2009,2465,2448,2405,0,1119,4,0,0,14,0,0,0,16,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,ceyhan,sagkaya,2009,874,822,799,0,0,66,0,0,419,0,0,8,3,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,feke,feke,2009,3226,2936,2840,7,1236,17,0,0,215,0,0,263,11,1081,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,karatas,karatas,2009,6123,5535,5269,83,415,919,0,0,1077,0,0,1198,117,923,12,0,0,0,482,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,karatas,bahce,2009,1463,1360,1327,0,6,464,0,0,400,0,0,0,0,453,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,karatas,tuzla,2009,1472,1419,1378,0,694,0,0,0,0,0,0,0,0,678,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,karaisali,karaisali,2009,4905,4544,4394,15,2356,11,0,0,58,29,0,0,167,1757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,kozan,kozan,2009,48699,42731,41237,0,9348,264,0,0,3466,0,0,7256,1530,14877,519,0,3977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,kozan,gazi,2009,1483,1354,1307,0,516,1,0,0,14,0,0,0,1,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,pozanti,pozanti,2009,6478,5818,5624,13,1962,80,0,0,1580,0,0,0,160,1820,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,pozanti,akcatekir,2009,3852,3414,3312,0,1655,25,0,0,66,0,0,39,46,1471,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,saricam,saricam,2009,55940,48374,46365,256,15088,5253,0,0,3537,682,49,4275,985,15851,47,36,0,73,0,0,126,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,saimbeyli,saimbeyli,2009,2763,2462,2411,0,881,12,0,0,424,0,0,0,31,1059,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,seyhan,seyhan,2009,463818,372990,357947,838,90375,5287,54003,0,90026,2681,400,1913,5896,94305,1247,539,9464,0,0,0,365,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,tufanbeyli,tufanbeyli,2009,3870,3602,3513,0,26,4,0,0,1284,0,0,872,6,1315,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,tufanbeyli,bozguney,2009,1296,1211,1171,0,237,6,0,0,0,0,0,298,2,368,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,yumurtalik,yumurtalik,2009,3627,3335,3205,0,1153,0,0,0,23,0,0,651,12,1361,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,yumurtalik,yesilkoy,2009,1164,1075,1030,0,0,4,0,0,406,0,0,0,1,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,yumurtalik,zeytinbeli,2009,1369,1272,1254,0,627,7,0,0,0,0,0,0,7,608,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,yuregir,yuregir,2009,256616,212407,202204,879,43566,1547,20750,0,52268,2068,210,852,7330,71570,413,0,393,116,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,yuregir,celemli,2009,1071,1005,986,325,279,0,0,0,0,0,0,41,2,336,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,cukurova,cukurova,2009,219022,176078,171601,717,52261,1912,3017,0,69788,1463,181,694,2158,38776,165,57,0,72,0,169,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adana,imamoglu,imamoglu,2009,13385,12311,11848,0,3437,34,0,0,285,0,0,4254,101,3709,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,merkez,merkez,2009,117422,99243,95178,0,6075,500,5271,0,12400,0,105,180,22826,47314,246,0,213,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,merkez,atakent,2009,1328,1211,1185,0,0,0,0,0,647,0,0,0,9,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,merkez,hasancik,2009,845,792,762,0,370,3,0,0,0,0,0,0,12,329,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,merkez,komur,2009,2416,2271,2206,0,0,526,87,0,833,0,0,10,3,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,merkez,yaylakonak,2009,1297,1222,1188,0,0,130,0,0,566,0,0,0,1,17,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,besni,besni,2009,15927,13439,12933,0,260,0,182,0,6851,0,0,0,167,5445,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,besni,kesmetepe,2009,1438,1278,1248,0,240,371,0,0,352,3,0,0,14,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,besni,koseceli,2009,1139,1072,1047,0,1,291,0,0,375,0,0,0,5,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,besni,sariyaprak,2009,1678,1585,1519,0,28,0,0,0,723,0,0,0,12,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,besni,sugozu,2009,590,541,521,0,173,0,0,0,43,0,0,0,5,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,besni,suvarli,2009,2130,1956,1873,0,910,0,0,0,0,0,0,0,17,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,besni,ucgoz,2009,1229,1031,981,0,37,0,0,0,353,0,0,0,4,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,besni,sambayat,2009,2790,2618,2525,0,222,0,0,0,1035,0,0,0,19,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,gerger,gerger,2009,1948,1659,1611,0,574,71,0,0,56,0,0,0,303,604,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,golbasi,golbasi,2009,17678,15096,14465,0,535,93,0,0,6040,0,0,0,333,7411,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,golbasi,balkar,2009,1312,1217,1199,0,0,0,0,0,568,0,0,0,10,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,golbasi,beloren,2009,1431,1362,1321,0,0,0,0,0,495,0,0,0,343,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,golbasi,harmanli,2009,1735,1556,1503,0,69,12,0,0,779,0,0,0,3,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,kahta,kahta,2009,32808,27512,26363,3150,99,0,906,0,113,1481,0,4076,6939,7240,2338,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,kahta,akincilar,2009,1265,1084,1042,0,0,0,0,0,0,0,0,0,425,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,kahta,bolukyayla,2009,1361,1310,1278,0,267,0,0,0,0,36,0,14,530,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,samsat,samsat,2009,2571,2333,2225,0,0,0,0,0,18,0,0,1510,53,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,sincik,sincik,2009,2513,2375,2324,0,0,0,0,0,4,0,0,0,931,1315,7,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,sincik,inlice,2009,1483,1449,1425,0,697,0,0,0,0,0,0,0,10,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,tut,tut,2009,2551,2423,2345,0,0,0,0,0,1129,0,0,0,24,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,celikhan,celikhan,2009,5014,4572,4388,0,0,0,0,0,16,0,0,1182,1842,1333,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiyaman,celikhan,pinarbasi,2009,2446,2322,2240,0,0,551,670,0,506,0,0,43,5,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,merkez,merkez,2009,112910,97678,93966,0,29768,690,0,0,4609,1223,112,1203,11161,44814,323,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,merkez,anitkaya,2009,1454,1403,1328,0,543,0,0,0,0,0,0,272,5,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,merkez,beyyazi,2009,1830,1780,1704,0,553,0,0,0,0,214,0,338,211,303,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,merkez,degirmenayvali,2009,1880,1813,1658,0,34,0,0,0,0,0,0,514,8,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,merkez,erkmen,2009,2266,2151,2050,0,428,0,0,0,0,0,0,0,112,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,merkez,fethibey,2009,1747,1694,1638,0,851,0,0,0,0,0,0,0,7,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,merkez,gebeceler,2009,1981,1939,1875,0,1055,0,0,0,0,0,0,0,22,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,merkez,isiklar,2009,4261,4134,3898,0,1715,109,0,0,744,0,0,0,25,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,merkez,kocatepe,2009,2073,2015,1926,0,581,0,0,0,9,330,0,40,33,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,merkez,nuribey,2009,1977,1915,1799,0,509,0,0,0,166,0,0,0,14,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,merkez,salar,2009,2443,2367,2294,0,942,0,0,0,0,0,0,120,239,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,merkez,susuz,2009,2719,2645,2546,0,1271,0,0,0,0,0,0,0,12,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,merkez,sulumenli,2009,3243,3108,2989,0,447,119,0,0,717,0,0,290,796,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,merkez,sulun,2009,1695,1658,1608,0,533,0,0,0,0,0,0,0,505,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,merkez,cayirbag,2009,2289,2229,2178,0,284,0,0,0,0,0,0,432,784,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,merkez,cikrik,2009,1498,1396,1328,0,519,0,0,0,0,0,0,0,18,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,bayat,bayat,2009,3426,2939,2778,0,157,9,0,0,778,0,0,618,9,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,basmakci,basmakci,2009,4215,3888,3691,0,1005,4,0,0,1137,0,0,651,18,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,basmakci,yaka,2009,684,627,595,0,258,0,0,0,180,0,0,0,1,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,bolvadin,bolvadin,2009,21196,18540,17895,0,9003,31,0,0,592,0,0,0,332,7937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,bolvadin,buyukkarabag,2009,1116,1043,1001,0,8,0,0,0,408,0,0,0,7,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,bolvadin,disli,2009,2467,2383,2304,0,1265,0,0,0,0,0,0,0,43,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,bolvadin,kemerkaya,2009,1466,1398,1306,0,676,0,0,0,597,0,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,dazkiri,dazkiri,2009,3346,3078,2951,0,1289,0,0,0,662,0,0,131,387,459,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,dazkiri,yuregil,2009,1218,1164,1116,0,15,0,0,0,0,0,0,249,245,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,dinar,dinar,2009,17489,15284,14540,0,7370,110,0,0,2105,202,0,0,395,4336,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,dinar,doganli,2009,649,625,557,0,0,0,0,0,0,0,0,239,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,dinar,haydarli,2009,1008,896,865,0,465,4,0,0,0,0,0,0,2,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,dinar,kadilar,2009,502,465,442,0,12,0,0,0,222,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,dinar,kinik,2009,950,903,861,0,434,0,0,0,263,0,0,0,2,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,dinar,tatarli,2009,2214,2097,1970,0,592,0,0,0,535,394,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,dinar,ulukoy,2009,510,464,451,0,215,0,0,0,45,0,0,0,2,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,dinar,yiprak,2009,1202,1125,1032,0,488,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,dinar,cicektepe,2009,817,739,709,0,290,0,0,0,0,0,0,0,1,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,emirdag,emirdag,2009,14348,11031,10514,0,2773,1383,0,0,2554,0,0,662,173,2904,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,emirdag,adayazi,2009,452,362,337,0,163,3,0,0,169,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,emirdag,asagipiribeyli,2009,939,772,711,0,455,149,0,0,0,0,0,0,8,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,emirdag,bademli,2009,624,597,579,0,291,4,0,0,277,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,emirdag,davulga,2009,1980,1188,1107,0,38,386,0,0,283,0,0,0,5,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,emirdag,gomu,2009,1613,682,580,0,75,0,0,0,0,0,0,0,24,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,evciler,evciler,2009,3042,2448,2341,0,395,0,0,0,861,0,0,0,12,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,evciler,gokcek,2009,1352,1220,1158,0,170,0,0,0,420,0,0,0,4,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,hocalar,hocalar,2009,1675,1575,1496,0,636,12,0,0,245,0,0,0,9,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,hocalar,yesilhisar,2009,1442,1339,1246,0,520,0,0,0,0,0,0,0,52,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,kiziloren,kiziloren,2009,1419,1306,1248,0,508,0,0,0,17,0,0,0,12,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sandikli,sandikli,2009,23460,17623,16946,0,8229,37,0,0,562,0,0,0,341,7728,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sandikli,akharim,2009,1666,1538,1418,0,567,0,0,0,575,0,0,0,16,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sandikli,ballik,2009,878,776,724,0,335,0,0,0,46,0,0,0,5,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sandikli,basagac,2009,664,467,432,0,50,0,0,0,114,0,0,0,23,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sandikli,karadirek,2009,710,588,535,0,224,0,0,0,0,0,0,0,5,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sandikli,kizik,2009,827,794,729,0,265,0,0,0,11,0,0,0,6,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sandikli,kusura,2009,937,904,849,0,311,0,0,0,0,0,0,251,5,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sandikli,mentes,2009,727,663,639,0,362,0,0,0,0,0,0,0,10,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sandikli,sorkun,2009,968,931,880,0,9,0,0,0,410,0,0,0,2,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sandikli,yavaslar,2009,777,716,689,0,133,0,0,0,0,0,0,146,1,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sandikli,orenkaya,2009,1233,1119,1060,0,562,0,0,0,0,0,0,0,14,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sultandagi,sultandagi,2009,4796,4188,3971,0,115,0,0,0,1926,0,0,0,23,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sultandagi,derecine,2009,1966,1817,1725,0,33,0,0,0,614,0,0,616,5,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sultandagi,karapinar,2009,1102,1028,943,0,15,0,0,0,586,0,0,0,7,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sultandagi,kirca,2009,1283,1179,1137,0,0,306,0,0,215,0,0,7,13,345,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sultandagi,yakasinek,2009,1654,1521,1426,0,6,301,0,0,451,0,0,9,3,647,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sultandagi,yesilciftlik,2009,2075,1935,1832,0,31,0,0,0,998,0,0,5,5,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sultandagi,uckuyu,2009,477,449,440,0,71,170,0,0,3,0,0,1,2,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sinanpasa,sinanpasa,2009,2940,2732,2582,0,310,0,0,0,1045,0,0,0,20,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sinanpasa,ahmetpasa,2009,2071,1940,1820,0,545,0,0,0,0,0,0,367,155,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sinanpasa,akoren,2009,1935,1879,1747,0,636,0,0,0,404,0,0,0,20,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sinanpasa,duzagac,2009,1712,1641,1539,0,499,0,0,0,0,0,0,568,7,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sinanpasa,guney,2009,1294,1232,1194,0,590,0,0,0,0,0,0,0,27,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sinanpasa,kilicarslan,2009,1585,1510,1417,0,783,0,0,0,0,0,0,0,14,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sinanpasa,kirka,2009,1421,1331,1295,0,106,0,0,0,645,0,0,0,11,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sinanpasa,kucukhuyuk,2009,1379,1334,1270,0,16,0,0,0,383,0,0,0,526,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sinanpasa,nuh,2009,995,937,907,0,432,0,0,0,445,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sinanpasa,serban,2009,1572,1380,1283,0,477,0,0,0,0,0,0,0,44,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sinanpasa,tasoluk,2009,2551,2357,2239,0,986,0,0,0,0,0,0,0,19,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sinanpasa,tinaztepe,2009,2250,2103,1946,0,859,0,0,0,0,210,0,0,56,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,sinanpasa,tokuslar,2009,948,895,853,0,149,0,0,0,0,0,0,351,66,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afyonkarahisar,cay,cay,2009,10267,9182,8746,0,1495,38,0,0,1338,0,0,2556,73,3246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
